DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Distance,PAX
2011-11-27,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,11.583333333299999,8.49509662492,973.7448004122535,0
2013-01-11,LAX,Los Angeles,33.942536,-118.408075,SEA,Seattle,47.449,-122.309306,10.2,6.96306042817,872.1623199440232,0
2012-04-02,BOS,Boston,42.364347,-71.00518100000002,LAX,Los Angeles,33.942536,-118.408075,8.0625,5.881822279990001,5258.1449040785465,0
2012-01-08,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,7.833333333330001,5.823380865599999,388.23464092488604,0
2011-11-06,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,9.68421052632,6.84797319227,1054.935853740084,0
2012-11-05,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,9.875,10.3658091821,388.23464092488604,0
2012-06-25,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278000000006,-112.011583,7.9375,5.35995957696,2679.014872379074,0
2011-12-26,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,11.0476190476,8.15767240379,807.5231832777396,0
2012-11-13,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,7.666666666669999,5.43409714347,1054.935853740084,0
2012-12-27,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,15.5714285714,12.711699398099999,2377.1599998508937,0
2013-01-19,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,14.962962962999999,12.702154515899998,2377.1599998508937,0
2013-02-22,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,7.4,4.9106298694,1986.4462899651514,0
2012-03-27,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,14.0740740741,9.69903217188,3029.5792533212048,0
2012-09-22,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,14.1111111111,10.8284999079,3779.583120066245,0
2012-07-04,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,11.88,8.48685257717,3779.583120066245,0
2012-08-28,BOS,Boston,42.364347,-71.00518100000002,LAX,Los Angeles,33.942536,-118.408075,12.8846153846,8.228374921339999,5258.1449040785465,0
2012-07-16,PHX,Phoenix,33.434278000000006,-112.011583,ORD,Chicago,41.978603,-87.904842,10.7272727273,6.915695180299998,2679.014872379074,0
2012-06-19,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,14.0,11.0084142902,841.0684679543131,0
2012-11-28,IAH,Houston,29.984433000000006,-95.341442,ORD,Chicago,41.978603,-87.904842,9.75,9.78093383408,823.5052672605633,0
2012-01-08,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433000000006,-95.341442,11.909090909100001,8.755455936619999,823.5052672605633,0
2012-01-01,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,15.0689655172,10.2849787641,3833.459735260512,0
2012-12-12,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,6.333333333330001,4.90869005899,388.23464092488604,0
2013-01-07,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364347,-71.00518100000002,11.7272727273,8.805743894819997,5708.968886670745,0
2012-02-07,MIA,Miami,25.79325,-80.29055600000002,LGA,New York,40.777245,-73.872608,13.0,12.9828947294,799.5642198340214,0
2012-02-12,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,14.6,12.328828005899998,1864.999597204111,0
2012-12-06,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,14.625,12.0499413673,377.6032638053681,0
2012-08-01,LAX,Los Angeles,33.942536,-118.408075,IAH,Houston,29.984433000000006,-95.341442,12.7307692308,8.08731199995,2567.415454370589,0
2012-11-04,MIA,Miami,25.79325,-80.29055600000002,JFK,New York,40.639751,-73.778925,14.724137931,10.340269932,807.8739736741642,0
2012-08-21,JFK,New York,40.639751,-73.778925,LAS,Las Vegas,36.080056,-115.15225,15.870967741900001,10.474546722000001,4598.323701126353,0
2011-11-01,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,15.8125,9.90092045249,841.0684679543131,0
2012-06-13,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861656,-104.673178,12.96,8.526820431239999,1173.7708183524433,0
2012-10-04,ATL,Atlanta,33.636719,-84.428067,SFO,San Francisco,37.618972,-122.374889,9.944444444439998,8.58502267784,4219.517597667142,0
2012-08-24,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000002,10.347826087,7.17070235974,473.55355045901877,0
2012-09-17,IAH,Houston,29.984433000000006,-95.341442,LAX,Los Angeles,33.942536,-118.408075,13.222222222200001,9.77175416633,2567.415454370589,0
2012-12-27,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,9.25,7.202886848160001,1027.6848410103114,0
2012-11-02,ATL,Atlanta,33.636719,-84.428067,DEN,Denver,39.861656,-104.673178,10.3333333333,9.0813318536,2249.1880633960927,0
2011-10-18,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,15.1,9.696604453680001,841.0684679543131,0
2012-03-09,MIA,Miami,25.79325,-80.29055600000002,ATL,Atlanta,33.636719,-84.428067,11.1904761905,9.16852794956,473.55355045901877,0
2012-11-01,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,13.416666666700001,10.4003205079,2016.491722110575,0
2012-03-30,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,9.263157894739999,6.07217794776,1986.4462899651514,0
2012-04-04,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,6.083333333330001,4.50168318689,388.23464092488604,0
2012-09-06,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,9.84210526316,8.64267935497,973.7448004122535,0
2012-04-02,DEN,Denver,39.861656,-104.673178,SEA,Seattle,47.449,-122.309306,7.07142857143,5.48374220505,1986.4462899651514,0
2012-12-28,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,11.913043478299999,10.7868313802,1054.935853740084,0
2012-07-13,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,14.92,10.8047828915,3029.5792533212048,0
2012-08-21,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,10.5294117647,11.023370894700001,1054.935853740084,0
2012-07-13,LAX,Los Angeles,33.942536,-118.408075,IAH,Houston,29.984433000000006,-95.341442,13.28,9.60694193452,2567.415454370589,0
2012-08-29,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,9.2,6.9856996786300005,1148.30688531316,0
2012-01-14,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,9.52631578947,6.44953418691,1013.6221962809236,0
2011-10-15,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,12.3181818182,9.35229212361,1054.935853740084,0
2013-01-09,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,14.777777777799999,10.782226590799999,841.0684679543131,0
2012-10-05,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,12.173913043499999,8.77316245413,3825.7988929494127,0
2013-01-03,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,10.222222222200001,9.32772941008,591.2192684676627,0
2011-12-18,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,9.6,6.099180272790001,807.5231832777396,0
2012-05-09,DEN,Denver,39.861656,-104.673178,ATL,Atlanta,33.636719,-84.428067,9.75,6.4226162893300005,2249.1880633960927,0
2012-08-20,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,14.6206896552,9.69320009485,3029.5792533212048,0
2012-11-30,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,10.9047619048,7.86069183918,3029.5792533212048,0
2011-12-02,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.61111111111,5.5214969079600005,2016.491722110575,0
2013-02-06,DFW,Dallas-Fort Worth,32.896828,-97.037997,PHL,Philadelphia,39.871944,-75.241139,6.84615384615,5.42902928472,2420.4928123669188,0
2012-05-18,JFK,New York,40.639751,-73.778925,MCO,Orlando,28.429394,-81.308994,15.3448275862,11.5921027985,882.7930713454393,0
2012-12-03,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,10.3,7.66468319117,807.5231832777396,0
2012-03-14,ATL,Atlanta,33.636719,-84.428067,SFO,San Francisco,37.618972,-122.374889,8.352941176469999,7.184542230289999,4219.517597667142,0
2012-01-09,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,11.35,9.37114833159,1275.490402204062,0
2012-02-03,ORD,Chicago,41.978603,-87.904842,DEN,Denver,39.861656,-104.673178,10.5555555556,10.013063362899999,1864.999597204111,0
2012-10-02,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,9.055555555560002,9.27661336672,156.51256917638386,0
2012-09-26,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,9.21052631579,6.04224891326,388.23464092488604,0
2011-12-13,EWR,Newark,40.6925,-74.168667,LAX,Los Angeles,33.942536,-118.408075,12.304347826099999,9.55574450079,4912.518671454262,0
2011-12-30,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,13.538461538499998,9.47514968422,3779.583120066245,0
2012-08-02,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,14.0740740741,9.567275658869999,3825.7988929494127,0
2013-02-14,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,11.5,11.1095028076,4912.518671454262,0
2012-06-02,LAX,Los Angeles,33.942536,-118.408075,IAH,Houston,29.984433000000006,-95.341442,12.541666666700001,9.207648836779999,2567.415454370589,0
2012-07-12,JFK,New York,40.639751,-73.778925,MIA,Miami,25.79325,-80.29055600000002,16.25,10.518800373200001,807.8739736741642,0
2012-04-19,JFK,New York,40.639751,-73.778925,MIA,Miami,25.79325,-80.29055600000002,13.296296296300001,8.493503466739996,807.8739736741642,0
2012-06-03,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000002,11.434782608699999,10.2771860623,473.55355045901877,0
2012-05-28,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,12.16,9.33488082409,5360.173660023075,0
2012-01-10,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278000000006,-112.011583,13.76,9.9552331297,2679.014872379074,0
2012-05-06,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,12.6,11.9357931406,584.4685506498538,0
2012-11-25,DFW,Dallas-Fort Worth,32.896828,-97.037997,PHL,Philadelphia,39.871944,-75.241139,9.55,7.6741191848399986,2420.4928123669188,0
2012-09-01,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,13.5769230769,9.4113679215,3833.459735260512,0
2012-02-04,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,10.619047619,7.12373631233,5360.173660023075,0
2011-09-25,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,12.8148148148,9.08945727853,1275.490402204062,0
2012-10-17,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433000000006,-95.341442,10.4210526316,7.7266910373,823.5052672605633,0
2011-12-14,DEN,Denver,39.861656,-104.673178,SEA,Seattle,47.449,-122.309306,9.23529411765,7.47102245148,1986.4462899651514,0
2011-12-30,BOS,Boston,42.364347,-71.00518100000002,LAX,Los Angeles,33.942536,-118.408075,14.148148148099999,11.4747337951,5258.1449040785465,0
2013-02-05,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,10.913043478299999,8.23469955007,807.5231832777396,0
2013-01-20,MIA,Miami,25.79325,-80.29055600000002,JFK,New York,40.639751,-73.778925,16.65625,12.4242462613,807.8739736741642,0
2011-11-13,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,10.3636363636,7.85308828876,973.7448004122535,0
2012-01-08,DFW,Dallas-Fort Worth,32.896828,-97.037997,DEN,Denver,39.861656,-104.673178,13.125,10.148088275700001,860.1757255797752,0
2012-05-07,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861656,-104.673178,11.1363636364,8.06695466553,1173.7708183524433,0
2012-05-05,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,13.7307692308,9.38747119221,3029.5792533212048,0
2012-11-13,DEN,Denver,39.861656,-104.673178,LAS,Las Vegas,36.080056,-115.15225,11.3913043478,7.43296790372,1173.7708183524433,0
2012-09-13,IAH,Houston,29.984433000000006,-95.341442,LAX,Los Angeles,33.942536,-118.408075,13.961538461500002,11.187424258399998,2567.415454370589,0
2011-12-07,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,8.0,5.65685424949,1275.490402204062,0
2011-09-13,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,10.15,6.78446367581,2016.491722110575,0
2011-09-03,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,13.0,7.937253933189999,584.4685506498538,0
2012-10-07,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,10.0476190476,8.027927444089999,1054.935853740084,0
2013-01-21,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,10.285714285700001,6.7241568775800005,719.5833211080045,0
2011-12-08,JFK,New York,40.639751,-73.778925,LAS,Las Vegas,36.080056,-115.15225,10.9,8.601713415610003,4598.323701126353,0
2011-10-25,DEN,Denver,39.861656,-104.673178,LAS,Las Vegas,36.080056,-115.15225,12.565217391300001,9.45720546345,1173.7708183524433,0
2012-11-20,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,14.6,11.8602979164,3779.583120066245,0
2011-12-30,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,16.7714285714,11.4328878403,353.9553363116508,0
2013-01-04,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364347,-71.00518100000002,15.8965517241,11.799954078599999,5708.968886670745,0
2011-09-23,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,8.94117647059,6.65648732662,388.23464092488604,0
2012-01-17,PHX,Phoenix,33.434278000000006,-112.011583,ORD,Chicago,41.978603,-87.904842,8.75,6.952217871539999,2679.014872379074,0
2012-10-14,IAH,Houston,29.984433000000006,-95.341442,LAX,Los Angeles,33.942536,-118.408075,15.4285714286,11.043444750499999,2567.415454370589,0
2011-09-02,MIA,Miami,25.79325,-80.29055600000002,ATL,Atlanta,33.636719,-84.428067,11.142857142899999,7.818476285610001,473.55355045901877,0
2011-12-16,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,7.07142857143,5.19562368677,156.51256917638386,0
2012-08-17,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.0,7.00476028617,2420.4928123669188,0
2011-12-27,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,11.0,7.387247699339999,390.64792768460785,0
2011-10-04,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,12.5217391304,9.13967159355,3825.7988929494127,0
2012-11-19,LAS,Las Vegas,36.080056,-115.15225,JFK,New York,40.639751,-73.778925,13.607142857100001,9.96415533472,4598.323701126353,0
2011-10-15,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,16.0322580645,10.2647742984,841.0684679543131,0
2012-07-14,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,9.95,6.676549691980001,1402.5714537480035,0
2012-11-25,SEA,Seattle,47.449,-122.309306,LAX,Los Angeles,33.942536,-118.408075,11.05,9.99197046054,872.1623199440232,0
2011-10-01,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000002,12.375,8.64675108627,473.55355045901877,0
2012-12-24,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751,-73.778925,15.612903225799998,11.6180245577,5403.554833417769,0
2011-11-07,JFK,New York,40.639751,-73.778925,LAS,Las Vegas,36.080056,-115.15225,13.481481481500001,9.7126815214,4598.323701126353,0
2012-05-16,IAH,Houston,29.984433000000006,-95.341442,LAX,Los Angeles,33.942536,-118.408075,11.2,9.833348201,2567.415454370589,0
2012-06-19,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,13.9259259259,11.2725873282,807.5231832777396,0
2012-02-07,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,16.185185185199998,11.8420276234,973.7448004122535,0
2012-12-10,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,7.13333333333,4.718756898450001,1986.4462899651514,0
2011-11-30,MIA,Miami,25.79325,-80.29055600000002,JFK,New York,40.639751,-73.778925,15.4642857143,11.289070895899998,807.8739736741642,0
2012-03-27,BOS,Boston,42.364347,-71.00518100000002,LAX,Los Angeles,33.942536,-118.408075,8.0625,5.6150838521500015,5258.1449040785465,0
2012-03-11,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,6.46153846154,4.6835774185900005,2571.4703686921193,0
2011-12-02,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,13.666666666700001,9.055385138139998,841.0684679543131,0
2012-10-31,DEN,Denver,39.861656,-104.673178,LAS,Las Vegas,36.080056,-115.15225,11.695652173900001,8.07034291605,1173.7708183524433,0
2012-03-01,JFK,New York,40.639751,-73.778925,MCO,Orlando,28.429394,-81.308994,14.148148148099999,9.75351496288,882.7930713454393,0
2012-01-28,JFK,New York,40.639751,-73.778925,SFO,San Francisco,37.618972,-122.374889,9.36842105263,6.29118012526,5403.554833417769,0
2013-02-18,JFK,New York,40.639751,-73.778925,MCO,Orlando,28.429394,-81.308994,13.8846153846,10.8344890902,882.7930713454393,0
2012-10-07,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,8.72222222222,7.894939224560001,584.4685506498538,0
2012-04-15,DEN,Denver,39.861656,-104.673178,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.94117647059,8.57664407151,860.1757255797752,0
2012-11-18,LGA,New York,40.777245,-73.872608,CLT,Charlotte,35.214,-80.943139,10.4,8.203978495700001,797.0463706295585,0
2012-01-12,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364347,-71.00518100000002,8.625,6.6420378399,2887.7278382421723,0
2012-04-12,JFK,New York,40.639751,-73.778925,MIA,Miami,25.79325,-80.29055600000002,14.7692307692,11.8568383385,807.8739736741642,0
2012-04-10,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,10.0526315789,7.457089722839999,1054.935853740084,0
2012-07-24,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,14.2142857143,9.94934259082,3825.7988929494127,0
2013-01-06,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364347,-71.00518100000002,9.6,6.08189721092,1879.7523868796686,0
2013-02-15,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,9.0625,7.07548584904,797.0463706295585,0
2011-09-26,LAX,Los Angeles,33.942536,-118.408075,IAH,Houston,29.984433000000006,-95.341442,9.42105263158,6.28327400037,2567.415454370589,0
2012-04-16,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861656,-104.673178,9.16666666667,6.510173034659999,1173.7708183524433,0
2011-12-06,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,12.0476190476,9.60456240792,3825.7988929494127,0
2012-05-20,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,13.083333333299999,12.140183605299999,584.4685506498538,0
2011-09-05,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,8.78947368421,6.7047159801300005,390.64792768460785,0
2012-04-24,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,14.0,12.6419216031,5360.173660023075,0
2012-05-16,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,10.0,7.464200272919999,807.5231832777396,0
2012-01-05,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,14.56,11.295574354600001,807.5231832777396,0
2012-12-05,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,7.733333333330001,5.99364743072,1864.999597204111,0
2012-11-27,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,9.81818181818,6.77977639494,973.7448004122535,0
2011-12-22,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,11.857142857100001,11.2128752525,1148.30688531316,0
2012-01-04,PHX,Phoenix,33.434278000000006,-112.011583,DEN,Denver,39.861656,-104.673178,11.7142857143,9.85465807191,845.501645814704,0
2012-06-06,PHX,Phoenix,33.434278000000006,-112.011583,ORD,Chicago,41.978603,-87.904842,10.7368421053,9.49761435112,2679.014872379074,0
2012-03-30,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861656,-104.673178,8.85,6.36830143428,1275.490402204062,0
2011-09-02,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,8.29411764706,5.542615649249999,973.7448004122535,0
2013-01-19,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,13.3703703704,10.2249624718,3779.583120066245,0
2012-01-22,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,12.65,11.375296410299999,584.4685506498538,0
2012-05-30,BOS,Boston,42.364347,-71.00518100000002,LAX,Los Angeles,33.942536,-118.408075,11.0,7.45143003214,5258.1449040785465,0
2011-09-07,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,8.27777777778,6.64924193428,156.51256917638386,0
2013-02-10,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,8.4,10.217631819600001,1054.935853740084,0
2012-08-15,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,13.875,9.32184204599,3029.5792533212048,0
2012-01-15,BOS,Boston,42.364347,-71.00518100000002,SFO,San Francisco,37.618972,-122.374889,10.1666666667,8.26224581348,5708.968886670745,0
2012-12-11,MIA,Miami,25.79325,-80.29055600000002,JFK,New York,40.639751,-73.778925,13.8846153846,9.91292862106,807.8739736741642,0
2013-02-15,IAH,Houston,29.984433000000006,-95.341442,LAX,Los Angeles,33.942536,-118.408075,14.9666666667,11.021869587100001,2567.415454370589,0
2013-02-13,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,8.11764705882,6.18346942401,1054.935853740084,0
2012-03-02,ATL,Atlanta,33.636719,-84.428067,SFO,San Francisco,37.618972,-122.374889,6.92857142857,4.7952586473,4219.517597667142,0
2012-08-27,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,13.6296296296,9.04326416625,4912.518671454262,0
2012-11-16,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,8.894736842110001,7.1094204861699986,388.23464092488604,0
2013-02-01,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278000000006,-112.011583,13.56,10.0833195592,2679.014872379074,0
2011-12-19,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,7.4375,6.41839803482,1027.6848410103114,0
2012-09-15,ATL,Atlanta,33.636719,-84.428067,SFO,San Francisco,37.618972,-122.374889,12.961538461500002,9.96586481639,4219.517597667142,0
2012-07-22,PHX,Phoenix,33.434278000000006,-112.011583,DEN,Denver,39.861656,-104.673178,11.2857142857,7.98212288269,845.501645814704,0
2012-06-20,MCO,Orlando,28.429394,-81.308994,PHL,Philadelphia,39.871944,-75.241139,14.9655172414,9.82519632163,719.5833211080045,0
2012-02-15,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861656,-104.673178,10.142857142899999,6.45202072444,1173.7708183524433,0
2012-12-04,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000002,11.347826087,9.30106883229,473.55355045901877,0
2012-01-05,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,12.8,10.5514611942,1148.30688531316,0
2011-11-12,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,11.0454545455,7.45447946333,2016.491722110575,0
2011-10-05,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,9.89473684211,7.340108512989999,1275.490402204062,0
2012-04-10,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861656,-104.673178,11.619047619000002,9.0690473065,1544.8816622466409,0
2012-04-12,LAX,Los Angeles,33.942536,-118.408075,IAH,Houston,29.984433000000006,-95.341442,11.333333333299999,8.463647755750001,2567.415454370589,0
2012-10-04,JFK,New York,40.639751,-73.778925,MCO,Orlando,28.429394,-81.308994,17.2333333333,11.6993466759,882.7930713454393,0
2012-09-01,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,18.060606060599998,11.986814093900001,2377.1599998508937,0
2011-12-13,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.29055600000002,10.25,7.2393297159899985,799.5642198340214,0
2012-10-03,BOS,Boston,42.364347,-71.00518100000002,LAX,Los Angeles,33.942536,-118.408075,13.08,8.683893136150001,5258.1449040785465,0
2011-12-08,DEN,Denver,39.861656,-104.673178,ATL,Atlanta,33.636719,-84.428067,9.21052631579,8.55426435157,2249.1880633960927,0
2011-12-25,JFK,New York,40.639751,-73.778925,MIA,Miami,25.79325,-80.29055600000002,15.7333333333,12.564134322100001,807.8739736741642,0
2011-11-22,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433000000006,-95.341442,14.407407407400001,10.2140900391,823.5052672605633,0
2011-11-22,IAH,Houston,29.984433000000006,-95.341442,LAX,Los Angeles,33.942536,-118.408075,11.6363636364,8.888437939500001,2567.415454370589,0
2011-09-25,JFK,New York,40.639751,-73.778925,LAX,Los Angeles,33.942536,-118.408075,14.53125,9.32905407852,4955.860857969597,1
2012-05-24,JFK,New York,40.639751,-73.778925,LAX,Los Angeles,33.942536,-118.408075,16.4242424242,11.8559855744,4955.860857969597,1
2012-04-17,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,10.25,9.08367535168,1560.8617188022474,1
2012-05-15,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,14.0769230769,12.4897496434,487.1388146758657,1
2012-05-19,JFK,New York,40.639751,-73.778925,LAX,Los Angeles,33.942536,-118.408075,16.625,11.2127519571,4955.860857969597,1
