DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Norm mean,Norm std,CV,CV of norm,Distance,Norm Distance,Airports,Day,Month,Year,IsHolidays,PAX
2012-05-11,ATL,Atlanta,0.3621887489465847,0.7387003640355518,BOS,Boston,0.765205407339852,1.0,10.9545454545,8.871985190030001,0.43139639816216047,0.4898375072146396,0.8098907642384644,0.2689471226652158,1503.038669073009,0.24250998529318785,2,11,5,2012,0,3
2012-07-10,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.4782608696,7.464275920660001,0.4067290912186564,0.38709977079827984,0.7123582828821998,0.17173341917237805,973.7448004122537,0.14718391005814518,2,10,7,2012,0,6
2012-03-25,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,14.5714285714,11.6250960057,0.6187187866078874,0.690765624589272,0.7978007062750937,0.25689658018215156,2377.1599998508937,0.3999396489942337,2,25,3,2012,0,3
2011-11-29,DEN,Denver,0.6496383639449108,0.34459434731456895,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,10.1052631579,8.4517896648,0.38741112600325844,0.45917070828552986,0.8363750189120643,0.29534481546730484,860.1757255797753,0.12673006614862148,2,29,11,2011,2,6
2012-06-21,MCO,Orlando,0.12172951756461914,0.799418501658604,EWR,Newark,0.6880043406485579,0.9384172867013378,12.44,8.23144377777,0.5083297367294058,0.44308937803169957,0.6616916220072347,0.12123235861513382,841.0684679543131,0.12328884004383246,2,21,6,2012,0,0
2011-12-13,SFO,San Francisco,0.5460776929914688,0.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,14.4285714286,9.833535106889999,0.611320056726131,0.5600135471534445,0.6815321361197395,0.1410080254417896,487.13881467586566,0.059545942659244996,2,13,12,2011,0,1
2013-02-16,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,9.38888888889,6.482001224099999,0.3503093080138978,0.3154111905925069,0.6903906629218117,0.14983759878950675,860.1757255797753,0.12673006614862148,2,16,2,2013,0,5
2012-01-20,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MIA,Miami,0.0,0.8192441545511606,14.4285714286,11.070242298599998,0.611320056726131,0.6502711736752765,0.7672445157430351,0.22644026034954423,473.55355045901877,0.05709923017020781,2,20,1,2012,0,6
2012-01-28,LGA,New York,0.6919176200316315,0.9441805859593362,DTW,Detroit,0.7581909654479757,0.7596208255651364,7.2,4.81367100781,0.2369443245580267,0.1936527609606851,0.6685654177513889,0.12808368785489388,1054.935853740084,0.16180645703289903,1,28,1,2012,0,2
2012-11-06,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,11.7692307692,7.9815171104600005,0.4735898542537309,0.4248491769985663,0.6781681204983744,0.13765500486225457,2377.1599998508937,0.3999396489942337,2,6,11,2012,0,3
2011-09-30,SEA,Seattle,1.0000000000000002,0.0012766862525279699,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.3181818182,7.84605672046,0.4502295287810967,0.4149629780898203,0.693225894979288,0.1526635640959988,3825.7988929494127,0.6608401964752163,2,30,9,2011,0,6
2011-12-28,EWR,Newark,0.6880043406485579,0.9384172867013378,BOS,Boston,0.765205407339852,1.0,12.5714285714,10.9889554944,0.5151365682218648,0.6443386828934512,0.8741214597838048,0.33296788482623507,356.2123684197035,0.035966027974703205,2,28,12,2011,2,2
2012-02-25,SFO,San Francisco,0.5460776929914688,0.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,13.1304347826,10.614331426,0.5440881199456955,0.6169977896906037,0.8083762344309989,0.2674375429889211,3833.4597352605124,0.6622199177864786,2,25,2,2012,0,0
2011-11-02,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MSP,Minneapolis,0.881461320896298,0.5675158208024074,10.25,8.9552983435,0.39490720759671116,0.4959178854485964,0.8736876432682927,0.3325354862086376,973.7448004122537,0.14718391005814518,2,2,11,2011,0,0
2013-01-10,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.6086956522,7.697337972160001,0.465275562479871,0.40410915486405286,0.6630665668886973,0.12260280958866387,3029.579253321205,0.5174406640701572,2,10,1,2013,0,7
2011-10-09,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ATL,Atlanta,0.3621887489465847,0.7387003640355518,12.461538461500002,9.1092514258,0.509445237540802,0.5071537219483461,0.7309893119491696,0.19030355406792088,1402.5714537480035,0.22441579245668425,2,9,10,2011,0,6
2013-01-22,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,11.6818181818,9.17235164132,0.4690626593948539,0.5117589152584751,0.78518185256558,0.24431897028360705,3390.7244973177953,0.5824830927442406,2,22,1,2013,0,3
2012-12-25,BOS,Boston,0.765205407339852,1.0,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,8.625,4.99165971062,0.31074665515806776,0.20664277021349572,0.5787431548544927,0.03855500252986166,477.88487627158105,0.05787930399067451,2,25,12,2012,2,4
2013-02-22,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,10.2,6.90232607627,0.3923176521370606,0.3460874280877767,0.6766986349284314,0.13619032219964888,1275.4904022040619,0.20152843517238794,2,22,2,2013,0,6
2011-11-23,DEN,Denver,0.6496383639449108,0.34459434731456895,MSP,Minneapolis,0.881461320896298,0.5675158208024074,11.1818181818,8.121906670560001,0.4431671047983482,0.43509511764483166,0.7263493770431324,0.18567878445364305,1275.4904022040619,0.20152843517238794,2,23,11,2011,2,0
2012-11-14,LGA,New York,0.6919176200316315,0.9441805859593362,MIA,Miami,0.0,0.8192441545511606,11.333333333299999,10.465630022300001,0.4510142425540803,0.6061452323121116,0.9234379431468338,0.3821231808291191,799.5642198340215,0.11581390539382498,1,14,11,2012,0,6
2012-01-02,ATL,Atlanta,0.3621887489465847,0.7387003640355518,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,13.333333333299999,8.498868703,0.554596460940103,0.46260664063503554,0.6374151527265935,0.09703523521907609,3779.583120066245,0.6525167139945791,2,2,1,2012,2,6
2011-10-12,LGA,New York,0.6919176200316315,0.9441805859593362,BOS,Boston,0.765205407339852,1.0,5.07692307692,3.77406806292,0.12698781580962795,0.11778023837824883,0.7433770426968141,0.2026507964132862,323.3318296838956,0.03004422744973377,1,12,10,2011,0,1
2012-11-08,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,14.4,11.704699910699999,0.6098403107477081,0.6965752936648071,0.8128263826874998,0.2718731462576044,2377.1599998508937,0.3999396489942337,2,8,11,2012,0,7
2012-12-18,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,8.29411764706,5.542615649249999,0.2936098910869117,0.2468527533624518,0.6682586243775647,0.1277778972130299,860.1757255797753,0.12673006614862148,2,18,12,2012,2,6
2012-02-06,ORD,Chicago,0.7473928633272919,0.6710189398000861,SFO,San Francisco,0.5460776929914688,0.0,13.68,10.5464053908,0.5725507121287399,0.6120403973852244,0.7709360665789474,0.23011974561845938,3833.4597352605124,0.6622199177864786,2,6,2,2012,0,7
2012-05-13,DTW,Detroit,0.7581909654479757,0.7596208255651364,ATL,Atlanta,0.3621887489465847,0.7387003640355518,8.055555555560002,6.1402454657000005,0.2812544957567221,0.2904690993601421,0.7622373681554414,0.22144947826180905,156.51256917638386,0.0,2,13,5,2012,0,5
2012-10-08,SFO,San Francisco,0.5460776929914688,0.0,DEN,Denver,0.6496383639449108,0.34459434731456895,9.42105263158,6.379792660110001,0.35197510392361153,0.3079517835010138,0.6771846957657903,0.13667479438230445,1971.1346885251635,0.32681429903939496,2,8,10,2012,0,6
2011-11-17,SFO,San Francisco,0.5460776929914688,0.0,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.583333333299999,8.777028647789999,0.4639620198523331,0.4829073687123704,0.7577290918977201,0.21695593697907445,807.5231832777396,0.1172473184615949,2,17,11,2011,0,6
2012-09-25,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.7727272727,10.6410338657,0.5255620512413044,0.6189465928073156,0.8331058542558715,0.29208633583942045,1013.6221962809236,0.1543658478507986,2,25,9,2012,0,7
2012-01-11,PHX,Phoenix,0.3528406081525697,0.20173963223618063,ORD,Chicago,0.7473928633272919,0.6710189398000861,8.4375,6.26065757995,0.3010358221843782,0.2992570418169602,0.7420038613274075,0.2012821031879003,2679.014872379074,0.4543038538196032,2,11,1,2012,0,0
2012-07-16,JFK,New York,0.6855685441510919,0.9460042871958705,MIA,Miami,0.0,0.8192441545511606,18.0,12.6268562992,0.7962883038425487,0.7638763067630407,0.7014920166222223,0.16090266851800816,807.8739736741641,0.11731049597734035,2,16,7,2012,0,5
2013-03-02,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,SFO,San Francisco,0.5460776929914688,0.0,9.375,7.374505633150001,0.3495899870528263,0.38054813663851417,0.7866139342026668,0.24574637126540666,2821.5329251956728,0.47997142230952744,2,2,3,2013,0,2
2012-07-10,ORD,Chicago,0.7473928633272919,0.6710189398000861,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,10.210526315800001,7.656362258989999,0.39286282170805853,0.4011186566761592,0.7498499119621649,0.20910250957345067,1408.7645504937798,0.22553117209979162,2,10,7,2012,0,3
2012-09-02,BOS,Boston,0.765205407339852,1.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,10.0952380952,6.378908699019999,0.3868919168862959,0.30788727006529026,0.6318730315090825,0.09151122802405265,5258.1449040785465,0.9188063882336603,2,2,9,2012,1,5
2011-10-12,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,SFO,San Francisco,0.5460776929914688,0.0,13.4230769231,8.92714098432,0.5592443809988076,0.49386289908986447,0.6650592137304325,0.12458894360827111,807.5231832777396,0.1172473184615949,2,12,10,2011,0,6
2012-09-12,MCO,Orlando,0.12172951756461914,0.799418501658604,ATL,Atlanta,0.3621887489465847,0.7387003640355518,12.086956521700001,8.67553007801,0.4900452233948902,0.47549977856887304,0.7177596827153812,0.1771171649207418,353.95533631165074,0.03555953542816277,2,12,9,2012,0,7
2013-02-17,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,13.4,9.30949336251,0.5580492015546967,0.5217678214366732,0.6947383106350746,0.15417103653056663,2377.1599998508937,0.3999396489942337,2,17,2,2013,0,6
2012-05-28,SFO,San Francisco,0.5460776929914688,0.0,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,14.4230769231,11.1934733731,0.6110354901918189,0.6592648500868498,0.7760808205336915,0.23524768431688337,807.5231832777396,0.1172473184615949,2,28,5,2012,1,5
2012-11-02,LGA,New York,0.6919176200316315,0.9441805859593362,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,9.15,6.776701573080001,0.3379369874843987,0.33691907395599907,0.7406231227409837,0.19990587744571486,2571.4703686921193,0.43493503801314476,1,2,11,2012,0,0
2012-04-30,ATL,Atlanta,0.3621887489465847,0.7387003640355518,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,10.4736842105,10.0463836559,0.40649206096746915,0.5755477050940118,0.9592024596109527,0.4177708035570551,1402.5714537480035,0.22441579245668425,2,30,4,2012,0,7
2011-11-20,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LGA,New York,0.6919176200316315,0.9441805859593362,9.0,6.2591110062199995,0.330168321105447,0.2991441694450304,0.6954567784688889,0.15488715610421344,2571.4703686921193,0.43493503801314476,1,20,11,2011,0,0
2011-09-02,JFK,New York,0.6855685441510919,0.9460042871958705,SFO,San Francisco,0.5460776929914688,0.0,13.0,7.937253933189999,0.5373327578774922,0.42161875240858604,0.6105579948607691,0.07026585803188434,5403.554833417769,0.944994785048431,2,2,9,2011,1,3
2013-01-29,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,8.125,8.07361959305,0.28485110056156215,0.4315710199142263,0.9936762576061537,0.45213192643606603,1275.4904022040619,0.20152843517238794,2,29,1,2013,0,0
2011-12-05,ATL,Atlanta,0.3621887489465847,0.7387003640355518,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,9.23529411765,7.37842642239,0.3423544644451314,0.38083428451027135,0.7989378928700003,0.25803004996489454,1027.6848410103114,0.15689853679516363,2,5,12,2011,0,7
2011-09-30,DEN,Denver,0.6496383639449108,0.34459434731456895,PHX,Phoenix,0.3528406081525697,0.20173963223618063,8.944444444439998,6.101805154530001,0.3272910372611606,0.28766364041867065,0.6821893961589728,0.1416631372741064,845.501645814704,0.12408725746612233,2,30,9,2011,0,6
2012-01-22,ORD,Chicago,0.7473928633272919,0.6710189398000861,DTW,Detroit,0.7581909654479757,0.7596208255651364,11.315789473699999,10.8732732043,0.45010562660586984,0.635895933465756,0.9608939110763337,0.4194567266356184,506.26018847884245,0.06298971109425822,2,22,1,2012,0,0
2012-04-02,MIA,Miami,0.0,0.8192441545511606,ATL,Atlanta,0.3621887489465847,0.7387003640355518,13.04,9.167333309089999,0.5394044022452127,0.5113926662714763,0.703016358059049,0.1624220277550631,473.55355045901877,0.05709923017020781,2,2,4,2012,0,0
2013-01-12,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.65,6.17529031919,0.36383254208090443,0.29302675028917,0.6399264579471503,0.09953833242009424,1013.6221962809236,0.1543658478507986,2,12,1,2013,0,5
2012-10-06,EWR,Newark,0.6880043406485579,0.9384172867013378,MCO,Orlando,0.12172951756461914,0.799418501658604,15.517241379300001,10.7988778837,0.6677034810179849,0.6304663984014355,0.6959276858389083,0.15535652434754188,841.0684679543131,0.12328884004383246,2,6,10,2012,0,5
2012-07-04,ORD,Chicago,0.7473928633272919,0.6710189398000861,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,11.1111111111,8.108738125439999,0.4395051071790065,0.43413404809235845,0.7297864312903297,0.18910460493754255,1408.7645504937798,0.22553117209979162,2,4,7,2012,1,4
2013-02-13,JFK,New York,0.6855685441510919,0.9460042871958705,MIA,Miami,0.0,0.8192441545511606,16.2962962963,12.931222842999999,0.7080515992916843,0.7860896504067018,0.7935068562748196,0.25261676432014535,807.8739736741641,0.11731049597734035,2,13,2,2013,0,5
2012-01-18,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,SFO,San Francisco,0.5460776929914688,0.0,12.96,8.89981273211,0.5352611135097718,0.49186842279183796,0.686713945378858,0.14617289833200464,487.13881467586566,0.059545942659244996,2,18,1,2012,0,1
2012-09-23,SEA,Seattle,1.0000000000000002,0.0012766862525279699,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,16.5161290323,11.5869782306,0.7194369805260586,0.6879837050436585,0.701555322554078,0.16096576753900282,872.1623199440232,0.1288888574436527,2,23,9,2012,0,6
2012-09-12,DEN,Denver,0.6496383639449108,0.34459434731456895,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,10.5714285714,7.2081303301999995,0.41155434983584216,0.3684056989970266,0.681850166372113,0.1413250162352777,1173.7708183524433,0.18320869017392188,2,12,9,2012,0,0
2011-10-16,SEA,Seattle,1.0000000000000002,0.0012766862525279699,SFO,San Francisco,0.5460776929914688,0.0,13.12,9.02921185191,0.5435476909806536,0.501312256793493,0.688202122858994,0.14765621181164645,584.4685506498537,0.07707507398574046,2,16,10,2011,0,0
2012-12-22,ORD,Chicago,0.7473928633272919,0.6710189398000861,ATL,Atlanta,0.3621887489465847,0.7387003640355518,14.6363636364,12.8935031796,0.6220818456497577,0.7833367859336012,0.8809225774860101,0.33974677356697147,390.6479276846078,0.042167888429941125,2,22,12,2012,2,5
2012-08-11,ORD,Chicago,0.7473928633272919,0.6710189398000861,DTW,Detroit,0.7581909654479757,0.7596208255651364,10.8095238095,7.61983626871,0.42388556631061536,0.39845290910783326,0.7049187737588655,0.16431822554671494,506.26018847884245,0.06298971109425822,2,11,8,2012,1,5
2011-10-30,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ATL,Atlanta,0.3621887489465847,0.7387003640355518,8.68421052632,6.4468134383399995,0.3138132339920825,0.3128431081502395,0.7423603353236401,0.20163741207465036,973.7448004122537,0.14718391005814518,2,30,10,2011,0,5
2012-11-06,DEN,Denver,0.6496383639449108,0.34459434731456895,ORD,Chicago,0.7473928633272919,0.6710189398000861,6.84615384615,5.42902928472,0.21861823976645425,0.238562969219169,0.7930042775438163,0.25211582823138634,1864.999597204111,0.3076993190643796,2,6,11,2012,0,0
2012-08-06,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.8181818182,8.63346955382,0.42433397418459107,0.47243010847307265,0.7980518074946251,0.2571468606955023,973.7448004122537,0.14718391005814518,2,6,8,2012,0,6
2012-02-09,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,SEA,Seattle,1.0000000000000002,0.0012766862525279699,11.695652173900001,9.09762597709,0.4697791371902803,0.5063052709852972,0.7778639311275218,0.23702496694266184,872.1623199440232,0.1288888574436527,2,9,2,2012,0,6
2011-11-24,DEN,Denver,0.6496383639449108,0.34459434731456895,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.1764705882,7.307832220619999,0.3910990378012795,0.3756821635064682,0.7181106806414499,0.1774670156354674,1864.999597204111,0.3076993190643796,2,24,11,2011,2,4
2012-02-18,LGA,New York,0.6919176200316315,0.9441805859593362,MIA,Miami,0.0,0.8192441545511606,16.8275862069,12.4873334839,0.7355676930647141,0.7536936230695712,0.7420751455594791,0.20135315443261348,799.5642198340215,0.11581390539382498,1,18,2,2012,0,5
2013-01-31,IAH,Houston,0.1935367281207072,0.5262526896201161,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.75,9.28425378913,0.4725938713862281,0.5199257815399434,0.7901492586493617,0.24927014075976195,823.5052672605634,0.12012569932025531,2,31,1,2013,0,3
2013-03-05,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ATL,Atlanta,0.3621887489465847,0.7387003640355518,12.2857142857,10.5315851473,0.5003391084531729,0.6109587832313226,0.8572220468742526,0.31612370642590026,3779.583120066245,0.6525167139945791,2,5,3,2013,0,2
2011-12-14,BOS,Boston,0.765205407339852,1.0,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.3888888889,9.05628731155,0.40210041720742706,0.5032882837305686,0.8717281904156451,0.3305824376859646,1503.038669073009,0.24250998529318785,2,14,12,2011,0,6
2012-12-09,BOS,Boston,0.765205407339852,1.0,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,5.692307692309999,4.80251002749,0.15885926762099065,0.1928382079281705,0.8436841940181716,0.30263010106305266,477.88487627158105,0.05787930399067451,2,9,12,2012,0,5
2012-01-17,CLT,Charlotte,0.4350230308347669,0.8065405004832809,ATL,Atlanta,0.3621887489465847,0.7387003640355518,8.625,6.81053106104,0.31074665515806776,0.3393880248201857,0.7896267896857971,0.24874937944822884,388.234640924886,0.04173325434698252,2,17,1,2012,0,0
2012-06-01,MIA,Miami,0.0,0.8192441545511606,LGA,New York,0.6919176200316315,0.9441805859593362,10.5,6.49358657959,0.40785498489496397,0.3162567154636716,0.6184368171038095,0.07811892891408545,799.5642198340215,0.11581390539382498,1,1,6,2012,0,3
2012-09-17,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,14.76,11.637869220799999,0.6284851100571921,0.6916978420823916,0.7884735244444444,0.247599883570933,591.2192684676628,0.07829088144676259,2,17,9,2012,0,7
2011-11-27,ORD,Chicago,0.7473928633272919,0.6710189398000861,BOS,Boston,0.765205407339852,1.0,16.0303030303,9.72266954238,0.6942755130076725,0.551922333014195,0.6065181378045381,0.06623920495634805,1879.7523868796684,0.3103563034388581,2,27,11,2011,2,3
2013-01-22,DEN,Denver,0.6496383639449108,0.34459434731456895,SFO,San Francisco,0.5460776929914688,0.0,12.304347826099999,8.72527562789,0.5013041601786816,0.4791303188392696,0.7091213407818278,0.16850705678322064,1971.1346885251635,0.32681429903939496,2,22,1,2013,0,3
2011-10-21,SFO,San Francisco,0.5460776929914688,0.0,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.7727272727,6.89328049751,0.42197983285528184,0.34542726174050664,0.6398825778295525,0.09949459572148811,4219.517597667142,0.7317491207790822,2,21,10,2011,0,6
2012-08-28,DEN,Denver,0.6496383639449108,0.34459434731456895,ATL,Atlanta,0.3621887489465847,0.7387003640355518,12.15,10.1477246607,0.4933103150634327,0.5829437957967256,0.8352036757777778,0.294177300783361,2249.1880633960923,0.37689184291756184,2,28,8,2012,0,0
2012-02-27,SEA,Seattle,1.0000000000000002,0.0012766862525279699,DEN,Denver,0.6496383639449108,0.34459434731456895,8.75,7.89514618822,0.3172205438071942,0.4185456360358061,0.9023024215108572,0.36105673911744907,1986.4462899651512,0.3295719256760503,2,27,2,2012,0,0
2012-01-04,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,16.290322580599998,11.440260918900002,0.7077422139295775,0.6772759510882574,0.7022734425482837,0.16168154040992966,2377.1599998508937,0.3999396489942337,2,4,1,2012,2,6
2011-10-09,CLT,Charlotte,0.4350230308347669,0.8065405004832809,LGA,New York,0.6919176200316315,0.9441805859593362,7.75,5.15751878329,0.2654294346141829,0.2187475322272163,0.6654862946180644,0.12501462861290102,797.0463706295586,0.1153604395652817,1,9,10,2011,0,5
2013-01-29,EWR,Newark,0.6880043406485579,0.9384172867013378,BOS,Boston,0.765205407339852,1.0,9.4,8.559038664310002,0.3508847647826515,0.4669979775110199,0.9105360281180853,0.3692634347767956,356.2123684197035,0.035966027974703205,2,29,1,2013,0,3
2012-09-24,DTW,Detroit,0.7581909654479757,0.7596208255651364,LGA,New York,0.6919176200316315,0.9441805859593362,11.25,9.158688713310001,0.4466983167897225,0.5107617645490852,0.8141056634053334,0.2731482457389075,1054.935853740084,0.16180645703289903,1,24,9,2012,0,0
2012-10-15,DEN,Denver,0.6496383639449108,0.34459434731456895,SFO,San Francisco,0.5460776929914688,0.0,10.85,8.00180900599,0.4259818731125179,0.4263301244212414,0.737493917602765,0.1967868998882396,1971.1346885251635,0.32681429903939496,2,15,10,2012,0,3
2013-02-04,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DEN,Denver,0.6496383639449108,0.34459434731456895,12.64,10.2464628043,0.5186879585680082,0.5901499239313776,0.8106378800870253,0.2696917966196444,1544.881662246641,0.2500459280869736,2,4,2,2013,0,6
2012-02-12,SFO,San Francisco,0.5460776929914688,0.0,ATL,Atlanta,0.3621887489465847,0.7387003640355518,12.25,10.4874611849,0.4984894259827337,0.6077385188505068,0.8561192804000001,0.3150245442641355,4219.517597667142,0.7317491207790822,2,12,2,2012,0,0
2012-05-06,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,SFO,San Francisco,0.5460776929914688,0.0,12.043478260899999,10.2313167235,0.487793436042275,0.5890445294505501,0.8495317135014634,0.3084585083517062,487.13881467586566,0.059545942659244996,2,6,5,2012,0,7
2013-03-02,CLT,Charlotte,0.4350230308347669,0.8065405004832809,ATL,Atlanta,0.3621887489465847,0.7387003640355518,6.6363636363600005,7.645557236369999,0.20775297210359564,0.40033008222399047,1.1520702684947406,0.6100082379524178,388.234640924886,0.04173325434698252,2,2,3,2013,0,4
2011-10-24,JFK,New York,0.6855685441510919,0.9460042871958705,MCO,Orlando,0.12172951756461914,0.799418501658604,14.892857142899999,9.870792252020001,0.6353659288521974,0.5627326560200824,0.6627870097260544,0.12232416613839425,882.7930713454393,0.13080346078198446,2,24,10,2011,0,0
2011-12-04,SFO,San Francisco,0.5460776929914688,0.0,DEN,Denver,0.6496383639449108,0.34459434731456895,9.352941176469999,8.60916064775,0.3484475361147146,0.47065599073531894,0.9204762956714417,0.37917121328436454,1971.1346885251635,0.32681429903939496,2,4,12,2011,0,0
2012-11-04,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.77777777778,9.62567373077,0.3704502949223487,0.5448433641223166,0.9844439042830716,0.44292974839229404,973.7448004122537,0.14718391005814518,2,4,11,2012,0,5
2012-12-01,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ATL,Atlanta,0.3621887489465847,0.7387003640355518,15.1304347826,13.2812388107,0.6476703383317182,0.8116345899858615,0.8777830248456194,0.336617482327387,973.7448004122537,0.14718391005814518,2,1,12,2012,2,2
2011-12-25,ORD,Chicago,0.7473928633272919,0.6710189398000861,BOS,Boston,0.765205407339852,1.0,8.5625,6.61280323816,0.30750971083350453,0.3249574109205434,0.7722981883982482,0.23147741544107914,1879.7523868796684,0.3103563034388581,2,25,12,2011,2,4
2012-03-31,SFO,San Francisco,0.5460776929914688,0.0,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,11.909090909100001,8.64599599544,0.48083336603104176,0.47334431589174397,0.7259996637386823,0.18533021416184325,2821.5329251956728,0.47997142230952744,2,31,3,2012,0,0
2013-02-18,ATL,Atlanta,0.3621887489465847,0.7387003640355518,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,9.78947368421,9.1017638545,0.3710560388893761,0.5066072624319131,0.9297500711586522,0.3884146781069163,3779.583120066245,0.6525167139945791,2,18,2,2013,0,3
2011-09-05,ORD,Chicago,0.7473928633272919,0.6710189398000861,LGA,New York,0.6919176200316315,0.9441805859593362,13.1111111111,8.1161440889,0.5430873255650291,0.43467455168810687,0.619027938984423,0.07870811875557204,1560.8617188022472,0.25292394380503647,1,5,9,2011,1,1
2012-12-07,JFK,New York,0.6855685441510919,0.9460042871958705,SFO,San Francisco,0.5460776929914688,0.0,13.04,9.400709193110002,0.5394044022452127,0.5284249545287756,0.720913281680215,0.1802604565753736,5403.554833417769,0.944994785048431,2,7,12,2012,0,7
2012-06-05,PHX,Phoenix,0.3528406081525697,0.20173963223618063,DEN,Denver,0.6496383639449108,0.34459434731456895,9.0625,7.619875327060001,0.33340526543001026,0.3984557596726157,0.8408138291928277,0.2997691178176045,845.501645814704,0.12408725746612233,2,5,6,2012,0,0
2013-02-10,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,BOS,Boston,0.765205407339852,1.0,6.92857142857,4.92191778937,0.2228867377769925,0.20155285052733804,0.7103798871257135,0.16976148965937798,2887.7278382421723,0.49189315735099653,2,10,2,2013,0,0
2012-07-08,BOS,Boston,0.765205407339852,1.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.083333333299999,8.01583577604,0.4898575744488388,0.42735382912755104,0.6633795125016921,0.12291473236154948,1879.7523868796684,0.3103563034388581,2,8,7,2012,1,3
2012-04-05,ORD,Chicago,0.7473928633272919,0.6710189398000861,IAH,Houston,0.1935367281207072,0.5262526896201161,9.26666666667,9.21541152222,0.3439792835570893,0.5149015206176085,0.9944688693039588,0.45292194753984505,823.5052672605634,0.12012569932025531,2,5,4,2012,0,6
