DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Norm mean,Norm std,Norm std(MAX),Norm mean(MAX),CV,CV of norm,Norm CV(MAX),Distance,Norm Distance,Norm Distance(MAX),mean(MinMaxScale),std(MinMaxScale),CV(MinMaxScale),Distance(MinMaxScale),mean(StandardScale),std(StandardScale),CV(StandardScale),Distance(StandardScale),Airports,Date(Norm),Day,Month,Year,IsHolidays
2013-01-31,EWR,Newark,0.6880043406485579,0.9384172867013378,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,10.5714285714,7.2081303301999995,0.105714285714,0.072081303302,0.4300242205469528,0.43171806167442717,0.681850166372113,0.0681850166372113,0.3977724040059314,4912.5186714542615,0.4912518671454261,0.8604914072879204,0.38315421144615996,0.3393436994933843,0.09176761432647962,0.8565589408228079,-0.32554928119411825,-0.6759382191162596,-0.783342070703174,1.9539315879966845,2,0.08493150684931507,31,1,2013,0
2012-07-23,ORD,Chicago,0.7473928633272919,0.6710189398000861,SFO,San Francisco,0.5460776929914688,0.0,14.1785714286,9.5609296442,0.141785714286,0.095609296442,0.633417599855646,0.6013215859048999,0.6743224937961223,0.06743224937961223,0.42065425221096364,3833.4597352605124,0.38334597352605126,0.6714802289798503,0.5598600349932674,0.4975105102635756,0.08587296615003803,0.6622199177864786,0.942965027503102,0.4085837660979284,-0.8598967147343382,1.2503670018940398,2,0.5601092896174863,23,7,2012,0
2013-01-14,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,6.923076923080001,5.18750965399,0.06923076923080002,0.0518750965399,0.6566558340274962,0.7548898678415245,0.7493069500204447,0.07493069500204447,0.34737308213492746,2420.4928123669188,0.24204928123669187,0.42398073284621784,0.204429661815691,0.2035075802669217,0.1445905822102711,0.40774390895382934,-1.6085553755647264,-1.6073425824584462,-0.09732258625374307,0.329088789057052,2,0.038356164383561646,14,1,2013,0
2012-03-28,MIA,Miami,0.0,0.8192441545511606,ATL,Atlanta,0.3621887489465847,0.7387003640355518,11.3181818182,9.51883528107,0.11318181818199999,0.0951883528107,0.43570350476124414,0.44307906329584795,0.8410215910972032,0.08410215910972033,0.3926917485234028,473.55355045901877,0.047355355045901874,0.0829490508460587,0.4197359750984871,0.4946807189048069,0.2164090010267884,0.05709923017020781,-0.06294055840923524,0.3891803847740617,0.8353935526589754,-0.9403483751473577,2,0.24043715846994534,28,3,2012,0
2012-11-26,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,9.68421052632,6.53242027275,0.09684210526319999,0.0653242027275,0.5203865083784017,0.4067238581038479,0.6745433977293263,0.06745433977293262,0.5109381499859994,1275.4904022040619,0.1275490402204062,0.2234186991598547,0.33969139294181816,0.2939191262387657,0.0860459480317397,0.20152843517238794,-0.6375548849843635,-0.9874065235204265,-0.8576501741468197,-0.4174720518497095,2,0.9043715846994536,26,11,2012,2
2012-08-24,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,EWR,Newark,0.6880043406485579,0.9384172867013378,13.2307692308,8.96797721811,0.132307692308,0.0896797721811,0.47688380546933296,0.5007929515423355,0.6778122315997609,0.06778122315997609,0.38027372418890776,4912.5186714542615,0.4912518671454261,0.8604914072879204,0.5134293349760208,0.4576493144467263,0.08860565362718564,0.8565589408228079,0.6096539562977757,0.13526256166957018,-0.8244069092701987,1.9539315879966845,2,0.6475409836065574,24,8,2012,1
2012-01-11,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.55,7.437281619969999,0.10550000000000001,0.07437281619969999,0.38458344147853496,0.37036865291012105,0.7049556037886255,0.07049556037886255,0.4146658885881032,3029.579253321205,0.3029579253321205,0.5306701286102019,0.38210447388194985,0.3547483829575162,0.10986064682201246,0.5174406640701572,-0.33308500975046923,-0.57031101571775,-0.548365254330066,0.72622339899998,2,0.030054644808743168,11,1,2012,0
2012-06-15,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,16.2,11.7220687829,0.162,0.117220687829,0.6510755278183006,0.5416099319207892,0.723584492771605,0.0723584492771605,0.4800502532990729,3390.7244973177953,0.3390724497317795,0.5939294055769742,0.6588852786810544,0.6427929757781067,0.12444825612145138,0.5824830927442406,1.6538354222566707,1.4047600634474453,-0.35891387338973996,0.9616961758731951,2,0.4562841530054645,15,6,2012,0
2012-09-19,SEA,Seattle,1.0000000000000002,0.0012766862525279699,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,15.1153846154,12.087437852799999,0.151153846154,0.120874378528,0.6798729061167835,0.6116005873735443,0.7996778223218324,0.07996778223218323,0.44391701516932586,872.1623199440232,0.08721623199440233,0.15277055055954866,0.605752408053253,0.6673548923836954,0.184034190783811,0.1288888574436527,1.272411622516667,1.573176802888831,0.41493723371650165,-0.6804487491743364,2,0.7185792349726776,19,9,2012,0
2012-10-15,BOS,Boston,0.765205407339852,1.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.8095238095,9.84184458127,0.118095238095,0.0984184458127,0.5716292183982195,0.47716206816442724,0.8333820008350269,0.08333820008350269,0.47839921492341725,1879.7523868796684,0.18797523868796684,0.3292630287876501,0.4438057152371789,0.5163950022088462,0.2104267141574937,0.3103563034388581,0.10984836931059587,0.5380714038299897,0.7577007323136534,-0.023483068592245766,2,0.7896174863387978,15,10,2012,0
2012-11-06,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,BOS,Boston,0.765205407339852,1.0,12.6086956522,9.83379668858,0.126086956522,0.0983379668858,0.281908964931284,0.24574720433785044,0.7799218063340415,0.07799218063340416,0.45810206801315084,5258.1449040785465,0.5258144904078547,0.921032327983994,0.48295534812130086,0.515853983043878,0.1685639690863887,0.9188063882336603,0.3908909999204058,0.5343617306313392,0.21402323856704272,2.1792857082825288,2,0.8497267759562842,6,11,2012,0
2012-01-17,EWR,Newark,0.6880043406485579,0.9384172867013378,BOS,Boston,0.765205407339852,1.0,10.0526315789,7.93356921365,0.100526315789,0.0793356921365,0.5175720975866187,0.379911894273496,0.7892032202097398,0.07892032202097397,0.5440388525768435,356.2123684197035,0.035621236841970355,0.062395219783275634,0.3577395124883714,0.3881112904737236,0.17583190865534426,0.035966027974703205,-0.5079932359661724,-0.3415474305142367,0.3084130155116745,-1.0168568005958287,2,0.04644808743169399,17,1,2012,0
2012-12-05,SFO,San Francisco,0.5460776929914688,0.0,JFK,New York,0.6855685441510919,0.9460042871958705,12.583333333299999,8.88534047532,0.12583333333299998,0.0888534047532,0.4217953712479148,0.48427504309359715,0.7061197728749832,0.07061197728749832,0.34781769470300955,5403.554833417769,0.540355483341777,0.9465027644543564,0.48171290510595327,0.45209406373674965,0.11077226553452868,0.944994785048431,0.38197190087164606,0.09717118523598876,-0.5365259309404637,2.274095429345249,2,0.9289617486338798,5,12,2012,0
2012-07-27,DEN,Denver,0.6496383639449108,0.34459434731456895,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,10.909090909100001,7.347880101860001,0.10909090909100001,0.0734788010186,0.6669796450891757,0.5828193832604767,0.673555676003272,0.06735556760032721,0.45700457163517594,860.1757255797753,0.08601757255797753,0.15067094297677935,0.39969553066367386,0.34873837058062895,0.08527249886633803,0.12673006614862148,-0.20680446740731695,-0.6115206128665094,-0.8676950697472339,-0.6882642104246829,2,0.5710382513661202,27,7,2012,1
2011-11-09,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ATL,Atlanta,0.3621887489465847,0.7387003640355518,12.7307692308,9.250114344410001,0.127307692308,0.09250114344410001,0.6261051804254125,0.5455346415719824,0.7265950844534101,0.07265950844534101,0.45831800077771506,3779.583120066245,0.3779583120066245,0.662043040537633,0.4889354584451265,0.47661596799903083,0.12680574159760838,0.6525167139945791,0.4338202897484713,0.265313567081204,-0.328296870299187,1.215238542086762,2,0.8575342465753425,9,11,2011,0
2011-10-24,ORD,Chicago,0.7473928633272919,0.6710189398000861,PHX,Phoenix,0.3528406081525697,0.20173963223618063,10.3333333333,6.65832811848,0.103333333333,0.0665832811848,0.5008031426741089,0.47273127753349775,0.6443543340485302,0.06443543340485301,0.4230528830808682,2679.014872379074,0.2679014872379074,0.46926422714161514,0.3714904607169294,0.30238327457966385,0.06240598396873531,0.4543038538196032,-0.40927959860022345,-0.92936934797697,-1.1646657889184706,0.49764952290578823,2,0.8136986301369863,24,10,2011,0
2012-02-13,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,IAH,Houston,0.1935367281207072,0.5262526896201161,12.9523809524,12.539841268800002,0.129523809524,0.125398412688,0.621991938385201,0.5932125958545836,0.9681495097221058,0.09681495097221057,0.41871290191958094,2567.4154543705886,0.25674154543705885,0.4497161405739957,0.4997917187384651,0.6977676883516648,0.3159582768663364,0.43420474603250286,0.5117538928669348,1.781711992404788,2.128254321841851,0.4248848242347437,2,0.12021857923497267,13,2,2012,0
2012-07-25,ORD,Chicago,0.7473928633272919,0.6710189398000861,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,13.08,9.23273162901,0.1308,0.0923273162901,0.5740240855861162,0.5733215859036392,0.7058663324931194,0.07058663324931194,0.39982852346924513,1013.6221962809236,0.10136221962809236,0.1775490839768843,0.5060434891282746,0.4754474158658403,0.11057380553647356,0.1543658478507986,0.5566333429890111,0.2573010107608049,-0.5391033594910344,-0.5882145291453831,2,0.5655737704918032,25,7,2012,0
2012-12-04,ORD,Chicago,0.7473928633272919,0.6710189398000861,EWR,Newark,0.6880043406485579,0.9384172867013378,9.823529411760001,8.04856582036,0.09823529411760001,0.0804856582036,0.6197663601569101,0.5499712698729559,0.8193150835100931,0.0819315083510093,0.45001806526690313,1527.9398870021992,0.15279398870021993,0.2676385030875928,0.34651631209859657,0.39584193134244783,0.19941141989216582,0.24699470637973342,-0.5885609840914076,-0.2885397866153637,0.6146435207313082,-0.25287073923712766,2,0.9262295081967213,4,12,2012,0
2012-11-04,LGA,New York,0.6919176200316315,0.9441805859593362,ATL,Atlanta,0.3621887489465847,0.7387003640355518,8.77777777778,7.9450728761,0.0877777777778,0.079450728761,0.5099995935064359,0.5728566587589693,0.9051348846187581,0.09051348846187582,0.3555214557640065,1181.3369431650299,0.11813369431650299,0.20692649874536995,0.29528728928922254,0.38888462357998,0.26661380270053303,0.18457135281905562,-0.9563176722966669,-0.33624482150577967,1.4874105358182361,-0.47886169167104603,1,0.8442622950819673,4,11,2012,0
2012-02-26,ORD,Chicago,0.7473928633272919,0.6710189398000861,LGA,New York,0.6919176200316315,0.9441805859593362,12.208333333299999,8.28292726383,0.12208333333299999,0.0828292726383,0.4755396222289153,0.47113579774204245,0.6784650318514088,0.06784650318514088,0.40307193079218717,1560.8617188022472,0.15608617188022472,0.2734051892359292,0.46334249770778263,0.41159686711643395,0.08911683789750457,0.25292394380503647,0.2500966509596677,-0.18051096477010747,-0.8177680855987554,-0.23140515085523156,1,0.1557377049180328,26,2,2012,0
2011-10-30,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.0,8.541216596739998,0.12,0.08541216596739998,0.39120279381994977,0.444052863435937,0.7117680497283332,0.07117680497283332,0.351810845831624,591.2192684676628,0.05912192684676628,0.1035597285961808,0.4531367158215431,0.4289603540059641,0.11519522688380801,0.07829088144676259,0.1768326232425135,-0.06145259101915394,-0.4790842954903772,-0.863628346785202,2,0.8301369863013699,30,10,2011,0
2012-03-10,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,4.6,3.2041639575200005,0.046,0.0320416395752,0.406955345635995,0.397180616740473,0.6965573820695654,0.06965573820695654,0.40916705947097326,2420.4928123669188,0.24204928123669187,0.42398073284621784,0.0906273431643086,0.0701772696030161,0.10328430309267667,0.40774390895382934,-2.425505641687193,-2.5215650574917166,-0.6337731765938506,0.329088789057052,2,0.1912568306010929,10,3,2012,0
2011-12-04,BOS,Boston,0.765205407339852,1.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,7.6875,5.1214418542699995,0.076875,0.051214418542699994,0.3999429989052628,0.43171806167442717,0.6662038184416259,0.0666203818441626,0.3699472739873681,5258.1449040785465,0.5258144904078547,0.921032327983994,0.24187703074258043,0.19906617588783312,0.07951552506975756,0.9188063882336603,-1.3397327507452375,-1.6377965106301833,-0.9424617167975764,2.1792857082825288,2,0.9260273972602739,4,12,2011,0
2012-04-19,MIA,Miami,0.0,0.8192441545511606,ATL,Atlanta,0.3621887489465847,0.7387003640355518,17.133333333299998,12.7785740215,0.17133333333299997,0.127785740215,0.6050784858556151,0.5435722867442272,0.7458311685714901,0.07458311685714901,0.4445251692119372,473.55355045901877,0.047355355045901874,0.0829490508460587,0.7046071815370907,0.7138164851599028,0.1418688234497829,0.05709923017020781,1.9820582664703164,1.8917557676444514,-0.13267045890212525,-0.9403483751473577,2,0.3005464480874317,19,4,2012,0
2011-10-23,MCO,Orlando,0.12172951756461914,0.799418501658604,ATL,Atlanta,0.3621887489465847,0.7387003640355518,14.6333333333,9.92900082945,0.146333333333,0.0992900082945,0.4362393643417442,0.39664096916338,0.6785194188705662,0.06785194188705662,0.43920697906515743,353.95533631165074,0.03539553363116507,0.06199987131442647,0.5821377988826197,0.5222540764321761,0.08915942640544794,0.03555953542816277,1.1028899337237945,0.578246044623852,-0.8172149825181578,-1.0183284235143357,2,0.810958904109589,23,10,2011,0
2011-11-25,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,EWR,Newark,0.6880043406485579,0.9384172867013378,11.043478260899999,6.858824845469999,0.11043478260899998,0.06858824845469999,0.7071830850028732,0.6675025415103386,0.6210746907298238,0.06210746907298238,0.4230784376706817,4912.5186714542615,0.4912518671454261,0.8604914072879204,0.40627886506827976,0.31586165656029963,0.044176537130877325,0.8565589408228079,-0.15954482579762733,-0.8369504548353934,-1.4014142379836159,1.9539315879966845,2,0.9013698630136986,25,11,2011,2
2012-03-29,ORD,Chicago,0.7473928633272919,0.6710189398000861,IAH,Houston,0.1935367281207072,0.5262526896201161,12.958333333299999,9.589301859099999,0.12958333333299998,0.095893018591,0.5104124706384818,0.5594346549183394,0.7400104328584952,0.07400104328584953,0.3643458793634548,823.5052672605634,0.08235052672605635,0.14424763623835418,0.500083312504124,0.499417830925613,0.1373108158040215,0.12012569932025531,0.5138471507836244,0.4216619282026079,-0.19186596003604148,-0.712173966383479,2,0.24316939890710382,29,3,2012,0
2013-01-27,SFO,San Francisco,0.5460776929914688,0.0,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,7.2,4.8579831206,0.07200000000000001,0.048579831206,0.32057144304450697,0.30837004405328566,0.6747198778611111,0.0674719877861111,0.4151400187424704,2821.5329251956728,0.2821532925195673,0.49422811390396004,0.21799550112495858,0.18135517630270784,0.0861841432410162,0.47997142230952744,-1.5111705756308094,-1.7592377177750627,-0.8558554130794411,0.5905736918077742,2,0.07397260273972603,27,1,2013,0
2012-12-27,BOS,Boston,0.765205407339852,1.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.1363636364,8.06695466553,0.111363636364,0.0806695466553,0.581017762118252,0.5756240822311305,0.724379602616655,0.0724379602616655,0.40308107247054503,1879.7523868796684,0.18797523868796684,0.3292630287876501,0.4108291109063253,0.3970781204967795,0.12507087788812377,0.3103563034388581,-0.12688007351167888,-0.2800634551446362,-0.35082779491873667,-0.023483068592245766,2,0.9890710382513661,27,12,2012,2
2013-01-07,SFO,San Francisco,0.5460776929914688,0.0,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,9.7,9.13120733356,0.09699999999999999,0.09131207333560001,0.7081418163902128,0.6961453744500139,0.9413615807793816,0.09413615807793815,0.4062208869215174,2821.5329251956728,0.2821532925195673,0.49422811390396004,0.34046488377942963,0.46862245041661243,0.29498161842392334,0.47997142230952744,-0.6320022428842873,0.21050342382096712,1.855827440380091,0.5905736918077742,2,0.019178082191780823,7,1,2013,0
2013-01-15,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,IAH,Houston,0.1935367281207072,0.5262526896201161,13.375,9.92060876463,0.13375,0.0992060876463,0.5630338689492178,0.5036710719549375,0.7417277581031776,0.07417277581031775,0.44640542466560434,2567.4154543705886,0.25674154543705885,0.4497161405739957,0.5204948762815023,0.521689920313778,0.1386555911007329,0.43420474603250286,0.6603752062531008,0.5743777254074713,-0.17440116976185926,0.4248848242347437,2,0.0410958904109589,15,1,2013,0
2012-11-07,ORD,Chicago,0.7473928633272919,0.6710189398000861,EWR,Newark,0.6880043406485579,0.9384172867013378,8.5,9.21328472287,0.085,0.09213284722870001,0.5903018366724425,0.619823788545006,1.0839158497494117,0.10839158497494117,0.3803188450214403,1527.9398870021992,0.15279398870021993,0.2676385030875928,0.28167958010528354,0.47414009861816486,0.406610711366713,0.24699470637973342,-1.0540030426026177,0.2483369664720588,3.3055705324123816,-0.25287073923712766,2,0.8524590163934426,7,11,2012,0
2012-04-21,JFK,New York,0.6855685441510919,0.9460042871958705,SFO,San Francisco,0.5460776929914688,0.0,18.4705882353,12.8917057999,0.184705882353,0.128917057999,0.6004780059690047,0.6187958883985732,0.6979585942618797,0.06979585942618796,0.38751778292275896,5403.554833417769,0.540355483341777,0.9465027644543564,0.7701162944569329,0.7214217630430669,0.1043815416894478,0.944994785048431,2.4523271315296986,1.9439038196143354,-0.6195231810591249,2.274095429345249,2,0.30601092896174864,21,4,2012,0
2012-12-18,MIA,Miami,0.0,0.8192441545511606,LGA,New York,0.6919176200316315,0.9441805859593362,11.0476190476,9.98236540343,0.11047619047599999,0.0998236540343,0.3770097511326007,0.4209251101325665,0.9035761787603079,0.09035761787603079,0.3576759177411853,799.5642198340215,0.07995642198340215,0.14005405103903049,0.40648171290462093,0.525841507125607,0.26539323650914104,0.11581390539382498,-0.15808864638190787,0.602844425526346,1.4715588670669237,-0.7277839322143854,1,0.9644808743169399,18,12,2012,2
2013-02-02,LGA,New York,0.6919176200316315,0.9441805859593362,MIA,Miami,0.0,0.8192441545511606,12.4545454545,9.53053874821,0.124545454545,0.0953053874821,0.49928535806603414,0.5102122547069261,0.7652257389101651,0.07652257389101651,0.39078680910108327,799.5642198340215,0.07995642198340215,0.14005405103903049,0.4754038763019474,0.49546748387089334,0.15705601013008197,0.11581390539382498,0.33668141099862353,0.39457509368146243,0.06456771975487179,-0.7277839322143854,1,0.09041095890410959,2,2,2013,0
2012-12-13,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,SFO,San Francisco,0.5460776929914688,0.0,10.6315789474,9.40573422213,0.106315789474,0.09405734222130001,0.38161160982735637,0.40899605842856374,0.8846977733660356,0.08846977733660356,0.37260133570628784,807.5231832777396,0.08075231832777396,0.14144816678947722,0.38610084321222166,0.48707750613573375,0.25061023993110154,0.1172473184615949,-0.30439635888131994,0.33704649292805466,1.2795699634257054,-0.7225945541060518,2,0.9508196721311475,13,12,2012,0
2013-03-05,DEN,Denver,0.6496383639449108,0.34459434731456895,MSP,Minneapolis,0.881461320896298,0.5675158208024074,7.5,6.04788583531,0.075,0.0604788583531,0.6883180219740916,0.7199533557908299,0.8063847780413333,0.08063847780413333,0.38179191871483237,1275.4904022040619,0.1275490402204062,0.2234186991598547,0.23269182704349506,0.26134632403579217,0.18928616526892972,0.20152843517238794,-1.4056703757012268,-1.210752495644026,0.48314538204601387,-0.4174720518497095,2,0.17534246575342466,5,3,2013,0
2012-03-20,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,13.5,13.0766968306,0.135,0.130766968306,0.6382751139205128,0.5324522760636877,0.968644209674074,0.09686442096740741,0.47870633544167845,2377.1599998508937,0.23771599998508935,0.41639042829626693,0.5266183454142257,0.7338577754019644,0.3163456585092437,0.3999396489942337,0.7043336228904269,2.029175367709313,2.133285302977502,0.3008350660398075,2,0.2185792349726776,20,3,2012,0
2012-07-25,MCO,Orlando,0.12172951756461914,0.799418501658604,EWR,Newark,0.6880043406485579,0.9384172867013378,15.8,10.8322634308,0.158,0.10832263430799999,0.35614447743643957,0.38374938815509435,0.6855862930886075,0.06855862930886075,0.3706128468322486,841.0684679543131,0.0841068467954313,0.14732405880123695,0.6392901774563391,0.5829758575434725,0.09469324005129942,0.12328884004383246,1.5131684890172277,0.9946046111011594,-0.745346548455195,-0.7007224639564448,2,0.5655737704918032,25,7,2012,0
2012-09-30,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,11.583333333299999,8.667363405660002,0.11583333333299999,0.08667363405660002,0.7947213318768902,0.5468428781223802,0.7482615889799952,0.07482615889799951,0.5803557094612017,860.1757255797753,0.08601757255797753,0.15067094297677935,0.4327251520441649,0.4374405666348061,0.14377199778213556,0.12673006614862148,0.030304567773037108,-0.003305265480467221,-0.1079536600056625,-0.6882642104246829,2,0.7486338797814208,30,9,2012,0
2012-10-01,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,ATL,Atlanta,0.3621887489465847,0.7387003640355518,8.166666666669999,6.26146008156,0.08166666666669999,0.0626146008156,0.8324748851632939,0.8794713656383855,0.766709397741728,0.0766709397741728,0.3779996410546905,1027.6848410103114,0.10276848410103114,0.18001233872718098,0.26535032908485057,0.27570384156438243,0.15821780970859023,0.15689853679516363,-1.171225486967649,-1.112305524771748,0.07965617804890697,-0.5790454481186876,2,0.7513661202185792,1,10,2012,0
2012-05-17,LGA,New York,0.6919176200316315,0.9441805859593362,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,10.619047619,7.45302750885,0.10619047619,0.0745302750885,0.4608199358578801,0.5218157441091401,0.7018546084598738,0.07018546084598738,0.35265986098590424,2571.4703686921193,0.2571470368692119,0.4504264114481282,0.3854869615910263,0.35580689951354894,0.10743236951913382,0.43493503801314476,-0.3088032177199307,-0.5630529539844406,-0.579901641060283,0.4275286966133672,1,0.3770491803278688,17,5,2012,0
2012-05-05,DEN,Denver,0.6496383639449108,0.34459434731456895,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.857142857100001,10.403296181,0.11857142857100002,0.10403296181,0.3048544800386606,0.31947136563907613,0.8773864249067856,0.08773864249067856,0.3810681000483258,1864.999597204111,0.1864999597204111,0.326678886192303,0.4461384653820453,0.5541385566219686,0.24488498734770592,0.3076993190643796,0.12659443278478405,0.7968723138428622,1.2052152843352673,-0.033102135738434686,2,0.3442622950819672,5,5,2012,0
2012-02-13,ATL,Atlanta,0.3621887489465847,0.7387003640355518,SFO,San Francisco,0.5460776929914688,0.0,8.26666666667,6.681174689980001,0.0826666666667,0.0668117468998,0.4057523146680272,0.38092770147723265,0.8082066157230613,0.08082066157230614,0.42536367654387536,4219.517597667142,0.4219517597667142,0.7391032744142008,0.2702491043910295,0.3039191341532731,0.1907127804756833,0.7317491207790822,-1.1360587536577877,-0.9188382291811242,0.5016730390076197,1.5020832252301692,2,0.12021857923497267,13,2,2012,0
2011-09-01,JFK,New York,0.6855685441510919,0.9460042871958705,MCO,Orlando,0.12172951756461914,0.799418501658604,12.222222222200001,8.14924882491,0.12222222222200001,0.08149248824909999,0.674673473333246,0.7175451921635148,0.6667567220393031,0.06667567220393031,0.37547958344676946,882.7930713454393,0.08827930713454393,0.15463266464922898,0.46402288316751855,0.402610341054945,0.07994848388284292,0.13080346078198446,0.25498091947883433,-0.24212999240888064,-0.9368388183948573,-0.6735173203535157,2,0.6684931506849315,1,9,2011,1
2012-04-06,ORD,Chicago,0.7473928633272919,0.6710189398000861,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.5,8.42756249006,0.105,0.08427562490059999,0.37808347278345206,0.340295413319995,0.8026249990533333,0.08026249990533332,0.4436837768296359,390.6479276846078,0.03906479276846078,0.06842705494449085,0.3796550862288604,0.4213199626315086,0.18634201830561403,0.042167888429941125,-0.3506683764053999,-0.1138414100190974,0.44490932180872156,-0.9944042364320161,2,0.2650273224043716,6,4,2012,0
2011-11-24,JFK,New York,0.6855685441510919,0.9460042871958705,MIA,Miami,0.0,0.8192441545511606,12.9285714286,8.79784725954,0.129285714286,0.0879784725954,0.3616438442616473,0.283700440528971,0.6804964731120873,0.06804964731120873,0.5090530199116646,807.8739736741641,0.0807873973674164,0.1415096122804911,0.498625343666032,0.44621233688414197,0.09070758608719054,0.11731049597734035,0.5033808611298408,0.05684121934987184,-0.7971088099711899,-0.7223658328640595,2,0.8986301369863013,24,11,2011,2
2012-06-27,BOS,Boston,0.765205407339852,1.0,LGA,New York,0.6919176200316315,0.9441805859593362,6.833333333330001,5.507570547289999,0.06833333333330001,0.05507570547289999,0.6262868343231341,0.6893562597711527,0.8059859337501492,0.08059859337501492,0.3628035348322774,323.3318296838956,0.03233318296838956,0.0566357666511037,0.20003332500213955,0.2250236570713879,0.18897384472762302,0.03004422744973377,-1.6401152644348047,-1.459810630487152,0.4790892302371728,-1.0382954652049108,1,0.4890710382513661,27,6,2012,0
2012-03-13,ORD,Chicago,0.7473928633272919,0.6710189398000861,ATL,Atlanta,0.3621887489465847,0.7387003640355518,8.70588235294,8.106823560139999,0.0870588235294,0.08106823560139999,0.6648452882496061,0.735228941396924,0.9311891927189095,0.09311891927189095,0.3611103634132177,390.6479276846078,0.03906479276846078,0.06842705494449085,0.2917652939708882,0.39975830485074193,0.28701598919053095,0.042167888429941125,-0.9816009446121415,-0.26168590272295483,1.752376667374889,-0.9944042364320161,2,0.1994535519125683,13,3,2012,0
2012-12-19,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,13.291666666700001,10.170200146200001,0.132916666667,0.10170200146200001,0.4101068712968146,0.38374938815509435,0.7651561238501188,0.07651561238501188,0.42676746294319434,2377.1599998508937,0.23771599998508935,0.41639042829626693,0.5164125635279861,0.5384686878796091,0.15700149709399913,0.3999396489942337,0.6310695951732727,0.689426781662275,0.06385975111154206,0.3008350660398075,2,0.9672131147540983,19,12,2012,2
2012-03-23,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,8.411764705880001,5.723403964530001,0.08411764705880001,0.05723403964530001,0.6307194332370483,0.5252569750386589,0.6804046671121484,0.06804046671121484,0.47951956910356536,3029.579253321205,0.3029579253321205,0.5306701286102019,0.27735713130559875,0.23953304725156674,0.09063569612855293,0.5174406640701572,-1.085032513170969,-1.3603222955714405,-0.7980424552080537,0.72622339899998,2,0.226775956284153,23,3,2012,0
2012-11-04,DEN,Denver,0.6496383639449108,0.34459434731456895,SEA,Seattle,1.0000000000000002,0.0012766862525279699,12.0,10.4074871835,0.12,0.10407487183500001,0.45400931143383405,0.42931962799826623,0.867290598625,0.0867290598625,0.42230475057970485,1986.4462899651512,0.1986446289965151,0.347951850745428,0.4531367158215431,0.5544202965457312,0.23697931087455426,0.3295719256760503,0.1768326232425135,0.7988041549158736,1.1025431264537393,0.04608315179308358,2,0.8442622950819673,4,11,2012,0
2012-09-06,ORD,Chicago,0.7473928633272919,0.6710189398000861,EWR,Newark,0.6880043406485579,0.9384172867013378,12.909090909100001,11.207604097699999,0.12909090909100002,0.112076040977,0.3515540054680063,0.3733091474479125,0.8681946836240363,0.08681946836240363,0.3760671248968723,1527.9398870021992,0.15279398870021993,0.2676385030875928,0.4976710367872507,0.6082081142356086,0.23768726714352306,0.24699470637973342,0.4965301987899009,1.1676177545408999,1.111737456384598,-0.25287073923712766,2,0.6830601092896175,6,9,2012,1
