DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Norm mean,Norm std,Norm std(MAX),Norm mean(MAX),CV,CV of norm,Norm CV(MAX),Distance,Norm Distance,Norm Distance(MAX),Airports,Day,Month,Year,IsHolidays
2012-04-02,SFO,San Francisco,0.5460776929914688,0.0,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.0526315789,10.1240839597,0.100526315789,0.101240839597,0.37757721046195497,0.41126825875284795,1.007107828456578,0.10071078284565779,0.3666253852967638,4219.517597667142,0.4219517597667142,0.7391032744142008,2,2,4,2012,0
2013-02-09,ATL,Atlanta,0.3621887489465847,0.7387003640355518,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,10.8125,11.990100083,0.108125,0.11990100082999999,0.7068713358926394,0.5525991189432669,1.10891099033526,0.11089109903352601,0.5108249888286651,1402.5714537480035,0.14025714537480036,0.24567859478490348,2,9,2,2013,0
2012-06-25,ATL,Atlanta,0.3621887489465847,0.7387003640355518,EWR,Newark,0.6880043406485579,0.9384172867013378,8.31578947368,5.9726472037,0.0831578947368,0.059726472037,0.48177891162024744,0.48311306901764883,0.7182297270275788,0.07182297270275788,0.39823639822142104,1148.3068853131601,0.11483068853131602,0.20114085539933804,2,25,6,2012,0
2011-11-03,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,12.1304347826,8.79723276649,0.121304347826,0.0879723276649,0.39083170970360254,0.4005384238869256,0.7252199054817743,0.07252199054817743,0.3896615548840373,2016.491722110575,0.2016491722110575,0.35321469816005896,2,3,11,2011,0
2012-12-11,IAH,Houston,0.1935367281207072,0.5262526896201161,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,9.71428571429,7.38337901738,0.0971428571429,0.0738337901738,0.4885305765008082,0.41126825875284795,0.7600537223770176,0.07600537223770176,0.4743604907185096,2567.4154543705886,0.25674154543705885,0.4497161405739957,2,11,12,2012,0
2011-12-09,ATL,Atlanta,0.3621887489465847,0.7387003640355518,SFO,San Francisco,0.5460776929914688,0.0,8.555555555560002,7.04792186495,0.08555555555560002,0.0704792186495,0.44511735642376793,0.5072687224674519,0.8237830751235979,0.08237830751235979,0.35041153590807267,4219.517597667142,0.4219517597667142,0.7391032744142008,2,9,12,2011,0
2012-08-10,DTW,Detroit,0.7581909654479757,0.7596208255651364,LGA,New York,0.6919176200316315,0.9441805859593362,10.1904761905,6.577378259,0.101904761905,0.06577378259,0.46606543563933867,0.4640969163000092,0.6454436609283984,0.06454436609283984,0.4010330492710589,1054.935853740084,0.1054935853740084,0.1847857073110242,1,10,8,2012,1
2012-11-04,SFO,San Francisco,0.5460776929914688,0.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,16.46875,12.1229837033,0.1646875,0.121229837033,0.7188367458439543,0.7881938325980326,0.736120452572296,0.0736120452572296,0.3641993684937817,487.13881467586566,0.04871388146758657,0.08532868620342869,2,4,11,2012,0
2011-12-07,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,12.166666666700001,8.42184874193,0.12166666666700002,0.0842184874193,0.3637929357285652,0.39094468918314546,0.6922067459101583,0.06922067459101583,0.3716044404832906,3029.579253321205,0.3029579253321205,0.5306701286102019,2,7,12,2011,0
2012-02-04,LGA,New York,0.6919176200316315,0.9441805859593362,CLT,Charlotte,0.4350230308347669,0.8065405004832809,5.8,5.00666222814,0.057999999999999996,0.0500666222814,0.3657787027080198,0.3777533039651238,0.8632176255413793,0.08632176255413793,0.3866803428627638,797.0463706295586,0.07970463706295586,0.1396130170704724,1,4,2,2012,0
2012-04-17,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,13.333333333299999,10.972957536700001,0.133333333333,0.10972957536700001,0.6527990898968572,0.6508980006773709,0.8229718152545575,0.08229718152545576,0.40050556408274096,3029.579253321205,0.3029579253321205,0.5306701286102019,2,17,4,2012,0
2012-03-27,BOS,Boston,0.765205407339852,1.0,LGA,New York,0.6919176200316315,0.9441805859593362,4.91666666667,4.07784108062,0.049166666666700005,0.0407784108062,0.514601269211691,0.41013215859070584,0.8293914062272342,0.08293914062272342,0.5010591305482254,323.3318296838956,0.03233318296838956,0.0566357666511037,1,27,3,2012,0
2011-12-13,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,9.736842105260001,6.84626504229,0.0973684210526,0.06846265042289999,0.44630275760792054,0.5249691629961035,0.7031299232624442,0.07031299232624441,0.33949839702905144,2016.491722110575,0.2016491722110575,0.35321469816005896,2,13,12,2011,0
2012-03-25,JFK,New York,0.6855685441510919,0.9460042871958705,MIA,Miami,0.0,0.8192441545511606,14.1923076923,10.2489774349,0.141923076923,0.102489774349,0.38300083315668787,0.32070484581522707,0.722150171565161,0.0722150171565161,0.4769096912865445,807.8739736741641,0.0807873973674164,0.1415096122804911,2,25,3,2012,0
2012-09-19,ATL,Atlanta,0.3621887489465847,0.7387003640355518,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.052631578949999,7.5900057400800005,0.09052631578949999,0.07590005740080001,0.5063524929738525,0.5671882120626642,0.8384308666365006,0.08384308666365006,0.35650670929149,390.6479276846078,0.03906479276846078,0.06842705494449085,2,19,9,2012,0
2012-08-22,BOS,Boston,0.765205407339852,1.0,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,7.07142857143,4.96858261346,0.0707142857143,0.0496858261346,0.43874985552259554,0.34537444933954176,0.7026278443275348,0.07026278443275348,0.5073045204480011,477.88487627158105,0.04778848762715811,0.0837077387805253,2,22,8,2012,0
2012-12-18,JFK,New York,0.6855685441510919,0.9460042871958705,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,19.0,13.3315314098,0.19,0.13331531409800002,0.46468526775061947,0.5353303964762898,0.7016595478842106,0.07016595478842105,0.3466402198946153,4955.860857969598,0.49558608579695984,0.8680833538155205,2,18,12,2012,2
2012-07-16,ATL,Atlanta,0.3621887489465847,0.7387003640355518,DTW,Detroit,0.7581909654479757,0.7596208255651364,9.909090909089999,7.056972849660001,0.09909090909089999,0.07056972849660001,0.7150023885373538,0.5633920704851275,0.7121715719841022,0.07121715719841022,0.506802459308086,156.51256917638386,0.015651256917638388,0.027415207944434267,2,16,7,2012,0
2012-10-24,SEA,Seattle,1.0000000000000002,0.0012766862525279699,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,13.32,11.4445037755,0.1332,0.11444503775499999,0.43191920038459425,0.4768522226696251,0.8591969801426426,0.08591969801426426,0.3617101122547458,872.1623199440232,0.08721623199440233,0.15277055055954866,2,24,10,2012,0
2012-10-27,BOS,Boston,0.765205407339852,1.0,LGA,New York,0.6919176200316315,0.9441805859593362,9.54545454545,13.3218890279,0.0954545454545,0.133218890279,0.5327384458571083,0.47704845815024205,1.3956264695901883,0.13956264695901882,0.445957522550068,323.3318296838956,0.03233318296838956,0.0566357666511037,1,27,10,2012,0
2012-01-08,DEN,Denver,0.6496383639449108,0.34459434731456895,MSP,Minneapolis,0.881461320896298,0.5675158208024074,10.4,7.308250564660001,0.10400000000000001,0.0730825056466,0.7496191188273645,0.6827541197585472,0.7027164004480769,0.0702716400448077,0.43844818484147463,1275.4904022040619,0.1275490402204062,0.2234186991598547,2,8,1,2012,0
2011-09-18,ATL,Atlanta,0.3621887489465847,0.7387003640355518,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.85714285714,7.5517263873000005,0.0985714285714,0.075517263873,0.386959666828904,0.348458149780135,0.766117169726309,0.0766117169726309,0.44346262702950623,390.6479276846078,0.03906479276846078,0.06842705494449085,2,18,9,2011,0
2012-09-17,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,13.541666666700001,10.3039847365,0.135416666667,0.103039847365,0.5523619352527606,0.49451341609783606,0.760909642078127,0.0760909642078127,0.44605418184278905,584.4685506498537,0.05844685506498537,0.10237725274952299,2,17,9,2012,0
2012-12-01,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,SFO,San Francisco,0.5460776929914688,0.0,11.380952380999998,10.4569411898,0.11380952380999998,0.10456941189800001,0.5657909592964635,0.6628961205075147,0.9188107321543147,0.09188107321543147,0.3408415075168536,807.5231832777396,0.08075231832777396,0.14144816678947722,2,1,12,2012,2
2012-05-17,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,14.551724137899999,9.65322376536,0.145517241379,0.0965322376536,0.3750068067182493,0.41354045907756376,0.6633731971470073,0.06633731971470072,0.3621288257183493,3390.7244973177953,0.3390724497317795,0.5939294055769742,2,17,5,2012,0
2012-08-22,IAH,Houston,0.1935367281207072,0.5262526896201161,ORD,Chicago,0.7473928633272919,0.6710189398000861,13.043478260899999,9.64119127338,0.130434782609,0.09641191273380001,0.6569475673201599,0.6219937999676513,0.7391579976240754,0.07391579976240754,0.4217806039544841,823.5052672605634,0.08235052672605635,0.14424763623835418,2,22,8,2012,0
2012-10-08,SFO,San Francisco,0.5460776929914688,0.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,17.96875,13.362162214000001,0.1796875,0.13362162214,0.5332148192311625,0.4425110132162879,0.7436333753878261,0.07436333753878262,0.4811938612573906,487.13881467586566,0.04871388146758657,0.08532868620342869,2,8,10,2012,0
2013-02-20,ORD,Chicago,0.7473928633272919,0.6710189398000861,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,9.1875,8.28024758084,0.091875,0.0828024758084,0.6575606992486649,0.6359539139294269,0.9012514373703401,0.09012514373703401,0.41290691427930437,1013.6221962809236,0.10136221962809236,0.1775490839768843,2,20,2,2013,0
2012-09-14,EWR,Newark,0.6880043406485579,0.9384172867013378,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.5714285714,8.919481086760001,0.115714285714,0.0891948108676,0.6027657080277345,0.6516244493398385,0.7708193531786934,0.07708193531786935,0.3693967900128559,1527.9398870021992,0.15279398870021993,0.2676385030875928,2,14,9,2012,0
2012-01-09,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,IAH,Houston,0.1935367281207072,0.5262526896201161,14.913043478299999,12.6344156374,0.14913043478299998,0.126344156374,0.4523444932031944,0.40632288157582996,0.8472057132928208,0.08472057132928208,0.44456982222637564,2567.4154543705886,0.25674154543705885,0.4497161405739957,2,9,1,2012,0
2011-09-22,SFO,San Francisco,0.5460776929914688,0.0,EWR,Newark,0.6880043406485579,0.9384172867013378,14.5333333333,8.86190348251,0.145333333333,0.0886190348251,0.6764032170681543,0.5926311573906184,0.6097640010915362,0.06097640010915362,0.4557882605069402,5360.173660023075,0.5360173660023075,0.9389039888688071,2,22,9,2011,0
2012-01-26,IAH,Houston,0.1935367281207072,0.5262526896201161,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.823529411760001,9.671060529470001,0.09823529411760001,0.0967106052947,0.5206874857868932,0.47273127753349775,0.9844792155752621,0.09844792155752621,0.439850159226371,823.5052672605634,0.08235052672605635,0.14424763623835418,2,26,1,2012,0
2012-06-20,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.695652173900001,9.901491084260002,0.12695652173900002,0.09901491084260002,0.5180011204328873,0.5852178169383645,0.7799119689664863,0.07799119689664863,0.35347207603193836,1013.6221962809236,0.10136221962809236,0.1775490839768843,2,20,6,2012,0
2012-01-23,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,IAH,Houston,0.1935367281207072,0.5262526896201161,12.6363636364,10.961167189100001,0.126363636364,0.10961167189100002,0.7071937936528208,0.5612334801767553,0.8674304969766405,0.08674304969766405,0.5031955839452763,2567.4154543705886,0.25674154543705885,0.4497161405739957,2,23,1,2012,0
2012-09-26,SEA,Seattle,1.0000000000000002,0.0012766862525279699,DEN,Denver,0.6496383639449108,0.34459434731456895,10.05,9.28198594902,0.1005,0.0928198594902,0.653531638554031,0.668363517704172,0.923580691444776,0.0923580691444776,0.3904773366714689,1986.4462899651512,0.1986446289965151,0.347951850745428,2,26,9,2012,0
2012-07-01,ATL,Atlanta,0.3621887489465847,0.7387003640355518,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,11.291666666700001,8.53371404268,0.11291666666700001,0.0853371404268,0.5156407705932123,0.4339902619969844,0.7557532731502412,0.07557532731502412,0.474470499644943,1027.6848410103114,0.10276848410103114,0.18001233872718098,2,1,7,2012,1
2012-12-13,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.5454545455,8.494969226810001,0.115454545455,0.08494969226810001,0.336233181708619,0.33098384728387137,0.735784736177497,0.07357847361774969,0.4056726431482662,3029.579253321205,0.3029579253321205,0.5306701286102019,2,13,12,2012,0
2011-09-10,ORD,Chicago,0.7473928633272919,0.6710189398000861,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.6,7.4720531949,0.106,0.074720531949,0.38042167362879364,0.35976505139521214,0.7049106787641509,0.0704910678764151,0.4222680577281298,390.6479276846078,0.03906479276846078,0.06842705494449085,2,10,9,2011,0
2011-11-15,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,SFO,San Francisco,0.5460776929914688,0.0,12.7391304348,9.649387127519999,0.127391304348,0.09649387127519998,0.5296973125638262,0.4053352912388157,0.7574604229783515,0.07574604229783514,0.5218615535021695,2821.5329251956728,0.2821532925195673,0.49422811390396004,2,15,11,2011,0
2012-09-12,ATL,Atlanta,0.3621887489465847,0.7387003640355518,BOS,Boston,0.765205407339852,1.0,9.85,6.54759899746,0.09849999999999999,0.0654759899746,0.37818025595999294,0.3573666177194829,0.6647308626862944,0.06647308626862944,0.42259740011625446,1503.038669073009,0.1503038669073009,0.26327673156220766,2,12,9,2012,0
2013-02-02,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,IAH,Houston,0.1935367281207072,0.5262526896201161,15.0,10.274023338300001,0.15,0.10274023338300001,0.6475489227217459,0.721778634361933,0.6849348892200001,0.06849348892200001,0.35827005817876034,2567.4154543705886,0.25674154543705885,0.4497161405739957,2,2,2,2013,0
2011-10-18,LGA,New York,0.6919176200316315,0.9441805859593362,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.0952380952,6.378908699019999,0.10095238095199999,0.06378908699019999,0.3615574369317231,0.38614782183082347,0.6318730315090825,0.06318730315090824,0.3739087779451045,1181.3369431650299,0.11813369431650299,0.20692649874536995,1,18,10,2011,0
2012-12-13,LGA,New York,0.6919176200316315,0.9441805859593362,MIA,Miami,0.0,0.8192441545511606,13.8636363636,11.813210742699999,0.138636363636,0.11813210742699999,0.5110960105543307,0.5180616740093126,0.8521004470166612,0.08521004470166613,0.3939698414689633,799.5642198340215,0.07995642198340215,0.14005405103903049,1,13,12,2012,0
2012-11-03,SFO,San Francisco,0.5460776929914688,0.0,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,15.6153846154,11.950152879600001,0.156153846154,0.11950152879600001,0.5894673563153804,0.5951541850219865,0.7652807262790491,0.07652807262790491,0.39552343338300966,807.5231832777396,0.08075231832777396,0.14144816678947722,2,3,11,2012,0
2013-02-08,ATL,Atlanta,0.3621887489465847,0.7387003640355518,DEN,Denver,0.6496383639449108,0.34459434731456895,9.7,7.41335920733,0.09699999999999999,0.0741335920733,0.6731539587445982,0.6645374449364149,0.7642638358072166,0.07642638358072165,0.4045171120982959,2249.1880633960923,0.22491880633960923,0.39397448261585005,2,8,2,2013,0
2012-06-10,ORD,Chicago,0.7473928633272919,0.6710189398000861,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,11.2380952381,9.3215061117,0.112380952381,0.093215061117,0.22860497509437222,0.2590308370046563,0.8294560523119366,0.08294560523119367,0.35243266993715716,1408.7645504937798,0.14087645504937799,0.2467633960631581,2,10,6,2012,0
2012-04-05,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024074,9.70588235294,8.221653619269999,0.0970588235294,0.08221653619269999,0.6323504065788055,0.6806754772414526,0.8470794638036783,0.08470794638036783,0.3709878178123627,591.2192684676628,0.05912192684676628,0.1035597285961808,2,5,4,2012,0
2011-10-25,ORD,Chicago,0.7473928633272919,0.6710189398000861,IAH,Houston,0.1935367281207072,0.5262526896201161,14.333333333299999,10.5487137756,0.143333333333,0.105487137756,0.6171354096994389,0.6288693098405214,0.735956775043572,0.07359567750435721,0.3918880462041245,823.5052672605634,0.08235052672605635,0.14424763623835418,2,25,10,2011,0
2012-08-13,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.217391304300001,8.62847569883,0.112173913043,0.0862847569883,0.580220405029352,0.6576505139492717,0.7692051979609926,0.07692051979609926,0.3523220183719858,591.2192684676628,0.05912192684676628,0.1035597285961808,2,13,8,2012,0
2012-03-21,ATL,Atlanta,0.3621887489465847,0.7387003640355518,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,7.5625,6.752468684369999,0.075625,0.0675246868437,0.6163845368158336,0.6579978733087434,0.8928884210737189,0.0892888421073719,0.3740840543016599,1027.6848410103114,0.10276848410103114,0.18001233872718098,2,21,3,2012,0
2012-07-29,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,MCO,Orlando,0.12172951756461914,0.799418501658604,13.8148148148,9.05978874366,0.138148148148,0.09059788743660001,0.5107422499885891,0.5280243985108201,0.6558024023567891,0.0655802402356789,0.38626890289920335,719.5833211080045,0.07195833211080045,0.12604435851596282,2,29,7,2012,1
2013-01-19,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.0952380952,7.78398845005,0.110952380952,0.0778398845005,0.4334361021143345,0.4336804165021824,0.7015611907794475,0.07015611907794475,0.39911423882293195,2016.491722110575,0.2016491722110575,0.35321469816005896,2,19,1,2013,0
2012-12-01,ATL,Atlanta,0.3621887489465847,0.7387003640355518,LGA,New York,0.6919176200316315,0.9441805859593362,14.333333333299999,11.540728131099998,0.143333333333,0.11540728131099998,0.4920401771963893,0.43994126285020607,0.805167078915826,0.08051670789158259,0.44662992719708094,1181.3369431650299,0.11813369431650299,0.20692649874536995,1,1,12,2012,2
2011-12-20,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,7.3571428571399995,5.79929893452,0.07357142857139999,0.0579929893452,0.6020243695525028,0.4479074889872182,0.7882542241098208,0.07882542241098209,0.5367446186371713,2420.4928123669188,0.24204928123669187,0.42398073284621784,2,20,12,2011,2
2011-11-03,ORD,Chicago,0.7473928633272919,0.6710189398000861,EWR,Newark,0.6880043406485579,0.9384172867013378,9.42105263158,6.40586354204,0.0942105263158,0.0640586354204,0.6629880776333281,0.5927821077619841,0.6799519960823821,0.06799519960823822,0.4466348254074457,1527.9398870021992,0.15279398870021993,0.2676385030875928,2,3,11,2011,0
2011-10-19,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,JFK,New York,0.6855685441510919,0.9460042871958705,14.6333333333,10.267065972200001,0.146333333333,0.10267065972200001,0.5155488814153507,0.5658590308357027,0.7016218204252885,0.07016218204252886,0.3638342242152927,4598.323701126353,0.4598323701126353,0.8054560801447845,2,19,10,2011,0
2011-11-09,DEN,Denver,0.6496383639449108,0.34459434731456895,SFO,San Francisco,0.5460776929914688,0.0,9.5,7.778174593049999,0.095,0.0777817459305,0.5642988034634508,0.5861402914262068,0.8187552203210525,0.08187552203210526,0.38445853323850027,1971.1346885251635,0.19711346885251635,0.34526982501644965,2,9,11,2011,0
2013-01-30,JFK,New York,0.6855685441510919,0.9460042871958705,MCO,Orlando,0.12172951756461914,0.799418501658604,12.48,10.0917458021,0.12480000000000001,0.100917458021,0.47706440907535447,0.47704845815024205,0.8086334777323718,0.08086334777323718,0.39935255963321525,882.7930713454393,0.08827930713454393,0.15463266464922898,2,30,1,2013,0
2012-12-02,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DEN,Denver,0.6496383639449108,0.34459434731456895,12.92,10.6611444039,0.1292,0.106611444039,0.582340936220426,0.5043251902279777,0.8251659755340557,0.08251659755340557,0.46111432109354533,1544.881662246641,0.1544881662246641,0.2706060749172444,2,2,12,2012,2
2011-09-26,PHX,Phoenix,0.3528406081525697,0.20173963223618063,DEN,Denver,0.6496383639449108,0.34459434731456895,6.71428571429,4.5476717868900005,0.0671428571429,0.04547671786890001,0.6190253242290938,0.5202202643176848,0.6773128193236103,0.06773128193236103,0.47518541486465704,845.501645814704,0.0845501645814704,0.14810058744386828,2,26,9,2011,0
2011-11-30,SEA,Seattle,1.0000000000000002,0.0012766862525279699,SFO,San Francisco,0.5460776929914688,0.0,11.7142857143,9.48758587388,0.117142857143,0.0948758587388,0.6513274964743141,0.584781738088232,0.8099158672814513,0.08099158672814513,0.4447823675573092,584.4685506498537,0.05844685506498537,0.10237725274952299,2,30,11,2011,2
2012-09-20,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,10.857142857100001,7.7413546249100005,0.10857142857100001,0.0774135462491,0.732479732521619,0.698458149781646,0.7130195049287356,0.07130195049287355,0.41879084044760334,860.1757255797753,0.08601757255797753,0.15067094297677935,2,20,9,2012,0
2011-11-01,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,10.15,7.02832614646,0.1015,0.07028326146460001,0.4636299492053667,0.40632288157582996,0.692445925759606,0.06924459257596059,0.4556613094535133,1275.4904022040619,0.1275490402204062,0.2234186991598547,2,1,11,2011,0
2013-01-29,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,7.9375,7.22466838916,0.079375,0.0722466838916,0.5162890661084243,0.47920704845861417,0.9101944427288189,0.09101944427288189,0.43024088842368696,584.4685506498537,0.05844685506498537,0.10237725274952299,2,29,1,2013,0
2011-12-16,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,8.25,5.9048003070899995,0.0825,0.059048003070899996,0.4238790060135894,0.3693587860994241,0.7157333705563635,0.07157333705563636,0.45828476948848024,2420.4928123669188,0.24204928123669187,0.42398073284621784,2,16,12,2011,0
2011-11-11,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,10.25,7.08501012145,0.1025,0.0708501012145,0.5014348683727823,0.3758486654576858,0.6912204996536585,0.06912204996536585,0.5327745476461533,860.1757255797753,0.08601757255797753,0.15067094297677935,2,11,11,2011,0
2012-09-24,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,IAH,Houston,0.1935367281207072,0.5262526896201161,10.3,7.66468319117,0.10300000000000001,0.0766468319117,0.4238790060135894,0.41253059226686684,0.7441439991427183,0.07441439991427183,0.4103247354722663,2567.4154543705886,0.25674154543705885,0.4497161405739957,2,24,9,2012,0
2012-09-18,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,BOS,Boston,0.765205407339852,1.0,13.0,10.4106172911,0.13,0.104106172911,0.42209432589850204,0.43564277132562046,0.8008167146999999,0.08008167146999999,0.3869197987406421,5258.1449040785465,0.5258144904078547,0.921032327983994,2,18,9,2012,0
2012-01-02,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,15.7857142857,10.4078216416,0.157857142857,0.104078216416,0.385303976032494,0.3693587860994241,0.6593190180205062,0.06593190180205062,0.4165786494115384,3029.579253321205,0.3029579253321205,0.5306701286102019,2,2,1,2012,2
2012-01-28,JFK,New York,0.6855685441510919,0.9460042871958705,MCO,Orlando,0.12172951756461914,0.799418501658604,15.3793103448,10.5472196509,0.153793103448,0.10547219650900001,0.43525797367920144,0.4259618208522454,0.685805762055266,0.0685805762055266,0.4080543503241135,882.7930713454393,0.08827930713454393,0.15463266464922898,2,28,1,2012,0
2012-03-03,JFK,New York,0.6855685441510919,0.9460042871958705,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.652173913,10.2230074549,0.11652173913000001,0.10223007454899999,0.477034313222719,0.5162628487508968,0.8773476547148408,0.08773476547148408,0.3689951830513548,4598.323701126353,0.4598323701126353,0.8054560801447845,2,3,3,2012,0
2012-03-14,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ATL,Atlanta,0.3621887489465847,0.7387003640355518,16.0,12.7039877341,0.16,0.127039877341,0.6555944742024686,0.49647577092559125,0.79399923338125,0.079399923338125,0.527325990119377,3779.583120066245,0.3779583120066245,0.662043040537633,2,14,3,2012,0
2012-11-17,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,8.944444444439998,6.32894584868,0.08944444444439999,0.0632894584868,0.409574534594245,0.3910857735167579,0.7075840079273082,0.07075840079273082,0.41821815301920495,860.1757255797753,0.08601757255797753,0.15067094297677935,2,17,11,2012,0
2012-08-05,MIA,Miami,0.0,0.8192441545511606,JFK,New York,0.6855685441510919,0.9460042871958705,16.5161290323,11.445147349400001,0.165161290323,0.114451473494,0.6016172636440408,0.5514217060466137,0.6929679059189436,0.06929679059189436,0.435690794134604,807.8739736741641,0.0807873973674164,0.1415096122804911,2,5,8,2012,1
2013-02-19,EWR,Newark,0.6880043406485579,0.9384172867013378,MCO,Orlando,0.12172951756461914,0.799418501658604,10.714285714299999,7.530888773200001,0.107142857143,0.07530888773200001,0.6138023057081916,0.488523069790165,0.7028829521643963,0.07028829521643963,0.5017476987351821,841.0684679543131,0.0841068467954313,0.14732405880123695,2,19,2,2013,0
2012-11-28,SFO,San Francisco,0.5460776929914688,0.0,JFK,New York,0.6855685441510919,0.9460042871958705,14.88,12.0011110597,0.14880000000000002,0.120011110597,0.733152533585022,0.6077261945099282,0.8065262808938172,0.08065262808938171,0.4817573342281062,5403.554833417769,0.540355483341777,0.9465027644543564,2,28,11,2012,2
2011-10-02,JFK,New York,0.6855685441510919,0.9460042871958705,MIA,Miami,0.0,0.8192441545511606,11.68,8.56699091475,0.1168,0.0856699091475,0.6663518038537134,0.6008076358316836,0.7334752495505138,0.07334752495505138,0.4429044923807486,807.8739736741641,0.0807873973674164,0.1415096122804911,2,2,10,2011,0
2013-02-03,DEN,Denver,0.6496383639449108,0.34459434731456895,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,10.8695652174,8.20368181105,0.108695652174,0.0820368181105,0.5716380310647972,0.49647577092559125,0.7547387266159962,0.07547387266159962,0.45979580759559774,1173.7708183524433,0.11737708183524433,0.20560119378001063,2,3,2,2013,0
2012-11-10,JFK,New York,0.6855685441510919,0.9460042871958705,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,19.555555555599998,13.459875704000002,0.195555555556,0.13459875704000002,0.5739582807912778,0.5687416203807273,0.6882890984984359,0.06882890984984359,0.4030020601918906,4955.860857969598,0.49558608579695984,0.8680833538155205,2,10,11,2012,0
2012-11-28,ORD,Chicago,0.7473928633272919,0.6710189398000861,BOS,Boston,0.765205407339852,1.0,10.6315789474,9.28685167509,0.106315789474,0.09286851675090001,0.5442823344287021,0.4984381257533465,0.8735157516147817,0.08735157516147816,0.4360687206921449,1879.7523868796684,0.18797523868796684,0.3292630287876501,2,28,11,2012,2
