DateOfDeparture,Departure,CityDeparture,Arrival,CityArrival,WeeksToDeparture,std_wtd,Distance,CV,x-std,x+std,variance,PAX
2012-07-25,JFK,New York,SFO,San Francisco,18.5,12.5714176027,5403.554833417769,67.95360866324324,-6.642835205400001,43.642835205400004,158.04054054147542,1
2011-11-09,LAX,Los Angeles,SFO,San Francisco,12.8846153846,9.80745399409,487.1388146758657,76.11755338705805,-6.730292603580001,32.499523372780004,96.1861538461919,1
2012-01-16,SFO,San Francisco,JFK,New York,13.846153846199998,9.970726383539999,5403.554833417769,72.01080165865996,-6.0952989208799995,33.78760661328,99.41538461542062,1
2013-01-14,LAX,Los Angeles,JFK,New York,16.0967741935,12.4347760701,4955.860857969597,77.25011185856889,-8.7727779467,40.966326333699996,154.6236559135316,1
2012-09-23,SFO,San Francisco,JFK,New York,20.465116279100002,13.250963733499999,5403.554833417769,64.74902733405207,-6.036811187899996,46.9670437461,175.58803986653223,1
2011-11-18,JFK,New York,SFO,San Francisco,10.4,7.59085322158,5403.554833417769,72.98897328442308,-4.781706443159999,25.58170644316,57.62105263157146,1
2011-10-11,LGA,New York,BOS,Boston,7.0,7.65941686205,323.3318296838956,109.42024088642856,-8.3188337241,22.3188337241,58.666666666655864,1
2011-12-05,JFK,New York,LAX,Los Angeles,16.0,11.4267855748,4955.860857969597,71.4174098425,-6.8535711496000005,38.8535711496,130.57142857245736,1
2012-01-08,LAX,Los Angeles,JFK,New York,18.5675675676,13.0096983921,4955.860857969597,70.06678901118765,-7.4518292166,44.586964351800006,169.25225225340935,1
2012-04-04,LAX,Los Angeles,JFK,New York,16.9411764706,11.6513523119,4955.860857969597,68.7753435076953,-6.361528153200002,40.243881094399995,135.75401069601747,1
2011-10-13,ORD,Chicago,LGA,New York,11.625,8.621573043189999,1560.8617188022474,74.16406918873118,-5.618146086379998,28.868146086379998,74.33152173906046,1
2012-11-30,LAX,Los Angeles,JFK,New York,17.388888888900002,11.8858325696,4955.860857969597,68.3530307516496,-6.382776250299997,41.1605540281,141.27301587256414,1
2011-09-20,JFK,New York,SFO,San Francisco,12.6785714286,8.41538965638,5403.554833417769,66.3749043318617,-4.152207884160001,29.509350741360002,70.8187830687075,1
2011-10-28,SFO,San Francisco,LAX,Los Angeles,14.517241379300001,9.32975535453,487.1388146758657,64.26672334478926,-4.1422693297599995,33.176752088360004,87.04433497538122,1
2012-05-23,BOS,Boston,LGA,New York,6.07142857143,4.98404046339,323.3318296838956,82.09007822052186,-3.8966523553500005,16.039509498210002,24.84065934070881,1
2012-06-19,JFK,New York,LAX,Los Angeles,18.2727272727,13.2647859182,4955.860857969597,72.59335577135214,-8.2568445637,44.8022991091,175.954545455677,1
2011-10-10,ORD,Chicago,LGA,New York,14.3225806452,9.47061102138,1560.8617188022474,66.12363550945642,-4.618641397559999,33.26380268796,89.69247311828433,1
2011-11-15,SFO,San Francisco,JFK,New York,11.956521739100001,8.57839919835,5403.554833417769,71.74661147729171,-5.2002766576,29.113320135800002,73.58893280625193,1
2012-09-30,ORD,Chicago,LGA,New York,11.52,7.97976607844,1560.8617188022474,69.26880276423611,-4.43953215688,27.479532156879998,63.6766666666217,1
2011-10-21,ORD,Chicago,LGA,New York,11.1818181818,7.88993550361,1560.8617188022474,70.56039881288709,-4.59805282542,26.96168918902,62.25108225112559,1
2011-10-21,JFK,New York,LAX,Los Angeles,15.9411764706,10.3395128438,4955.860857969597,64.86041267323627,-4.737849216999999,36.6202021582,106.90552584710515,1
2012-07-31,ORD,Chicago,LGA,New York,10.0434782609,6.711443828330001,1560.8617188022474,66.82389958923041,-3.3794093957600015,23.466365917560005,45.04347826082886,1
2012-02-22,LAX,Los Angeles,JFK,New York,17.1935483871,13.835749238399998,4955.860857969597,80.47058656478788,-10.477950089699995,44.8650468639,191.42795698788612,1
2012-11-09,LAX,Los Angeles,JFK,New York,17.125,12.1250207848,4955.860857969597,70.80304107912409,-7.1250415696000005,41.3750415696,147.016129031832,1
2012-10-02,LGA,New York,BOS,Boston,6.166666666669999,5.13160143945,323.3318296838956,83.21515847752259,-4.09653621223,16.42986954557,26.33333333336531,1
2012-02-21,LAX,Los Angeles,JFK,New York,13.1153846154,10.2071618899,4955.860857969597,77.82586778213745,-7.2989391644,33.529708395200004,104.18615384662694,1
2012-06-14,LAX,Los Angeles,ORD,Chicago,12.72,8.58059826974,3390.7244973177953,67.45753356713836,-4.441196539479998,29.88119653948,73.62666666666507,1
2012-02-27,ORD,Chicago,LAX,Los Angeles,11.347826087,7.33985815848,3390.7244973177953,64.68074239248782,-3.331890229960001,26.02754240396,53.87351778660542,1
2011-11-18,LGA,New York,BOS,Boston,7.1428571428600005,7.38873511458,323.3318296838956,103.44229160407863,-7.6346130863,21.92032737202,54.59340659342753,1
2011-10-02,LAX,Los Angeles,JFK,New York,14.71875,9.60253452766,4955.860857969597,65.240149657138,-4.486319055319999,33.923819055319996,92.20866935490245,1
2012-10-11,LGA,New York,ORD,Chicago,14.48,11.445959985999998,1560.8617188022474,79.04668498618783,-8.411919971999996,37.371919972,131.01000000111307,1
2012-05-17,ORD,Chicago,BOS,Boston,13.2307692308,10.6181267361,1879.7523868796686,80.25328347033663,-8.005484241400001,34.467022703,112.74461538388165,1
2012-02-29,ORD,Chicago,LGA,New York,12.5217391304,10.870600741199999,1560.8617188022474,86.81382536399114,-9.219462351999997,34.262940612799994,118.16996047457796,1
2012-12-10,ATL,Atlanta,LGA,New York,10.6956521739,7.962610253889999,1181.33694316503,74.44716904052575,-5.22956833388,26.620872681679998,63.40316205535416,1
2011-10-25,LAX,Los Angeles,JFK,New York,15.580645161300001,10.7013213936,4955.860857969597,68.68342923424305,-5.8219976259,36.983287948500006,114.51827956912106,1
2012-08-06,LAX,Los Angeles,SFO,San Francisco,16.1470588235,10.871515054100001,487.1388146758657,67.32814423316455,-5.595971284700003,37.89008893170001,118.18983957152295,1
2012-03-23,LAX,Los Angeles,JFK,New York,16.46875,12.1654836293,4955.860857969597,73.87010932402276,-7.862217258600001,40.7997172586,147.9989919347663,1
2012-03-26,LAX,Los Angeles,SFO,San Francisco,12.72,10.2531296035,487.1388146758657,80.60636480738992,-7.786259206999999,33.226259207,105.12666666616806,1
2012-10-09,LAX,Los Angeles,SFO,San Francisco,14.9666666667,11.3971664153,487.1388146758657,76.1503323960442,-7.827666163899998,37.7609994973,129.89540229804223,1
2013-02-06,LGA,New York,BOS,Boston,4.58333333333,3.47610893577,323.3318296838956,75.84237678049152,-2.3688845382100006,11.53555120487,12.083333333340043,1
2012-07-09,ATL,Atlanta,LGA,New York,11.434782608699999,9.302131168110002,1181.33694316503,81.34943607089305,-7.169479727520004,30.03904494492,86.52964426872354,1
2013-02-28,LGA,New York,ORD,Chicago,9.055555555560002,6.27293178686,1560.8617188022474,69.27163936406416,-3.4903080181599986,21.601419129280004,39.349673202598595,1
2012-03-15,JFK,New York,LAX,Los Angeles,17.0666666667,13.237703033699999,4955.860857969597,77.56466621293443,-9.408739400699996,43.5420727341,175.23678160843016,1
2012-09-12,JFK,New York,SFO,San Francisco,17.805555555599998,11.0345417264,5403.554833417769,61.972465233917085,-4.263527897200003,39.874639008399996,121.7611111116627,1
2011-10-20,LGA,New York,BOS,Boston,7.533333333330001,7.651952754189999,323.3318296838956,101.57459408221305,-7.770572175049997,22.837238841709997,58.55238095235591,1
2012-07-25,LGA,New York,BOS,Boston,6.266666666669999,4.71269814539,323.3318296838956,75.20262997958767,-3.158729624110001,15.692062957449998,22.209523809562345,1
2012-08-29,JFK,New York,LAX,Los Angeles,18.6923076923,12.574313513,4955.860857969597,67.26998998727048,-6.456319333699998,43.840934718300005,158.1133603232144,1
2011-11-09,LGA,New York,BOS,Boston,4.66666666667,3.62650177878,323.3318296838956,77.71075240237305,-2.5863368908899993,11.91967022423,13.151515151494502,1
2012-08-23,LAX,Los Angeles,JFK,New York,19.0731707317,12.0257853047,4955.860857969597,63.05079251827227,-4.978399877699999,43.1247413411,144.61951219473846,1
2012-06-01,JFK,New York,LAX,Los Angeles,15.875,11.5890660371,4955.860857969597,73.00199078488188,-7.3031320742000005,39.0531320742,134.3064516122647,1
2012-04-13,ORD,Chicago,LGA,New York,11.5238095238,9.14668818545,1560.8617188022474,79.37208755975567,-6.769566847099998,29.8171858947,83.66190476185061,1
2012-05-21,LGA,New York,BOS,Boston,6.266666666669999,4.71269814539,323.3318296838956,75.20262997958767,-3.158729624110001,15.692062957449998,22.209523809562345,1
2012-10-19,LAX,Los Angeles,SFO,San Francisco,16.71875,12.3686241314,487.1388146758657,73.98055555229907,-8.018498262800001,41.4559982628,152.98286290385042,1
2012-08-22,LGA,New York,ORD,Chicago,10.958333333299999,7.79341509485,1560.8617188022474,71.11861683534943,-4.628496856400002,26.545163523,60.73731884063584,1
2012-03-20,BOS,Boston,LGA,New York,4.66666666667,3.62650177878,323.3318296838956,77.71075240237305,-2.5863368908899993,11.91967022423,13.151515151494502,1
2011-09-29,LAX,Los Angeles,SFO,San Francisco,13.6296296296,8.910443950560003,487.1388146758657,65.37553985479431,-4.191258271520006,31.450517530720006,79.39601139607136,1
2012-11-15,SFO,San Francisco,JFK,New York,13.222222222200001,9.6250208125,5403.554833417769,72.79427505264336,-6.0278194028000005,32.472263847200004,92.64102564105818,1
2012-09-22,LAX,Los Angeles,JFK,New York,20.6590909091,13.0383034669,4955.860857969597,63.1116999497632,-5.417516024699999,46.7356978429,169.99735729497658,1
2012-01-06,LGA,New York,ORD,Chicago,15.2592592593,13.087259196500002,1560.8617188022474,85.76601900596035,-10.915259133700003,41.4337776523,171.27635327637387,1
2012-03-17,LAX,Los Angeles,JFK,New York,16.0,10.7269131938,4955.860857969597,67.04320746124999,-5.4538263875999995,37.4538263876,115.0666666673205,1
2013-01-27,JFK,New York,LAX,Los Angeles,17.571428571400002,12.3557219759,4955.860857969597,70.31711693613059,-7.140015380399998,42.2828725232,152.6638655457382,1
2011-12-07,LAX,Los Angeles,JFK,New York,18.2820512821,11.742744048399999,4955.860857969597,64.230998301035,-5.203436814699998,41.7675393789,137.8920377862336,1
2012-08-02,JFK,New York,LAX,Los Angeles,17.1621621622,11.0012966749,4955.860857969597,64.10204361738623,-4.8404311876,39.164755512,121.02852852916581,1
2012-04-26,BOS,Boston,LGA,New York,6.8125,5.009574166869999,323.3318296838956,73.53503364212844,-3.2066483337399987,16.83164833374,25.09583333337125,1
2011-10-24,JFK,New York,SFO,San Francisco,16.0,10.5889092923,5403.554833417769,66.180683076875,-5.177818584600001,37.177818584600004,112.12500000055729,1
2012-11-09,JFK,New York,LAX,Los Angeles,17.8285714286,12.6873853847,4955.860857969597,71.16321930509429,-7.546199340800001,43.203342198,160.96974789989918,1
2011-09-26,ORD,Chicago,DFW,Dallas-Fort Worth,12.833333333299999,8.87922179643,1013.6221962809236,69.18874127106284,-4.925110259560002,30.59177692616,78.8405797101976,1
2012-11-28,BOS,Boston,LGA,New York,7.285714285710001,9.02499581443,323.3318296838956,123.87249157068068,-10.764277343149999,25.33570591457,81.45054945047902,1
2012-06-26,SFO,San Francisco,LAX,Los Angeles,14.8965517241,11.159060468599998,487.1388146758657,74.91035962736665,-7.421569213099996,37.2146726613,124.5246305418712,1
2012-10-09,LGA,New York,ORD,Chicago,10.5454545455,7.83598094705,1560.8617188022474,74.30671587687799,-5.126507348600001,26.2174164396,61.402597402530624,1
2012-11-28,JFK,New York,LAX,Los Angeles,16.5,11.1239352517,4955.860857969597,67.41778940424243,-5.7478705034000015,38.7478705034,123.74193548401396,1
2011-09-20,LAX,Los Angeles,JFK,New York,13.3448275862,8.87724161658,4955.860857969597,66.52196560231344,-4.409655646959999,31.09931081936,78.80541871913988,1
2012-03-18,JFK,New York,LAX,Los Angeles,18.0,14.255728899300001,4955.860857969597,79.198493885,-10.511457798600002,46.511457798600006,203.22580645033722,1
2012-11-25,ORD,Chicago,LGA,New York,12.5217391304,9.96297493549,1560.8617188022474,79.5654248322592,-7.404210740579998,32.44768900138,99.26086956520196,1
2012-02-17,JFK,New York,LAX,Los Angeles,15.433333333299998,10.493621489,4955.860857969597,67.99322779064363,-5.553909644700003,36.420576311299996,110.11609195440259,1
2012-08-16,ORD,Chicago,DFW,Dallas-Fort Worth,13.217391304300001,12.2658302974,1013.6221962809236,92.80068975040157,-11.3142692905,37.7490518991,150.4505928846158,1
2011-09-19,LGA,New York,ATL,Atlanta,8.63157894737,6.70994722877,1181.33694316503,77.73719350402845,-4.7883155101699995,22.05147340491,45.0233918128782,1
2011-09-09,LGA,New York,ATL,Atlanta,10.958333333299999,7.669698518350001,1181.33694316503,69.98964427412926,-4.381063703400002,26.29773037,58.82427536238019,1
2011-09-15,LGA,New York,BOS,Boston,9.055555555560002,7.48702581507,323.3318296838956,82.678812681714,-5.918496074579998,24.0296071857,56.0555555555246,1
2013-02-07,SFO,San Francisco,JFK,New York,12.041666666700001,8.08906490359,5403.554833417769,67.1756254967552,-4.136463140479998,28.219796473880002,65.43297101449149,1
2012-05-03,LGA,New York,BOS,Boston,5.92857142857,4.5819761560400005,323.3318296838956,77.28634480069333,-3.2353808835100013,15.092523740650002,20.9945054945191,1
2012-03-28,BOS,Boston,LGA,New York,6.916666666669999,7.90233950783,323.3318296838956,114.25069167941481,-8.88801234899,22.72134568233,62.446969697010886,1
2011-12-04,LAX,Los Angeles,JFK,New York,16.4193548387,11.289446970699997,4955.860857969597,68.75694618701496,-6.159539102699995,38.99824878009999,127.45161290424733,1
2012-04-16,DFW,Dallas-Fort Worth,ORD,Chicago,8.833333333330001,5.982818537030001,1013.6221962809236,67.73002117395008,-3.1323037407300003,20.79897040739,35.7941176470298,1
2012-08-03,LAX,Los Angeles,JFK,New York,18.9459459459,12.4028355762,4955.860857969597,65.46432472475219,-5.8597252064999985,43.7516170983,153.83033033025237,1
2011-10-21,LAX,Los Angeles,JFK,New York,14.9666666667,9.53933176772,4955.860857969597,63.73718330310971,-4.11199686874,34.04533020214,90.99885057463199,1
2011-11-16,SFO,San Francisco,LAX,Los Angeles,14.142857142899999,9.28046249532,487.1388146758657,65.61943178489207,-4.4180678477400015,32.70378213354,86.12698412704113,1
2013-02-11,ORD,Chicago,DFW,Dallas-Fort Worth,8.05882352941,5.15352534964,1013.6221962809236,63.94885470357604,-2.248227169869999,18.36587422869,26.55882352938208,1
2012-07-18,ORD,Chicago,LGA,New York,14.137931034500001,10.792603743599999,1560.8617188022474,76.33792891805324,-7.447276452699997,35.7231385217,116.48029556636871,1
2011-10-25,LGA,New York,BOS,Boston,6.35714285714,5.32926813935,323.3318296838956,83.83118421453204,-4.301393421559999,17.01567913584,28.40109890109101,1
2012-07-22,LAX,Los Angeles,JFK,New York,17.2222222222,11.627826504000002,4955.860857969597,67.51641195879681,-6.033430785800004,40.4778752302,135.2063492071249,1
2012-11-27,ORD,Chicago,LGA,New York,10.2380952381,8.60177168905,1560.8617188022474,84.01730486975163,-6.965448140000001,27.441638616200002,73.9904761905421,1
2012-09-04,SFO,San Francisco,JFK,New York,16.7714285714,11.5811350513,5403.554833417769,69.05276436050946,-6.3908415311999995,39.933698674,134.12268907644946,1
2011-11-14,BOS,Boston,ORD,Chicago,11.142857142899999,8.48696479482,1879.7523868796686,76.16506867116861,-5.831072446740002,28.11678673254,72.0285714285141,1
2012-10-21,LGA,New York,ORD,Chicago,14.2,10.0357979941,1560.8617188022474,70.6746337612676,-5.871595988199999,34.2715959882,100.71724137838157,1
2012-10-04,JFK,New York,LAX,Los Angeles,19.7692307692,12.505707199100002,4955.860857969597,63.2584410850401,-5.242183629000003,44.7806451674,156.3927125496216,1
2011-10-12,LAX,Los Angeles,JFK,New York,15.151515151500002,9.81109452393,4955.860857969597,64.75322385800276,-4.470673896359999,34.773704199360004,96.25757575748925,1
2011-10-28,LAX,Los Angeles,JFK,New York,14.551724137899999,9.443766677760001,4955.860857969597,64.89792266720951,-4.335809217620003,33.43925749342,89.18472906397017,1
2012-06-04,JFK,New York,SFO,San Francisco,14.222222222200001,10.1311907316,5403.554833417769,71.2349348316738,-6.040159241,34.4846036854,102.64102564005775,1
2012-12-03,JFK,New York,LAX,Los Angeles,16.133333333299998,11.7553607238,4955.860857969597,72.86380613940676,-7.377388114300004,39.6440547809,138.18850574665967,1
2011-09-15,JFK,New York,LAX,Los Angeles,14.0322580645,9.03874574989,4955.860857969597,64.41405017170392,-4.045233435279998,32.10974956428,81.69892473115453,1
2012-09-17,LAX,Los Angeles,JFK,New York,20.0487804878,13.5516626646,4955.860857969597,67.59345124680478,-7.054544841400002,47.152105817,183.64756097511358,1
2012-04-23,JFK,New York,LAX,Los Angeles,16.1875,12.1481114953,4955.860857969597,75.04624861961389,-8.1087229906,40.4837229906,147.57661290224002,1
2012-04-18,ORD,Chicago,LGA,New York,7.8125,5.40640052777,1560.8617188022474,69.201926755456,-3.0003010555399996,18.62530105554,29.229166666671734,1
2011-11-10,LGA,New York,BOS,Boston,7.125,5.63175520301,323.3318296838956,79.04217828785964,-4.13851040602,18.38851040602,31.716666666630207,1
2012-03-30,LAX,Los Angeles,JFK,New York,18.5294117647,12.940973908599998,4955.860857969597,69.84017664960946,-7.352536052499996,44.4113595819,167.46880570306593,1
2012-08-01,ORD,Chicago,LGA,New York,14.296296296300001,10.1746850823,1560.8617188022474,71.1700770005256,-6.0530738682999985,34.6456664609,103.52421652397815,1
2012-03-28,SFO,San Francisco,LAX,Los Angeles,16.0,12.7549855026,487.1388146758657,79.71865939125,-9.5099710052,41.5099710052,162.68965517153617,1
2011-10-17,SFO,San Francisco,LAX,Los Angeles,14.625,9.49278163795,487.1388146758657,64.90790863555556,-4.360563275899999,33.6105632759,90.11290322580068,1
2012-03-22,BOS,Boston,LGA,New York,7.23076923077,7.801216210239999,323.3318296838956,107.88916035437148,-8.371663189709999,22.833201651249997,60.85897435891133,1
2013-02-11,JFK,New York,LAX,Los Angeles,14.2307692308,12.885053953499998,4955.860857969597,90.54362237575016,-11.539338676199996,40.000877137799996,166.02461538460594,1
2012-07-13,ORD,Chicago,LGA,New York,11.4782608696,7.704010556589999,1560.8617188022474,67.11827378827009,-3.9297602435799988,26.886281982779998,59.35177865605015,1
2013-02-01,LAX,Los Angeles,SFO,San Francisco,16.8,11.658876951300002,487.1388146758657,69.39807709107143,-6.517753902600003,40.1177539026,135.92941176555442,1
2012-03-07,BOS,Boston,LGA,New York,4.54545454545,4.15604707297,323.3318296838956,91.43303560543143,-3.7666396004899996,12.85754869139,17.272727272742504,1
2012-03-25,JFK,New York,LAX,Los Angeles,17.3125,13.1919758113,4955.860857969597,76.19913826021661,-9.071451622600001,43.6964516226,174.0282258059243,1
2011-12-08,LAX,Los Angeles,SFO,San Francisco,12.208333333299999,9.86420479471,487.1388146758657,80.79894712412505,-7.520076256120001,31.93674292272,97.30253623197976,1
2013-02-28,ORD,Chicago,LGA,New York,7.666666666669999,5.43409714347,1560.8617188022474,70.87952795827354,-3.2015276202700003,18.53486095361,29.52941176466881,1
2012-01-31,LAX,Los Angeles,JFK,New York,13.153846153800002,10.6983823364,4955.860857969597,81.33273121268303,-8.242918518999998,34.5506108266,114.45538461579552,1
2013-01-30,LGA,New York,BOS,Boston,5.07692307692,3.77406806292,323.3318296838956,74.33770426968141,-2.47121304892,12.62505920276,14.243589743552722,1
2012-01-08,ORD,Chicago,LGA,New York,10.7272727273,8.982426325,1560.8617188022474,83.73448269046509,-7.2375799227,28.692125377300002,80.68398268405302,1
2012-05-14,ATL,Atlanta,LGA,New York,8.65,6.0199230629799985,1181.33694316503,69.59448627722541,-3.3898461259599966,20.689846125959996,36.23947368419849,1
2011-10-18,BOS,Boston,LGA,New York,7.833333333330001,5.77265358494,323.3318296838956,73.69345002054199,-3.7119738365499986,19.37864050321,33.32352941172063,1
2012-12-10,BOS,Boston,LGA,New York,5.6428571428600005,4.19903180887,323.3318296838956,74.41322192930409,-2.7552064748799996,14.0409207606,17.631868131902063,1
2011-09-07,BOS,Boston,LGA,New York,4.0909090909099985,3.17661912903,323.3318296838956,77.65068982071611,-2.2623291671500017,10.444147348969999,10.090909090919316,1
2012-02-15,BOS,Boston,LGA,New York,4.0909090909099985,3.17661912903,323.3318296838956,77.65068982071611,-2.2623291671500017,10.444147348969999,10.090909090919316,1
2012-11-12,LGA,New York,ORD,Chicago,10.5714285714,7.16638980639,1560.8617188022474,67.79017384441293,-3.7613510413799993,24.90420818418,51.3571428571305,1
2011-11-21,LAX,Los Angeles,JFK,New York,14.870967741900001,10.2818349059,4955.860857969597,69.14032149320185,-5.692702069899999,35.4346375537,105.71612903218367,1
2012-04-25,JFK,New York,LAX,Los Angeles,16.866666666700002,12.272012828,4955.860857969597,72.75896933582457,-7.6773589892999965,41.4106923227,150.60229885059655,1
2011-12-09,LAX,Los Angeles,JFK,New York,17.088235294100002,10.983093473399999,4955.860857969597,64.27283616109905,-4.877951652699995,39.054422240899996,120.62834224544164,1
2012-06-27,SFO,San Francisco,LAX,Los Angeles,14.3103448276,10.5732257825,487.1388146758657,73.88519221498903,-6.8361067374,35.4567963926,111.79310344772273,1
2012-10-22,ORD,Chicago,MSP,Minneapolis,10.9,9.01986112625,591.2192684676627,82.75101950688072,-7.139722252499999,28.939722252499998,81.3578947368359,1
2012-06-04,BOS,Boston,ORD,Chicago,10.5714285714,7.208130330199999,1879.7523868796686,68.18501663721129,-3.844832088999997,24.987689231799997,51.957142857149144,1
2012-05-21,JFK,New York,SFO,San Francisco,16.7142857143,11.3541167154,5403.554833417769,67.93061282712142,-5.993947716499999,39.4225191451,128.91596638692567,1
2012-06-25,LGA,New York,ATL,Atlanta,10.0,7.204495950780001,1181.33694316503,72.04495950780002,-4.408991901560002,24.40899190156,51.90476190480543,1
2011-10-26,ORD,Chicago,LGA,New York,10.0909090909,7.652631610289999,1560.8617188022474,75.83688983177102,-5.2143541296799985,25.39617231148,58.56277056280971,1
2012-02-07,BOS,Boston,LGA,New York,5.583333333330001,4.92596706395,323.3318296838956,88.22627577229146,-4.268600794569999,15.435267461230001,24.265151515120184,1
2012-08-15,LAX,Los Angeles,SFO,San Francisco,13.666666666700001,8.95711365661,487.1388146758657,65.53985602381574,-4.247560646519998,31.58089397992,80.22988505742936,1
2011-10-05,LAX,Los Angeles,SFO,San Francisco,13.142857142899999,9.10723882095,487.1388146758657,69.29420842004579,-5.071620499000002,31.3573347848,82.94179894181875,1
2012-06-28,MSP,Minneapolis,ORD,Chicago,10.35,9.93280052733,591.2192684676627,95.96908722057972,-9.515601054660001,30.21560105466,98.66052631572714,1
2012-03-20,JFK,New York,LAX,Los Angeles,14.4642857143,11.2857896321,4955.860857969597,78.02521227123158,-8.1072935499,37.0358649785,127.36904762001586,1
2012-09-13,DFW,Dallas-Fort Worth,ORD,Chicago,14.0,10.901070283800001,1013.6221962809236,77.86478774142857,-7.802140567600002,35.802140567600006,118.83333333234744,1
2011-10-13,ORD,Chicago,BOS,Boston,11.304347826099999,7.33258470248,1879.7523868796686,64.86517236801747,-3.3608215788600013,25.96951723106,53.76679841904371,1
2012-06-24,LGA,New York,ORD,Chicago,12.0,10.03629776,1560.8617188022474,83.63581466666666,-8.07259552,32.07259552,100.72727272738102,1
2012-06-22,JFK,New York,LAX,Los Angeles,18.0540540541,12.4050750053,4955.860857969597,68.71074478966047,-6.756095956500001,42.864204064700004,153.8858858871188,1
2012-06-21,JFK,New York,SFO,San Francisco,13.862068965499999,9.638924576689998,5403.554833417769,69.53453052844718,-5.415780187879998,33.13991811888,92.90886699511846,1
2012-08-20,JFK,New York,LAX,Los Angeles,19.4358974359,12.0673436483,4955.860857969597,62.087915868553814,-4.6987898607,43.570584732499995,145.62078272616634,1
2013-01-10,LGA,New York,ORD,Chicago,8.05882352941,5.15352534964,1560.8617188022474,63.94885470357604,-2.248227169869999,18.36587422869,26.55882352938208,1
2012-01-13,JFK,New York,LAX,Los Angeles,18.944444444400002,12.1865134928,4955.860857969597,64.32763720554681,-5.428582541199997,43.31747143,148.51111111019645,1
2011-11-14,ORD,Chicago,DFW,Dallas-Fort Worth,10.5,8.08181845092,1013.6221962809236,76.96969953257144,-5.66363690184,26.66363690184,65.31578947363096,1
2012-02-24,LGA,New York,ORD,Chicago,10.85,9.13797743371,1560.8617188022474,84.2209901724424,-7.4259548674200015,29.12595486742,83.5026315789932,1
2011-11-17,ATL,Atlanta,LGA,New York,8.5,6.997898844319999,1181.33694316503,82.32822169788234,-5.495797688639998,22.495797688639996,48.97058823533518,1
2011-11-07,LGA,New York,ORD,Chicago,13.481481481500001,8.6574573029,1560.8617188022474,64.21740307087332,-3.8334331242999973,30.7963960873,74.95156695153653,1
2011-09-29,ORD,Chicago,LGA,New York,10.956521739100001,8.126713866060001,1560.8617188022474,74.17238846027746,-5.296905993020001,27.209949471220003,66.0434782608119,1
2011-10-14,LGA,New York,ORD,Chicago,12.5,8.73772430825,1560.8617188022474,69.901794466,-4.9754486165,29.9754486165,76.34782608698293,1
2012-12-12,ORD,Chicago,LGA,New York,8.70588235294,9.74528543632,1560.8617188022474,111.93908947125837,-10.7846885197,28.19645322558,94.97058823535069,1
2011-10-17,JFK,New York,SFO,San Francisco,14.4516129032,9.71198129349,5403.554833417769,67.20344198632313,-4.972349683780001,33.87557549018,94.32258064509969,1
2012-05-16,JFK,New York,LAX,Los Angeles,16.9142857143,11.7482700318,4955.860857969597,69.45767755281295,-6.582254349300001,40.4108257779,138.02184874008998,1
2012-05-29,JFK,New York,LAX,Los Angeles,17.411764705899998,12.9289846963,4955.860857969597,74.25430399894502,-8.446204686700003,43.269734098499995,167.15864527715962,1
2011-09-15,LAX,Los Angeles,SFO,San Francisco,13.5333333333,8.74833317457,487.1388146758657,64.64285596988827,-3.96333301584,31.02999968244,76.53333333328202,1
2012-04-25,SFO,San Francisco,LAX,Los Angeles,12.291666666700001,10.456864467599999,487.1388146758657,85.07279566837946,-8.622062268499997,33.2053956019,109.34601449375542,1
2012-10-05,JFK,New York,LAX,Los Angeles,19.761904761900002,12.6275145263,4955.860857969597,63.89826627767804,-5.493124290699999,45.01693381450001,159.45412311191754,1
2012-10-08,ATL,Atlanta,LGA,New York,12.1153846154,8.57123992466,1181.33694316503,70.74674223519905,-5.027095233920001,29.25786446472,73.46615384608558,1
2013-01-31,LGA,New York,ATL,Atlanta,8.055555555560003,6.06312113589,1181.33694316503,75.2663313420412,-4.070686716219997,20.181797827340006,36.76143790847605,1
2012-03-30,LGA,New York,ATL,Atlanta,10.8095238095,7.90328442876,1181.33694316503,73.11408502393198,-4.99704504802,26.61609266702,62.461904761880284,1
2011-11-14,JFK,New York,LAX,Los Angeles,14.935483870999999,10.57334852,4955.860857969597,70.79347821151016,-6.2112131690000005,36.082180910999995,111.79569892538619,1
2012-04-13,LAX,Los Angeles,JFK,New York,15.612903225799998,11.5460741361,4955.860857969597,73.95212773124958,-7.479245046400001,38.705051497999996,133.31182795631736,1
2011-10-30,ORD,Chicago,LGA,New York,10.4090909091,8.27882606648,1560.8617188022474,79.53457356436722,-6.148561223860002,26.966743042060003,68.53896103902872,1
2012-03-13,JFK,New York,LAX,Los Angeles,12.2692307692,8.70198916252,4955.860857969597,70.92530351914967,-5.134747555840001,29.67320909424,75.72461538461553,1
2012-12-05,SFO,San Francisco,LAX,Los Angeles,14.037037037000001,10.5045099526,487.1388146758657,74.83423976806024,-6.971982868199998,35.046056942199996,110.34472934427244,1
2012-09-25,LGA,New York,ORD,Chicago,13.086956521700001,10.9457880794,1560.8617188022474,83.63891223486802,-8.804619637099998,34.9785326805,119.81027667913513,1
2012-04-11,LGA,New York,ORD,Chicago,12.4285714286,11.1156260668,1560.8617188022474,89.43607180163349,-9.802680705000002,34.6598235622,123.55714285692366,1
