DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Distance
2012-04-22,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,8.6875,7.85466952413,591.2192684676628
2012-07-25,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861655999999996,-104.67317800000001,11.043478260899999,8.5038935514,1275.4904022040619
2012-10-23,JFK,New York,40.639751000000004,-73.778925,MIA,Miami,25.79325,-80.29055600000001,16.3548387097,12.3032472329,807.8739736741641
2012-07-03,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861655999999996,-104.67317800000001,8.75,6.163346664380001,1275.4904022040619
2011-10-19,DEN,Denver,39.861655999999996,-104.67317800000001,MSP,Minneapolis,44.881956,-93.221767,10.4210526316,8.308735627,1275.4904022040619
2011-10-23,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,13.12,9.08441889538,1408.7645504937798
2012-06-05,LAX,Los Angeles,33.942536,-118.408075,BOS,Boston,42.364346999999995,-71.00518100000001,11.8095238095,9.77046082649,5258.1449040785465
2012-03-05,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364346999999995,-71.00518100000001,9.2,6.94792661234,1879.7523868796684
2012-11-08,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,7.266666666669999,4.891197146280001,2420.4928123669188
2013-01-21,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,8.36842105263,5.93680166715,1148.3068853131601
2012-07-28,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.29055600000001,14.84375,9.893332309869999,799.5642198340215
2012-12-21,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,12.5,8.52617453339,5360.173660023075
2012-12-04,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,12.333333333299999,9.81864538017,807.5231832777396
2013-03-05,DFW,Dallas-Fort Worth,32.896828,-97.037997,SFO,San Francisco,37.618972,-122.374889,7.61538461538,6.48766087197,2821.5329251956728
2012-07-26,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,10.9545454545,10.0165447551,1027.6848410103114
2013-02-04,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.29055600000001,12.291666666700001,9.5575108942,799.5642198340215
2012-01-13,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,6.466666666669999,5.06904705988,506.26018847884245
2012-04-16,BOS,Boston,42.364346999999995,-71.00518100000001,LGA,New York,40.777245,-73.872608,5.545454545449999,4.15604707297,323.3318296838956
2011-09-27,MIA,Miami,25.79325,-80.29055600000001,JFK,New York,40.639751000000004,-73.778925,11.782608695699999,8.09577062276,807.8739736741641
2012-12-07,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,11.0476190476,8.25515711829,973.7448004122537
2012-10-25,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,12.9047619048,10.5920005755,591.2192684676628
2012-03-21,EWR,Newark,40.6925,-74.168667,ORD,Chicago,41.978603,-87.904842,10.833333333299999,10.517492432100001,1527.9398870021992
2011-12-18,MIA,Miami,25.79325,-80.29055600000001,ATL,Atlanta,33.636719,-84.428067,16.5483870968,12.2687644303,473.55355045901877
2011-11-19,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,12.541666666700001,8.79712980202,3029.579253321205
2013-03-03,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,11.043478260899999,8.58369628407,377.6032638053681
2012-10-14,ATL,Atlanta,33.636719,-84.428067,EWR,Newark,40.6925,-74.168667,9.11111111111,8.817688698689999,1148.3068853131601
2011-12-17,BOS,Boston,42.364346999999995,-71.00518100000001,EWR,Newark,40.6925,-74.168667,10.7619047619,7.52930781616,356.2123684197035
2012-02-08,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278000000006,-112.011583,10.1578947368,7.5444104246100006,2679.014872379074
2012-05-31,IAH,Houston,29.984433000000003,-95.341442,ORD,Chicago,41.978603,-87.904842,11.5714285714,9.01981944704,823.5052672605634
2012-01-27,PHX,Phoenix,33.434278000000006,-112.011583,ORD,Chicago,41.978603,-87.904842,11.333333333299999,8.386497083610001,2679.014872379074
2012-11-08,DFW,Dallas-Fort Worth,32.896828,-97.037997,PHL,Philadelphia,39.871944,-75.241139,8.4375,6.10975995164,2420.4928123669188
2012-10-22,PHX,Phoenix,33.434278000000006,-112.011583,DEN,Denver,39.861655999999996,-104.67317800000001,7.35294117647,5.4765543052900005,845.501645814704
2013-02-21,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,8.352941176469999,5.57831937584,1013.6221962809236
2012-06-15,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,8.9375,7.646077425710001,1027.6848410103114
2011-12-13,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,12.7307692308,9.89770758229,3390.7244973177953
2013-02-02,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,11.086956521700001,8.65979762244,807.5231832777396
2012-09-17,BOS,Boston,42.364346999999995,-71.00518100000001,SFO,San Francisco,37.618972,-122.374889,16.1,11.1458976526,5708.968886670745
2013-03-04,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364346999999995,-71.00518100000001,7.6875,5.1214418542699995,5708.968886670745
2011-12-29,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.5,5.33853912602,2571.4703686921193
2012-11-11,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751000000004,-73.778925,13.9230769231,10.2134150094,5403.554833417769
2012-06-15,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,12.92,9.08258406696,2016.491722110575
2012-11-13,SFO,San Francisco,37.618972,-122.374889,ATL,Atlanta,33.636719,-84.428067,7.4375,6.217917657869999,4219.517597667142
2011-11-15,JFK,New York,40.639751000000004,-73.778925,MCO,Orlando,28.429394,-81.308994,13.392857142899999,9.21889880832,882.7930713454393
2012-08-11,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,14.137931034500001,8.7779111489,2377.1599998508937
2012-03-13,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861655999999996,-104.67317800000001,12.333333333299999,9.54926205511,1544.881662246641
2012-03-27,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,5.57142857143,4.0708019567900005,156.51256917638386
2011-09-22,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,11.958333333299999,7.8323696601199995,1013.6221962809236
2011-11-10,SEA,Seattle,47.449,-122.309306,LAX,Los Angeles,33.942536,-118.408075,11.142857142899999,8.168755806639998,872.1623199440232
2012-04-02,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.27777777778,6.63152502695,2821.5329251956728
2012-05-03,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,7.666666666669999,5.43409714347,1527.9398870021992
2012-04-06,LGA,New York,40.777245,-73.872608,CLT,Charlotte,35.214,-80.943139,8.29411764706,5.59871308742,797.0463706295586
2012-11-21,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,11.7391304348,9.9234222071,2377.1599998508937
2012-04-11,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861655999999996,-104.67317800000001,6.71428571429,4.496640992980001,1275.4904022040619
2012-12-04,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751000000004,-73.778925,12.565217391300001,9.65696209975,5403.554833417769
2011-11-16,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,13.142857142899999,9.02963961265,2377.1599998508937
2012-05-27,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,14.16,11.6607604097,353.95533631165074
2011-12-30,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,15.909090909100001,11.1337427343,487.13881467586566
2012-05-30,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000001,10.8095238095,10.2255515627,473.55355045901877
2012-03-18,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,14.851851851900001,12.5351926244,1560.8617188022472
2012-03-28,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,12.7142857143,10.8404006252,506.26018847884245
2013-02-17,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,9.1875,7.2223611097800005,156.51256917638386
2011-09-15,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364346999999995,-71.00518100000001,9.95238095238,7.59918542001,2887.7278382421723
2012-06-23,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,14.6923076923,11.6508170727,4912.5186714542615
2012-11-02,JFK,New York,40.639751000000004,-73.778925,MIA,Miami,25.79325,-80.29055600000001,16.6666666667,13.0,807.8739736741641
2011-10-02,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,13.933333333299998,9.32528388524,2377.1599998508937
2012-05-08,SEA,Seattle,47.449,-122.309306,LAX,Los Angeles,33.942536,-118.408075,12.291666666700001,9.46149710861,872.1623199440232
2012-01-24,LAX,Los Angeles,33.942536,-118.408075,BOS,Boston,42.364346999999995,-71.00518100000001,10.65,8.292514062310001,5258.1449040785465
2012-01-26,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,9.88888888889,7.7678741803,156.51256917638386
2012-10-25,DEN,Denver,39.861655999999996,-104.67317800000001,ATL,Atlanta,33.636719,-84.428067,12.1304347826,10.1278389862,2249.1880633960923
2012-08-01,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,10.9545454545,7.10115532335,156.51256917638386
2012-09-27,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,9.90476190476,7.61514781147,584.4685506498537
2012-02-11,MIA,Miami,25.79325,-80.29055600000001,LGA,New York,40.777245,-73.872608,13.7894736842,13.2269881823,799.5642198340215
2011-11-03,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,12.041666666700001,8.045950462230001,390.6479276846078
2012-07-12,SEA,Seattle,47.449,-122.309306,LAX,Los Angeles,33.942536,-118.408075,12.481481481500001,8.67964183225,872.1623199440232
2011-12-06,JFK,New York,40.639751000000004,-73.778925,MCO,Orlando,28.429394,-81.308994,13.653846153800002,9.52866121842,882.7930713454393
2012-12-23,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.23529411765,7.24162802625,2420.4928123669188
2012-07-16,DEN,Denver,39.861655999999996,-104.67317800000001,LAS,Las Vegas,36.080056,-115.15225,12.2608695652,7.206167757899999,1173.7708183524433
2012-12-27,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,11.7142857143,9.176834188010002,390.6479276846078
2012-03-30,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,10.4210526316,8.126197617539999,1879.7523868796684
2013-02-23,DFW,Dallas-Fort Worth,32.896828,-97.037997,PHL,Philadelphia,39.871944,-75.241139,6.72727272727,6.574053682330001,2420.4928123669188
2011-09-24,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,14.8,9.17793455842,5360.173660023075
2012-07-13,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,12.565217391300001,10.134666371,584.4685506498537
2012-06-12,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,13.88,10.1911726509,1527.9398870021992
2011-10-24,MCO,Orlando,28.429394,-81.308994,PHL,Philadelphia,39.871944,-75.241139,13.6923076923,9.15104029395,719.5833211080045
2012-01-31,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,6.0,3.89444048185,2571.4703686921193
2012-05-19,DEN,Denver,39.861655999999996,-104.67317800000001,SFO,San Francisco,37.618972,-122.374889,11.28,7.75413867987,1971.1346885251635
2011-11-03,PHX,Phoenix,33.434278000000006,-112.011583,DEN,Denver,39.861655999999996,-104.67317800000001,9.11764705882,8.107730515850001,845.501645814704
2012-05-02,JFK,New York,40.639751000000004,-73.778925,MIA,Miami,25.79325,-80.29055600000001,14.5555555556,10.9204583355,807.8739736741641
2011-11-15,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,14.096774193499998,9.14824150209,3390.7244973177953
2012-03-27,DEN,Denver,39.861655999999996,-104.67317800000001,LAX,Los Angeles,33.942536,-118.408075,12.4545454545,9.6447729378,1544.881662246641
2012-02-08,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751000000004,-73.778925,11.842105263199999,11.255927613199999,5403.554833417769
2012-04-14,BOS,Boston,42.364346999999995,-71.00518100000001,PHL,Philadelphia,39.871944,-75.241139,7.466666666669999,4.92612085384,477.88487627158105
2012-07-12,BOS,Boston,42.364346999999995,-71.00518100000001,EWR,Newark,40.6925,-74.168667,12.090909090899999,9.2319790527,356.2123684197035
2011-11-19,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,10.2631578947,7.65827152868,2571.4703686921193
2012-07-23,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,9.25,6.99529917347,1148.3068853131601
2012-01-29,IAH,Houston,29.984433000000003,-95.341442,ORD,Chicago,41.978603,-87.904842,12.16,7.62495901628,823.5052672605634
2012-06-20,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,12.333333333299999,10.369828028099999,3833.4597352605124
2012-08-21,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,14.666666666700001,10.7345595732,3029.579253321205
2013-01-14,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861655999999996,-104.67317800000001,10.0555555556,9.68001107329,1275.4904022040619
2013-01-09,LAS,Las Vegas,36.080056,-115.15225,JFK,New York,40.639751000000004,-73.778925,12.16,8.97533657679,4598.323701126353
2012-06-11,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,8.833333333330001,5.9235323325,1027.6848410103114
2012-01-28,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,7.72222222222,5.50727385913,5360.173660023075
2011-09-16,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278000000006,-112.011583,13.0769230769,8.56468599272,2679.014872379074
2012-06-22,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,13.1111111111,10.0511512289,377.6032638053681
2012-12-06,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,5.583333333330001,3.7527767497300006,323.3318296838956
2012-09-12,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,9.7,8.53537530393,973.7448004122537
2011-09-07,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,9.72222222222,6.81525585861,797.0463706295586
2012-05-08,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364346999999995,-71.00518100000001,9.21052631579,5.9682395261000005,1503.038669073009
2012-11-12,ATL,Atlanta,33.636719,-84.428067,EWR,Newark,40.6925,-74.168667,12.6923076923,9.251029048789999,1148.3068853131601
2012-06-15,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,11.695652173900001,10.4595966488,1181.3369431650299
2011-09-26,DEN,Denver,39.861655999999996,-104.67317800000001,LAX,Los Angeles,33.942536,-118.408075,12.25,8.33666600027,1544.881662246641
2012-10-17,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,9.944444444439998,9.10379508597,156.51256917638386
2011-11-22,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,16.0,10.5546198416,353.95533631165074
2011-10-07,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,13.5555555556,8.82014012331,3029.579253321205
2011-09-15,PHL,Philadelphia,39.871944,-75.241139,ORD,Chicago,41.978603,-87.904842,12.3913043478,8.758056708669999,1408.7645504937798
2013-02-01,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,7.285714285710001,5.56677743304,506.26018847884245
2011-12-07,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,11.7142857143,10.075429802999999,2571.4703686921193
2012-09-17,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,17.5675675676,11.5314558697,4955.860857969598
2012-06-19,DFW,Dallas-Fort Worth,32.896828,-97.037997,PHL,Philadelphia,39.871944,-75.241139,7.307692307689999,6.447022767459999,2420.4928123669188
2012-07-24,ATL,Atlanta,33.636719,-84.428067,EWR,Newark,40.6925,-74.168667,11.2857142857,9.74239630247,1148.3068853131601
2012-03-16,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,8.26666666667,6.61671764404,1054.935853740084
2012-07-04,DEN,Denver,39.861655999999996,-104.67317800000001,LAX,Los Angeles,33.942536,-118.408075,12.833333333299999,9.59921494375,1544.881662246641
2012-03-13,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000001,8.066666666669999,6.67047510266,473.55355045901877
2011-11-13,MIA,Miami,25.79325,-80.29055600000001,LGA,New York,40.777245,-73.872608,13.7692307692,8.03645539928,799.5642198340215
2012-11-18,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,14.3846153846,11.2643754308,3779.583120066245
2012-09-26,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,15.5151515152,10.4586125159,377.6032638053681
2012-01-06,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000001,14.9230769231,12.4544709303,473.55355045901877
2012-05-24,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,11.409090909100001,8.2326822043,1527.9398870021992
2012-04-29,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861655999999996,-104.67317800000001,7.64705882353,5.841031335199999,1275.4904022040619
2011-09-08,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,9.42857142857,6.96829554892,1054.935853740084
2011-09-25,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861655999999996,-104.67317800000001,11.565217391300001,7.54276346125,1971.1346885251635
2011-09-23,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,10.85,8.387176929219999,1027.6848410103114
2012-01-17,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,10.842105263199999,8.207470566469999,591.2192684676628
2011-12-08,IAH,Houston,29.984433000000003,-95.341442,ORD,Chicago,41.978603,-87.904842,10.909090909100001,8.64048659845,823.5052672605634
2013-02-05,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000001,12.958333333299999,10.11876933,473.55355045901877
2012-07-04,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,10.5909090909,6.65946580804,1879.7523868796684
2012-10-15,MIA,Miami,25.79325,-80.29055600000001,ATL,Atlanta,33.636719,-84.428067,11.2272727273,8.1119066996,473.55355045901877
2012-10-11,MCO,Orlando,28.429394,-81.308994,PHL,Philadelphia,39.871944,-75.241139,15.7857142857,10.6540103486,719.5833211080045
2012-09-19,ORD,Chicago,41.978603,-87.904842,DEN,Denver,39.861655999999996,-104.67317800000001,11.7727272727,8.98110088799,1864.999597204111
2012-01-06,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,18.555555555599998,12.166568818900002,4955.860857969598
2012-04-06,DEN,Denver,39.861655999999996,-104.67317800000001,LAS,Las Vegas,36.080056,-115.15225,9.0,7.63120528604,1173.7708183524433
2013-01-20,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,8.1875,5.93541630104,1408.7645504937798
2012-12-05,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861655999999996,-104.67317800000001,15.5,11.799152511900001,1544.881662246641
2012-10-18,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,8.947368421050001,6.859492078790001,1027.6848410103114
2012-11-28,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278000000006,-112.011583,7.2,4.8579831206,2679.014872379074
2012-02-05,PHL,Philadelphia,39.871944,-75.241139,ORD,Chicago,41.978603,-87.904842,8.28571428571,7.770046742050001,1408.7645504937798
2012-05-15,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,17.0,12.0027774564,377.6032638053681
2012-03-07,LAX,Los Angeles,33.942536,-118.408075,IAH,Houston,29.984433000000003,-95.341442,8.78947368421,6.92482608982,2567.4154543705886
2012-10-20,DEN,Denver,39.861655999999996,-104.67317800000001,ATL,Atlanta,33.636719,-84.428067,11.590909090899999,10.2104479213,2249.1880633960923
2012-04-17,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,17.1764705882,12.5347289396,4955.860857969598
2012-12-14,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.29055600000001,13.2380952381,12.185666834100001,799.5642198340215
2012-03-18,JFK,New York,40.639751000000004,-73.778925,MIA,Miami,25.79325,-80.29055600000001,11.347826087,7.315044868139999,807.8739736741641
2013-01-03,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,11.7142857143,9.80888809776,3833.4597352605124
2012-10-02,ORD,Chicago,41.978603,-87.904842,DFW,Dallas-Fort Worth,32.896828,-97.037997,14.6296296296,10.7099814988,1013.6221962809236
2012-09-10,MCO,Orlando,28.429394,-81.308994,ATL,Atlanta,33.636719,-84.428067,11.2380952381,10.7745290473,353.95533631165074
2012-06-15,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,15.827586206900001,11.9912735101,807.5231832777396
2012-08-30,DEN,Denver,39.861655999999996,-104.67317800000001,SEA,Seattle,47.449,-122.309306,12.56,8.29698740508,1986.4462899651512
2011-11-13,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.29055600000001,13.2692307692,9.71002653882,799.5642198340215
2012-02-20,LAX,Los Angeles,33.942536,-118.408075,BOS,Boston,42.364346999999995,-71.00518100000001,8.823529411760001,6.1056868380800005,5258.1449040785465
2011-12-19,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,9.833333333330001,7.71743633141,3029.579253321205
2011-10-29,BOS,Boston,42.364346999999995,-71.00518100000001,SFO,San Francisco,37.618972,-122.374889,13.7307692308,9.37041169771,5708.968886670745
2012-04-25,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,12.6,9.72539630726,973.7448004122537
2012-11-18,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364346999999995,-71.00518100000001,9.25,7.92885027395,477.88487627158105
2012-03-23,BOS,Boston,42.364346999999995,-71.00518100000001,ATL,Atlanta,33.636719,-84.428067,9.444444444439998,6.87041588109,1503.038669073009
2012-08-07,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,8.666666666669999,8.60785908895,388.234640924886
2012-09-20,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364346999999995,-71.00518100000001,12.8846153846,8.27684443772,1879.7523868796684
2011-12-06,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,7.823529411760001,6.885086184260001,1402.5714537480035
2011-12-02,DEN,Denver,39.861655999999996,-104.67317800000001,LAS,Las Vegas,36.080056,-115.15225,12.7692307692,8.15012977716,1173.7708183524433
2012-02-10,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,11.0,8.4417508785,1027.6848410103114
2011-10-06,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,14.0740740741,9.425521515569999,3779.583120066245
2012-01-03,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,9.909090909089999,7.002782378380001,973.7448004122537
2012-01-09,DEN,Denver,39.861655999999996,-104.67317800000001,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.85714285714,7.45845637036,860.1757255797753
2013-02-09,LAS,Las Vegas,36.080056,-115.15225,JFK,New York,40.639751000000004,-73.778925,13.68,11.4153405556,4598.323701126353
2012-02-02,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,11.833333333299999,10.918144638800001,584.4685506498537
2011-12-25,ORD,Chicago,41.978603,-87.904842,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.0476190476,6.288689771930001,1013.6221962809236
2012-04-12,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433000000003,-95.341442,11.35,8.8035578932,823.5052672605634
2012-06-06,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,14.5555555556,10.5259142973,591.2192684676628
2012-12-18,BOS,Boston,42.364346999999995,-71.00518100000001,LAX,Los Angeles,33.942536,-118.408075,13.25,10.130668032400001,5258.1449040785465
2012-12-03,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,10.6842105263,7.88847705045,973.7448004122537
2012-08-14,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,9.11764705882,7.01678659485,797.0463706295586
2012-11-05,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,9.88888888889,7.895560099260001,3833.4597352605124
2012-05-24,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.88235294118,6.58485338619,2420.4928123669188
2012-07-11,SEA,Seattle,47.449,-122.309306,ORD,Chicago,41.978603,-87.904842,13.4444444444,8.59487026498,3825.7988929494127
2012-12-12,DEN,Denver,39.861655999999996,-104.67317800000001,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.222222222200001,9.2007388166,860.1757255797753
2012-02-24,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,11.909090909100001,9.08640581103,3390.7244973177953
2012-02-18,LAX,Los Angeles,33.942536,-118.408075,IAH,Houston,29.984433000000003,-95.341442,16.0,13.711309200799999,2567.4154543705886
2012-07-22,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.9230769231,8.21668096946,2016.491722110575
2012-11-17,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,17.0769230769,14.606637058299999,4912.5186714542615
2012-12-28,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,11.3,10.2088712712,1148.3068853131601
2012-12-09,MIA,Miami,25.79325,-80.29055600000001,LGA,New York,40.777245,-73.872608,17.8857142857,11.952778236199999,799.5642198340215
