DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,PAX
2012-10-27,SEA,Seattle,47.449,-122.309306,ORD,Chicago,41.978603,-87.904842,11.15,8.4993807824,2
2011-09-29,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,10.956521739100001,8.126713866060001,1
2012-11-30,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861655999999996,-104.67317800000001,11.35,9.246763302849999,6
2012-06-30,DEN,Denver,39.861655999999996,-104.67317800000001,SFO,San Francisco,37.618972,-122.374889,15.933333333299998,11.401552626700001,5
2012-06-10,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861655999999996,-104.67317800000001,12.3846153846,9.024752287250001,6
2011-11-11,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.5714285714,8.64622130512,6
2012-02-07,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,6.28571428571,5.268609091419999,0
2012-07-02,MIA,Miami,25.79325,-80.29055600000001,ATL,Atlanta,33.636719,-84.428067,11.4545454545,8.02215546814,5
2012-08-24,SFO,San Francisco,37.618972,-122.374889,ATL,Atlanta,33.636719,-84.428067,14.52,11.1322354748,6
2012-08-25,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,17.71875,12.0355236963,0
2012-05-26,SEA,Seattle,47.449,-122.309306,ORD,Chicago,41.978603,-87.904842,12.695652173900001,8.466161428180001,2
2012-06-06,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,8.47368421053,6.20365860738,3
2011-11-07,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364346999999995,-71.00518100000001,9.263157894739999,6.05385189834,7
2011-10-14,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,12.5,8.73772430825,1
2012-01-24,BOS,Boston,42.364346999999995,-71.00518100000001,LAX,Los Angeles,33.942536,-118.408075,6.5,4.1833001326699994,0
2013-01-09,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,8.94117647059,10.1024167173,6
2012-09-13,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,12.652173913,9.18797977425,7
2012-01-12,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,15.0689655172,10.0460761156,3
2012-10-10,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,9.85,9.033708802969999,7
2012-01-03,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,15.4642857143,11.2397513577,3
2012-11-03,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861655999999996,-104.67317800000001,12.956521739100001,10.2844907987,5
2012-11-23,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364346999999995,-71.00518100000001,6.27272727273,3.84943915632,4
2012-09-03,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,13.913043478299999,11.602950422100001,0
2012-09-22,DEN,Denver,39.861655999999996,-104.67317800000001,ORD,Chicago,41.978603,-87.904842,12.5789473684,10.3027277374,5
2012-11-22,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,9.61111111111,6.9885527315100004,2
2011-12-24,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,11.857142857100001,9.79431321883,5
2012-03-22,DFW,Dallas-Fort Worth,32.896828,-97.037997,PHL,Philadelphia,39.871944,-75.241139,9.11111111111,6.388306310469999,6
2011-10-27,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861655999999996,-104.67317800000001,11.6818181818,8.487449353999999,3
2012-06-26,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,11.909090909100001,8.847432185499999,7
2012-06-29,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,13.592592592599999,8.8763265932,3
2011-11-21,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,14.148148148099999,9.737728781569999,3
2012-08-19,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861655999999996,-104.67317800000001,17.0303030303,11.2430112973,0
2012-03-19,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,12.0,8.66025403784,7
2012-10-30,BOS,Boston,42.364346999999995,-71.00518100000001,LAX,Los Angeles,33.942536,-118.408075,12.8,8.86942313043,5
2012-05-20,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.142857142899999,6.47522751944,6
2011-09-29,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,13.724137931,9.300140366539999,6
2013-01-30,LGA,New York,40.777245,-73.872608,MIA,Miami,25.79325,-80.29055600000001,14.2142857143,9.255057247589999,7
2012-04-18,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,12.916666666700001,11.424293971800001,3
2012-03-19,JFK,New York,40.639751000000004,-73.778925,MIA,Miami,25.79325,-80.29055600000001,13.0454545455,11.6106571436,6
2011-10-22,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,10.0,8.15636658013,5
2012-06-07,EWR,Newark,40.6925,-74.168667,LAX,Los Angeles,33.942536,-118.408075,10.8636363636,7.126713358210001,0
2011-10-05,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,11.0,8.42614977318,3
2013-01-04,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,9.3125,10.7561997626,5
2013-01-01,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,14.0714285714,9.31716286267,2
2012-02-01,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,12.3913043478,9.69413660854,5
2012-12-29,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364346999999995,-71.00518100000001,11.961538461500002,8.31615665668,2
2012-10-05,MCO,Orlando,28.429394,-81.308994,ATL,Atlanta,33.636719,-84.428067,11.8076923077,8.07969915662,7
2012-10-04,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,13.7692307692,9.33941193998,7
2012-10-04,DEN,Denver,39.861655999999996,-104.67317800000001,PHX,Phoenix,33.434278000000006,-112.011583,11.35,8.904611460539998,6
2012-12-12,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,8.70588235294,9.74528543632,1
2012-11-24,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,8.470588235289998,9.06998929891,2
2013-01-16,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,12.217391304300001,9.03003333196,3
2012-03-06,IAH,Houston,29.984433000000003,-95.341442,LAX,Los Angeles,33.942536,-118.408075,14.3636363636,12.2806291701,0
2011-10-13,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,11.6,8.24621125124,3
2011-10-17,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,14.4516129032,9.71198129349,1
2011-09-03,DEN,Denver,39.861655999999996,-104.67317800000001,LAX,Los Angeles,33.942536,-118.408075,12.6923076923,7.96878525633,5
2012-10-11,BOS,Boston,42.364346999999995,-71.00518100000001,SFO,San Francisco,37.618972,-122.374889,12.64,8.58234622156,3
2011-12-08,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,9.4,10.1192885125,7
2012-12-10,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861655999999996,-104.67317800000001,9.38888888889,7.663042621719999,6
2011-10-05,LAX,Los Angeles,33.942536,-118.408075,SEA,Seattle,47.449,-122.309306,10.0476190476,7.42614429214,6
2011-10-22,MIA,Miami,25.79325,-80.29055600000001,ATL,Atlanta,33.636719,-84.428067,15.0,10.003570791,5
2011-10-17,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,9.333333333330001,6.782329983130001,3
2012-10-31,ORD,Chicago,41.978603,-87.904842,DEN,Denver,39.861655999999996,-104.67317800000001,10.1578947368,7.3956680856300006,0
2012-10-24,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,15.1785714286,11.0321200119,0
2012-07-19,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,8.105263157889999,5.6361406894599995,3
2013-01-30,SEA,Seattle,47.449,-122.309306,LAX,Los Angeles,33.942536,-118.408075,10.7619047619,7.628268230110001,0
2013-02-10,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,8.55,5.83523778436,3
2012-05-16,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,16.9142857143,11.7482700318,1
2012-06-11,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.666666666669999,7.565271530710001,7
2011-10-27,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,10.4,7.46500608101,3
2011-11-27,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.05882352941,5.15352534964,5
2012-05-28,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364346999999995,-71.00518100000001,8.23529411765,5.448961045060001,2
2012-08-09,MIA,Miami,25.79325,-80.29055600000001,LGA,New York,40.777245,-73.872608,12.851851851900001,9.0413737201,0
2012-04-20,MIA,Miami,25.79325,-80.29055600000001,JFK,New York,40.639751000000004,-73.778925,13.875,11.1601484329,0
2011-10-22,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,10.8095238095,7.801404025039999,2
2012-08-17,JFK,New York,40.639751000000004,-73.778925,MIA,Miami,25.79325,-80.29055600000001,15.65625,9.68407197412,0
2011-11-24,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,11.8,9.666001187010002,2
2012-05-31,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278000000006,-112.011583,10.1052631579,7.6659038522100005,0
2011-10-28,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,12.75,8.82314150895,3
2011-10-01,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,10.3684210526,8.09121970146,5
2012-06-22,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364346999999995,-71.00518100000001,7.294117647060001,5.28872274139,0
2012-10-07,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,13.52,9.24265474129,0
2012-08-10,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,9.95,6.660764931569999,3
2012-12-27,DFW,Dallas-Fort Worth,32.896828,-97.037997,SFO,San Francisco,37.618972,-122.374889,12.1363636364,9.067448081939999,5
2013-02-14,SEA,Seattle,47.449,-122.309306,ORD,Chicago,41.978603,-87.904842,11.842105263199999,11.1517968552,0
2012-04-06,DEN,Denver,39.861655999999996,-104.67317800000001,ATL,Atlanta,33.636719,-84.428067,10.1052631579,7.578439716589999,0
2012-08-15,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,19.0512820513,12.977609702,7
2012-02-17,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,6.57142857143,4.30945803686,0
2012-04-28,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,9.555555555560002,7.57101455803,5
2012-11-28,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,7.733333333330001,6.123335536719999,0
2013-01-17,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,11.5,7.9327530800199995,3
2013-02-14,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,8.86666666667,8.50098033562,3
2012-03-22,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,8.0,5.53774924195,6
2012-03-27,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,7.76470588235,6.09845689257,0
2011-12-07,LAX,Los Angeles,33.942536,-118.408075,SEA,Seattle,47.449,-122.309306,11.7272727273,8.61992055085,6
2012-05-21,BOS,Boston,42.364346999999995,-71.00518100000001,PHL,Philadelphia,39.871944,-75.241139,8.944444444439998,6.178446618230001,3
2013-02-25,BOS,Boston,42.364346999999995,-71.00518100000001,PHL,Philadelphia,39.871944,-75.241139,6.5,7.229988054810001,3
2012-08-15,LAX,Los Angeles,33.942536,-118.408075,SEA,Seattle,47.449,-122.309306,13.7692307692,10.0212082797,3
2011-11-03,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364346999999995,-71.00518100000001,6.84615384615,5.04721299079,7
2012-01-09,DEN,Denver,39.861655999999996,-104.67317800000001,LAS,Las Vegas,36.080056,-115.15225,12.6086956522,9.930390134400001,3
2011-09-08,JFK,New York,40.639751000000004,-73.778925,MCO,Orlando,28.429394,-81.308994,12.28,7.75951029383,5
2012-06-23,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,14.6153846154,10.7483093483,0
2013-01-13,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,12.153846153800002,8.86201921773,6
2012-05-28,DFW,Dallas-Fort Worth,32.896828,-97.037997,SFO,San Francisco,37.618972,-122.374889,12.333333333299999,8.605694104169999,0
2012-01-03,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,13.846153846199998,11.5609422028,6
2012-05-29,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,17.411764705899998,12.9289846963,1
2011-11-04,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,11.590909090899999,8.6611287668,6
2012-06-11,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,9.8,6.46122035076,6
2012-10-15,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,14.0740740741,10.7414578796,3
2012-01-01,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,9.444444444439998,6.95550752766,2
2012-03-17,BOS,Boston,42.364346999999995,-71.00518100000001,EWR,Newark,40.6925,-74.168667,10.2941176471,9.33250171365,2
2012-01-19,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364346999999995,-71.00518100000001,7.416666666669999,7.191640770349999,7
2012-04-21,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,14.1923076923,11.828843496400001,3
2011-11-11,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,10.2631578947,7.5413092384,0
2011-09-05,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364346999999995,-71.00518100000001,11.166666666700001,8.01447964986,6
2012-05-23,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000001,10.7272727273,6.915695180299999,6
2012-02-18,IAH,Houston,29.984433000000003,-95.341442,ORD,Chicago,41.978603,-87.904842,10.5,10.820731735599999,2
2013-02-20,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,12.2857142857,9.193165163,5
2011-09-15,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,13.5333333333,8.74833317457,1
2012-04-25,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,12.291666666700001,10.456864467599999,1
2012-11-18,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,4.090909090909999,3.17661912903,2
2011-11-14,JFK,New York,40.639751000000004,-73.778925,LAS,Las Vegas,36.080056,-115.15225,13.458333333299999,10.7662078693,6
2012-03-30,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000001,15.7575757576,10.974488322400001,6
2011-12-27,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,16.7575757576,10.712231044,6
2012-01-28,ATL,Atlanta,33.636719,-84.428067,EWR,Newark,40.6925,-74.168667,9.625,8.77021474462,2
2011-12-28,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,12.28,7.829005896880001,0
2011-09-11,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,12.291666666700001,8.12125052839,6
2013-01-24,DEN,Denver,39.861655999999996,-104.67317800000001,LAX,Los Angeles,33.942536,-118.408075,16.2068965517,11.9981525672,6
2011-11-16,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,12.84,9.007774419910001,0
2011-12-15,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.4782608696,7.5249256427499995,3
2012-08-01,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.166666666669999,6.41918081635,0
2011-09-23,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,11.8695652174,8.26990352712,7
2012-09-15,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,9.411764705880001,6.937748405730001,2
2012-11-18,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,9.84210526316,7.440603006439999,6
2012-04-27,MIA,Miami,25.79325,-80.29055600000001,ATL,Atlanta,33.636719,-84.428067,14.172413793099999,10.6639210342,6
2011-11-07,DEN,Denver,39.861655999999996,-104.67317800000001,ORD,Chicago,41.978603,-87.904842,8.25,6.6080758672,6
2011-09-10,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,11.2272727273,7.335054894339999,5
2011-11-15,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.0,7.080489625249999,7
2012-08-09,ATL,Atlanta,33.636719,-84.428067,EWR,Newark,40.6925,-74.168667,9.263157894739999,7.4449244848300005,3
2012-04-02,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,13.68,10.4272079996,6
2013-01-17,DEN,Denver,39.861655999999996,-104.67317800000001,ATL,Atlanta,33.636719,-84.428067,7.666666666669999,6.05530070819,0
2012-07-24,PHX,Phoenix,33.434278000000006,-112.011583,ORD,Chicago,41.978603,-87.904842,10.25,7.08501012145,5
2012-08-05,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,14.6785714286,10.3603716916,6
2012-03-22,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,9.052631578949999,7.367146924089999,7
2012-04-17,DEN,Denver,39.861655999999996,-104.67317800000001,ORD,Chicago,41.978603,-87.904842,12.9047619048,11.3969503022,6
2012-07-31,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,11.826086956500001,9.441938234730001,3
2011-09-06,BOS,Boston,42.364346999999995,-71.00518100000001,SFO,San Francisco,37.618972,-122.374889,13.037037037000001,8.00231448001,3
2012-10-24,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433000000003,-95.341442,11.2857142857,8.426997431719998,6
2012-02-04,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,16.2580645161,11.257494516800001,0
2012-11-09,MIA,Miami,25.79325,-80.29055600000001,JFK,New York,40.639751000000004,-73.778925,14.541666666700001,11.974535179,5
2011-10-14,LAX,Los Angeles,33.942536,-118.408075,BOS,Boston,42.364346999999995,-71.00518100000001,12.68,8.40495885376,3
2012-06-21,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.25,7.239329715989999,3
2012-09-15,DEN,Denver,39.861655999999996,-104.67317800000001,DFW,Dallas-Fort Worth,32.896828,-97.037997,15.208333333299999,12.5107924424,5
2012-04-12,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,13.653846153800002,10.2017343925,7
2012-05-23,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,8.95,6.660764931569999,5
2012-11-02,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,15.5,11.877460758699998,7
2011-09-24,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278000000006,-112.011583,12.88,8.69060795725,2
2012-10-22,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,12.3636363636,9.824873461180001,3
2013-01-05,LGA,New York,40.777245,-73.872608,CLT,Charlotte,35.214,-80.943139,10.0,7.3861732687199995,2
2012-11-26,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,12.92,8.85023540177,7
2013-02-15,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,13.2608695652,9.87290779357,6
2012-09-01,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,13.166666666700001,9.95933761839,0
2012-01-11,DEN,Denver,39.861655999999996,-104.67317800000001,MSP,Minneapolis,44.881956,-93.221767,9.0,6.745368781619999,0
2011-12-12,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,10.0476190476,8.36346931887,3
2013-01-04,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278000000006,-112.011583,14.28,9.262469073270001,5
2012-09-11,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,19.5,12.8761357478,3
2011-11-29,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,11.5714285714,8.19494617781,5
2011-09-29,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364346999999995,-71.00518100000001,10.5454545455,6.5735927172399995,0
2012-12-16,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,11.380952380999998,8.80611259567,7
2012-11-05,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,7.0,5.63154381269,3
2012-02-10,MIA,Miami,25.79325,-80.29055600000001,LGA,New York,40.777245,-73.872608,8.0625,7.1783818975199996,6
2011-12-12,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,9.333333333330001,6.65081448646,3
2012-01-29,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364346999999995,-71.00518100000001,7.9375,5.48292804987,5
2012-10-19,BOS,Boston,42.364346999999995,-71.00518100000001,EWR,Newark,40.6925,-74.168667,13.2608695652,10.7204875708,6
2012-01-05,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,12.1304347826,8.79723276649,6
2012-08-12,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364346999999995,-71.00518100000001,12.083333333299999,7.93405793792,6
2011-11-21,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,11.0454545455,9.178013441689998,0
2011-12-19,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,9.05882352941,6.896290563010001,5
2011-10-23,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,14.8666666667,9.34670634717,7
2012-02-29,MIA,Miami,25.79325,-80.29055600000001,LGA,New York,40.777245,-73.872608,12.173913043499999,10.560011079199999,7
2012-12-16,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433000000003,-95.341442,11.35,9.00453102318,5
2012-06-02,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,11.826086956500001,8.56871780964,6
2012-10-05,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,19.761904761900002,12.6275145263,1
2011-11-18,BOS,Boston,42.364346999999995,-71.00518100000001,PHL,Philadelphia,39.871944,-75.241139,10.380952381,6.778467308150001,3
2012-09-13,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861655999999996,-104.67317800000001,10.75,8.22624170758,3
2013-02-05,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,8.75,6.952217871539999,6
2012-06-28,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,13.32,9.93193502462,7
2012-09-18,IAH,Houston,29.984433000000003,-95.341442,ORD,Chicago,41.978603,-87.904842,10.777777777799999,8.76191998537,0
2012-03-28,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,8.27777777778,7.061124352689999,7
2012-11-07,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,7.92857142857,7.740644832160001,6
2011-10-02,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,15.2857142857,9.28502235924,7
2012-10-12,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,13.448275862100001,9.32196410518,3
2011-09-10,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.9,6.734827001259999,5
2012-04-14,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.4,5.32916503779,5
2012-08-21,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861655999999996,-104.67317800000001,11.2380952381,8.09261862381,6
2012-10-30,MIA,Miami,25.79325,-80.29055600000001,JFK,New York,40.639751000000004,-73.778925,14.653846153800002,11.9797906749,2
2012-12-05,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,14.846153846199998,12.8084106983,5
2013-01-05,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,9.29411764706,7.88800280396,0
2012-12-29,DEN,Denver,39.861655999999996,-104.67317800000001,ORD,Chicago,41.978603,-87.904842,12.1818181818,9.72789980582,2
2012-09-03,DEN,Denver,39.861655999999996,-104.67317800000001,MSP,Minneapolis,44.881956,-93.221767,13.7407407407,9.19695849638,0
2012-10-08,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,12.1153846154,8.57123992466,1
2012-04-18,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,11.217391304300001,8.727993217949999,7
2012-07-23,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.88888888889,5.76897267732,6
2012-11-17,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364346999999995,-71.00518100000001,11.3636363636,8.07433001523,0
2013-01-03,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,17.740740740699998,14.2871448205,0
2012-05-08,DEN,Denver,39.861655999999996,-104.67317800000001,SEA,Seattle,47.449,-122.309306,10.1,6.965327664489998,5
2011-12-01,DEN,Denver,39.861655999999996,-104.67317800000001,PHX,Phoenix,33.434278000000006,-112.011583,8.11111111111,6.0961790240100004,3
2012-11-07,DEN,Denver,39.861655999999996,-104.67317800000001,PHX,Phoenix,33.434278000000006,-112.011583,10.15,6.96060342212,6
2012-12-18,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,13.037037037000001,9.45630225943,6
