DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Norm mean,Norm std,CV,CV of norm,Distance,Norm Distance,Airports,Day,Month,Year,IsHolidays
2012-04-05,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024074,9.70588235294,8.221653619269999,0.3407530470326766,0.40747774956711547,0.8470794638036783,0.22115270207672932,591.2192684676628,0.07829088144676259,2,5,4,2012,0
2011-10-25,ORD,Chicago,0.7473928633272919,0.6710189398000861,IAH,Houston,0.1935367281207072,0.5262526896201161,14.333333333299999,10.5487137756,0.5674414729640831,0.5639142468097781,0.735956775043572,0.13413654295867128,823.5052672605634,0.12012569932025531,2,25,10,2011,0
2012-08-13,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.217391304300001,8.62847569883,0.41479847429258315,0.434826342578012,0.7692051979609926,0.16017218060646554,591.2192684676628,0.07829088144676259,2,13,8,2012,0
2012-03-21,ATL,Atlanta,0.3621887489465847,0.7387003640355518,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,7.5625,6.752468684369999,0.2357535616098569,0.30871186919558447,0.8928884210737189,0.2570240399584781,1027.6848410103114,0.15689853679516363,2,21,3,2012,0
2012-07-29,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,MCO,Orlando,0.12172951756461914,0.799418501658604,13.8148148148,9.05978874366,0.5420404158218408,0.4638213394476608,0.6558024023567891,0.07137055227266109,719.5833211080045,0.10140930783327907,2,29,7,2012,1
2013-01-19,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.0952380952,7.78398845005,0.40881446304948726,0.37805573146773275,0.7015611907794475,0.10720260474424481,2016.491722110575,0.33498312216772885,2,19,1,2013,0
2012-12-01,ATL,Atlanta,0.3621887489465847,0.7387003640355518,LGA,New York,0.6919176200316315,0.9441805859593362,14.333333333299999,11.540728131099998,0.5674414729640831,0.6306023599497506,0.805167078915826,0.18833262911852378,1181.3369431650299,0.18457135281905562,1,1,12,2012,2
2011-12-20,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,7.3571428571399995,5.79929893452,0.22569357660595674,0.24463508263783582,0.7882542241098208,0.17508878412736206,2420.4928123669188,0.40774390895382934,2,20,12,2011,2
2011-11-03,ORD,Chicago,0.7473928633272919,0.6710189398000861,EWR,Newark,0.6880043406485579,0.9384172867013378,9.42105263158,6.40586354204,0.326799878978035,0.2854113566390408,0.6799519960823821,0.09028122581476017,1527.9398870021992,0.24699470637973342,2,3,11,2011,0
2011-10-19,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,JFK,New York,0.6855685441510919,0.9460042871958705,14.6333333333,10.267065972200001,0.5821377988826197,0.5449804879638216,0.7016218204252885,0.10725008162739658,4598.323701126353,0.799972278567049,2,19,10,2011,0
2011-11-09,DEN,Denver,0.6496383639449108,0.34459434731456895,SFO,San Francisco,0.5460776929914688,0.0,9.5,7.778174593049999,0.330667333167072,0.3776648952351257,0.8187552203210525,0.19897301127475864,1971.1346885251635,0.32681429903939496,2,9,11,2011,0
2013-01-30,JFK,New York,0.6855685441510919,0.9460042871958705,MCO,Orlando,0.12172951756461914,0.799418501658604,12.48,10.0917458021,0.47665083729120156,0.533194598702718,0.8086334777323718,0.19104704067887013,882.7930713454393,0.13080346078198446,2,30,1,2013,0
2012-12-02,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DEN,Denver,0.6496383639449108,0.34459434731456895,12.92,10.6611444039,0.4982054486383884,0.5714723899141584,0.8251659755340557,0.20399304185452505,1544.881662246641,0.2500459280869736,2,2,12,2012,2
2011-09-26,PHX,Phoenix,0.3528406081525697,0.20173963223618063,DEN,Denver,0.6496383639449108,0.34459434731456895,6.71428571429,4.5476717868900005,0.1942014496380141,0.16049451313152022,0.6773128193236103,0.08821458193361964,845.501645814704,0.12408725746612233,2,26,9,2011,0
2011-11-30,SEA,Seattle,1.0000000000000002,0.0012766862525279699,SFO,San Francisco,0.5460776929914688,0.0,11.7142857143,9.48758587388,0.4391402149474462,0.4925799791416273,0.8099158672814513,0.19205123356062204,584.4685506498537,0.07707507398574046,2,30,11,2011,2
2012-09-20,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,10.857142857100001,7.7413546249100005,0.39715071232025684,0.3751896748035698,0.7130195049287356,0.11617519619576755,860.1757255797753,0.12673006614862148,2,20,9,2012,0
2011-11-01,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,10.15,7.02832614646,0.3625093726572345,0.3272563726499639,0.692445925759606,0.10006477033598893,1275.4904022040619,0.20152843517238794,2,1,11,2011,0
2013-01-29,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,7.9375,7.22466838916,0.25412396900802753,0.34045546964159357,0.9101944427288189,0.2705757596913556,584.4685506498537,0.07707507398574046,2,29,1,2013,0
2011-12-16,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,8.25,5.9048003070899995,0.2694326418398364,0.2517274068883497,0.7157333705563635,0.11830032622918951,2420.4928123669188,0.40774390895382934,2,16,12,2011,0
2011-11-11,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,10.25,7.08501012145,0.3674081479634133,0.33106694990259966,0.6912204996536585,0.09910518346662556,860.1757255797753,0.12673006614862148,2,11,11,2011,0
2012-09-24,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,IAH,Houston,0.1935367281207072,0.5262526896201161,10.3,7.66468319117,0.36985753561650275,0.3700354416823364,0.7441439991427183,0.14054766208200797,2567.4154543705886,0.43420474603250286,2,24,9,2012,0
2012-09-18,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,BOS,Boston,0.765205407339852,1.0,13.0,10.4106172911,0.5021244688833315,0.5546307178653539,0.8008167146999999,0.184926016220207,5258.1449040785465,0.9188063882336603,2,18,9,2012,0
2012-01-02,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,15.7857142857,10.4078216416,0.6385903524118994,0.5544427804740026,0.6593190180205062,0.07412428683007144,3029.579253321205,0.5174406640701572,2,2,1,2012,2
2012-01-28,JFK,New York,0.6855685441510919,0.9460042871958705,MCO,Orlando,0.12172951756461914,0.799418501658604,15.3793103448,10.5472196509,0.6186815365117526,0.5638138043550027,0.685805762055266,0.09486509826259115,882.7930713454393,0.13080346078198446,2,28,1,2012,0
2012-03-03,JFK,New York,0.6855685441510919,0.9460042871958705,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.652173913,10.2230074549,0.4360974973631389,0.5420186564437515,0.8773476547148408,0.24485462781241252,4598.323701126353,0.799972278567049,2,3,3,2012,0
2012-03-14,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ATL,Atlanta,0.3621887489465847,0.7387003640355518,16.0,12.7039877341,0.6490877280686969,0.7088024258922678,0.79399923338125,0.1795874931351743,3779.583120066245,0.6525167139945791,2,14,3,2012,0
2012-11-17,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,8.944444444439998,6.32894584868,0.3034519147991939,0.28024056872773895,0.7075840079273082,0.11191885505392385,860.1757255797753,0.12673006614862148,2,17,11,2012,0
2012-08-05,MIA,Miami,0.0,0.8192441545511606,JFK,New York,0.6855685441510919,0.9460042871958705,16.5161290323,11.445147349400001,0.674371729651029,0.624176946901364,0.6929679059189436,0.10047351412277261,807.8739736741641,0.11731049597734035,2,5,8,2012,1
2013-02-19,EWR,Newark,0.6880043406485579,0.9384172867013378,MCO,Orlando,0.12172951756461914,0.799418501658604,10.714285714299999,7.530888773200001,0.3901524618856577,0.36104111893528,0.7028829521643963,0.10823762828689065,841.0684679543131,0.12328884004383246,2,19,2,2013,0
2012-11-28,SFO,San Francisco,0.5460776929914688,0.0,JFK,New York,0.6855685441510919,0.9460042871958705,14.88,12.0011110597,0.5942214446394938,0.661551578234716,0.8065262808938172,0.1893969710356438,5403.554833417769,0.944994785048431,2,28,11,2012,2
2011-10-02,JFK,New York,0.6855685441510919,0.9460042871958705,MIA,Miami,0.0,0.8192441545511606,11.68,8.56699091475,0.4374606348417707,0.43069303118550983,0.7334752495505138,0.1321933500826814,807.8739736741641,0.11731049597734035,2,2,10,2011,0
2013-02-03,DEN,Denver,0.6496383639449108,0.34459434731456895,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,10.8695652174,8.20368181105,0.39775925583907773,0.4062695956999256,0.7547387266159962,0.1488440100368118,1173.7708183524433,0.18320869017392188,2,3,2,2013,0
2012-11-10,JFK,New York,0.6855685441510919,0.9460042871958705,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,19.555555555599998,13.459875704000002,0.8232664056238994,0.7596169551159182,0.6882890984984359,0.09680970922812526,4955.860857969598,0.8643648890440983,2,10,11,2012,0
2012-11-28,ORD,Chicago,0.7473928633272919,0.6710189398000861,BOS,Boston,0.765205407339852,1.0,10.6315789474,9.28685167509,0.38610084321222166,0.4790856331316624,0.8735157516147817,0.24185400306511584,1879.7523868796684,0.3103563034388581,2,28,11,2012,2
2011-10-06,LGA,New York,0.6919176200316315,0.9441805859593362,BOS,Boston,0.765205407339852,1.0,7.2,6.34935317291,0.21799550112495858,0.28161245003125934,0.8818546073486111,0.24838385943822705,323.3318296838956,0.03004422744973377,1,6,10,2011,0
2012-12-16,LGA,New York,0.6919176200316315,0.9441805859593362,ATL,Atlanta,0.3621887489465847,0.7387003640355518,11.913043478299999,9.282990522639999,0.4488769112093914,0.47882606736025124,0.7792291314599222,0.16802156044116978,1181.3369431650299,0.18457135281905562,1,16,12,2012,0
2012-01-06,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,6.92857142857,4.8272350058999995,0.2046988252938317,0.17928813590093765,0.6967143307485972,0.10340720392760405,2420.4928123669188,0.40774390895382934,2,6,1,2012,2
2012-08-21,LGA,New York,0.6919176200316315,0.9441805859593362,CLT,Charlotte,0.4350230308347669,0.8065405004832809,7.1428571428600005,5.081749287809999,0.2151962009501392,0.19639784518452771,0.7114449002931152,0.11494218024690972,797.0463706295586,0.1153604395652817,1,21,8,2012,0
2011-10-07,JFK,New York,0.6855685441510919,0.9460042871958705,MCO,Orlando,0.12172951756461914,0.799418501658604,14.9677419355,9.98159596781,0.5985197249089311,0.5257897818563142,0.6668738685383115,0.0800402170699317,882.7930713454393,0.13080346078198446,2,7,10,2011,0
2011-09-09,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DEN,Denver,0.6496383639449108,0.34459434731456895,13.0769230769,8.084172570760002,0.5058927575792616,0.39823559327491576,0.6182014318827381,0.04192659203132054,1544.881662246641,0.2500459280869736,2,9,9,2011,0
2013-03-04,BOS,Boston,0.765205407339852,1.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,5.833333333330001,4.15239981727,0.15104557194035106,0.13392237565696488,0.7118399686752639,0.11525154401039617,5258.1449040785465,0.9188063882336603,2,4,3,2013,0
2012-07-29,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,9.65,6.200806399169999,0.33801549612634024,0.27162640093950197,0.6425706113129532,0.061009215197989186,860.1757255797753,0.12673006614862148,2,29,7,2012,1
2011-09-08,BOS,Boston,0.765205407339852,1.0,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,8.176470588239999,5.3178390126699995,0.2658306011737589,0.2122689645845218,0.6503831885995538,0.06712696195050494,477.88487627158105,0.05787930399067451,2,8,9,2011,0
2012-06-25,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,SFO,San Francisco,0.5460776929914688,0.0,16.34375,10.757171276500001,0.6659272681836865,0.5779277913999553,0.6581825637629064,0.07323437059772409,807.5231832777396,0.1172473184615949,2,25,6,2012,0
2012-10-27,SFO,San Francisco,0.5460776929914688,0.0,BOS,Boston,0.765205407339852,1.0,9.65,6.200806399169999,0.33801549612634024,0.27162640093950197,0.6425706113129532,0.061009215197989186,5708.968886670745,1.0000000000000002,2,27,10,2012,0
2012-07-01,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,12.916666666700001,9.22150919774,0.49804215612981545,0.47469298851094366,0.7139232927264156,0.11688291973710174,3029.579253321205,0.5174406640701572,2,1,7,2012,1
2012-05-01,DTW,Detroit,0.7581909654479757,0.7596208255651364,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.0,6.910137480539999,0.30617345663617773,0.3193111457678762,0.7677930533933331,0.1590663812619012,506.26018847884245,0.06298971109425822,2,1,5,2012,0
2012-03-03,MCO,Orlando,0.12172951756461914,0.799418501658604,ATL,Atlanta,0.3621887489465847,0.7387003640355518,11.2272727273,9.00228446235,0.41528254300240625,0.4599556171455865,0.801822907575785,0.18571392947500398,353.95533631165074,0.03555953542816277,2,3,3,2012,0
2011-12-05,EWR,Newark,0.6880043406485579,0.9384172867013378,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,11.0,7.861297602810001,0.4041489627597546,0.38325283521671605,0.7146634184372728,0.1174624854166395,4912.5186714542615,0.8565589408228079,2,5,12,2011,0
2012-12-11,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,SFO,San Francisco,0.5460776929914688,0.0,13.538461538499998,10.5422227987,0.52850248976464,0.5634778912273248,0.7786869112654015,0.16759696741476005,487.13881467586566,0.059545942659244996,2,11,12,2012,0
2012-07-02,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.05882352941,6.38817842029,0.3090550891691377,0.2842224752547954,0.7051885269152672,0.1100430404994539,1027.6848410103114,0.15689853679516363,2,2,7,2012,1
2012-02-27,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,13.375,12.046332655,0.5204948762815023,0.6645915976124764,0.9006603854205608,0.2631099841865254,1013.6221962809236,0.1543658478507986,2,27,2,2012,0
2012-04-22,LGA,New York,0.6919176200316315,0.9441805859593362,CLT,Charlotte,0.4350230308347669,0.8065405004832809,8.5,5.33853912602,0.28167958010528354,0.21366052862131366,0.6280634265905882,0.04964916345480663,797.0463706295586,0.1153604395652817,1,22,4,2012,0
2012-02-04,SFO,San Francisco,0.5460776929914688,0.0,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,11.6818181818,8.04976405236,0.4375497034828106,0.39592248242594874,0.6890848605143799,0.09743284168624078,2821.5329251956728,0.47997142230952744,2,4,2,2012,0
2012-04-04,MCO,Orlando,0.12172951756461914,0.799418501658604,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,17.125,11.3072913958,0.7041989502632089,0.6149095876341063,0.6602797895357664,0.07487663225998142,719.5833211080045,0.10140930783327907,2,4,4,2012,0
2011-10-17,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,IAH,Houston,0.1935367281207072,0.5262526896201161,11.1363636364,7.4660849340499995,0.4108291109063253,0.35668468423937116,0.6704239532594435,0.08282016003588621,2567.4154543705886,0.43420474603250286,2,17,10,2011,0
2012-07-06,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,8.411764705880001,5.9483067289100005,0.27735713130559875,0.25465212381866587,0.7071413593811068,0.11157223298457497,2420.4928123669188,0.40774390895382934,2,6,7,2012,1
2013-01-01,ATL,Atlanta,0.3621887489465847,0.7387003640355518,DTW,Detroit,0.7581909654479757,0.7596208255651364,11.15,8.46214480713,0.4114971257190229,0.42364475708697213,0.7589367540026906,0.15213133347308294,156.51256917638386,0.0,2,1,1,2013,2
2011-11-27,SFO,San Francisco,0.5460776929914688,0.0,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,9.9,6.49615270756,0.35026243439178734,0.2914810410666182,0.6561770411676767,0.07166391837767294,807.5231832777396,0.1172473184615949,2,27,11,2011,2
2012-11-13,ATL,Atlanta,0.3621887489465847,0.7387003640355518,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,8.94117647059,6.65648732662,0.30329182410321776,0.3022595274431973,0.7444755562665636,0.14080729247582902,3779.583120066245,0.6525167139945791,2,13,11,2012,0
2012-09-21,PHX,Phoenix,0.3528406081525697,0.20173963223618063,ORD,Chicago,0.7473928633272919,0.6710189398000861,14.5217391304,12.9680361071,0.5766710496278273,0.7265530639504987,0.8930084744431569,0.25711804941068117,2679.014872379074,0.4543038538196032,2,21,9,2012,0
2012-12-20,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.0,9.76028472406,0.4041489627597546,0.5109121450756355,0.8872986112781818,0.2526468620478698,2016.491722110575,0.33498312216772885,2,20,12,2012,2
2011-10-02,SFO,San Francisco,0.5460776929914688,0.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,13.8214285714,8.71802547908,0.5423644088969723,0.4408463218695029,0.630761533371433,0.05176195330518857,3833.4597352605124,0.6622199177864786,2,2,10,2011,0
2013-02-07,SEA,Seattle,1.0000000000000002,0.0012766862525279699,ORD,Chicago,0.7473928633272919,0.6710189398000861,7.8571428571399995,6.549893045009999,0.250187453136851,0.2950937324396573,0.833622751183394,0.21061523704921803,3825.7988929494127,0.6608401964752163,2,7,2,2013,0
2012-09-07,SFO,San Francisco,0.5460776929914688,0.0,DEN,Denver,0.6496383639449108,0.34459434731456895,16.0769230769,12.677296484400001,0.6528560167646271,0.7070081080278416,0.7885399727150074,0.17531254352676207,1971.1346885251635,0.32681429903939496,2,7,9,2012,1
2013-02-02,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,12.05,10.7628747872,0.4555861034746325,0.5783112096083187,0.8931846296431535,0.25725599017762457,860.1757255797753,0.12673006614862148,2,2,2,2013,0
2012-12-27,SFO,San Francisco,0.5460776929914688,0.0,BOS,Boston,0.765205407339852,1.0,14.5333333333,10.4806334809,0.5772390235764409,0.5593375525609656,0.7211445055681678,0.12253759037794443,5708.968886670745,1.0000000000000002,2,27,12,2012,2
2011-09-11,DEN,Denver,0.6496383639449108,0.34459434731456895,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.0,7.840807411839999,0.4531367158215431,0.38187538320093517,0.6534006176533332,0.06948980152539996,1864.999597204111,0.3076993190643796,2,11,9,2011,0
2012-02-01,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MIA,Miami,0.0,0.8192441545511606,12.52,10.4367938883,0.478610347413673,0.5563904382423975,0.8336097354872205,0.21060504492822185,473.55355045901877,0.05709923017020781,2,1,2,2012,0
2012-08-09,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,JFK,New York,0.6855685441510919,0.9460042871958705,17.0,11.301074538,0.6980754811304852,0.6144916596938069,0.6647690904705882,0.07839204147867507,4955.860857969598,0.8643648890440983,2,9,8,2012,0
2012-07-29,ORD,Chicago,0.7473928633272919,0.6710189398000861,DTW,Detroit,0.7581909654479757,0.7596208255651364,10.909090909100001,7.250018659480001,0.39969553066367386,0.3421596402373679,0.6645850437851129,0.07824792117482748,506.26018847884245,0.06298971109425822,2,29,7,2012,1
2013-01-03,PHX,Phoenix,0.3528406081525697,0.20173963223618063,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.434782608699999,7.768386324520001,0.42544798583031035,0.37700687939538113,0.6793645835128977,0.0898212442737758,2679.014872379074,0.4543038538196032,2,3,1,2013,2
2011-10-23,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.5,6.49358657959,0.4286428392906488,0.291308533248111,0.5646597025730434,0.0,1408.7645504937798,0.22553117209979162,2,23,10,2011,0
2011-10-10,LGA,New York,0.6919176200316315,0.9441805859593362,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.3703703704,8.40397409722,0.47128032806810133,0.41973423415713473,0.6793631755221453,0.08982014172713382,1560.8617188022472,0.25292394380503647,1,10,10,2011,0
2012-10-30,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,DEN,Denver,0.6496383639449108,0.34459434731456895,10.55,7.64663668756,0.38210447388194985,0.3688222664214622,0.7247996860246445,0.12539983001374577,1173.7708183524433,0.18320869017392188,2,30,10,2012,0
2012-01-02,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024074,11.913043478299999,10.3656471248,0.4488769112093914,0.5516076007889623,0.87010906521758,0.23918635014102052,591.2192684676628,0.07829088144676259,2,2,1,2012,2
2011-10-08,JFK,New York,0.6855685441510919,0.9460042871958705,MCO,Orlando,0.12172951756461914,0.799418501658604,15.354838709700001,9.593568634239999,0.6174827260944555,0.4997046646611346,0.6247912345819382,0.04708682822276217,882.7930713454393,0.13080346078198446,2,8,10,2011,0
2013-01-28,JFK,New York,0.6855685441510919,0.9460042871958705,MIA,Miami,0.0,0.8192441545511606,10.75,8.315331433089998,0.3919020244943075,0.4137752356993446,0.7735192030781394,0.16355032200943465,807.8739736741641,0.11731049597734035,2,28,1,2013,0
2012-09-07,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,BOS,Boston,0.765205407339852,1.0,10.8636363636,8.76299282723,0.3974688146131839,0.44386924949590834,0.8066353230113193,0.18948235797464796,477.88487627158105,0.05787930399067451,2,7,9,2012,1
2011-11-20,EWR,Newark,0.6880043406485579,0.9384172867013378,ORD,Chicago,0.7473928633272919,0.6710189398000861,8.88888888889,5.97926701084,0.3007303729627001,0.2567334271513708,0.672667538719416,0.08457703067642108,1527.9398870021992,0.24699470637973342,2,20,11,2011,0
2012-07-06,ATL,Atlanta,0.3621887489465847,0.7387003640355518,LGA,New York,0.6919176200316315,0.9441805859593362,10.5,8.11083930834,0.3796550862288604,0.4000282633133574,0.7724608865085714,0.1627215925749479,1181.3369431650299,0.18457135281905562,1,6,7,2012,1
2012-08-02,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,JFK,New York,0.6855685441510919,0.9460042871958705,19.2368421053,12.364802291300002,0.8076533498231326,0.6860007022483825,0.6427667401757869,0.061162796618007054,4955.860857969598,0.8643648890440983,2,2,8,2012,0
2012-07-28,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,14.0,10.7219401229,0.5511122219451199,0.5755593789427138,0.7658528659214285,0.15754709061425876,2016.491722110575,0.33498312216772885,2,28,7,2012,1
2013-02-24,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.47368421053,6.23937693695,0.32937818177088957,0.2742193033235061,0.6586008989000217,0.073561953715646,1013.6221962809236,0.1543658478507986,2,24,2,2013,0
2012-04-13,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024074,8.529411764710002,5.95942160636,0.2831203963720085,0.2553993208736409,0.6986908090211799,0.10495491258889933,591.2192684676628,0.07829088144676259,2,13,4,2012,0
2012-08-15,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.0476190476,7.52646125663,0.3574939598428325,0.36074347936553763,0.7490790824148325,0.1444121473285287,1027.6848410103114,0.15689853679516363,2,15,8,2012,0
2012-07-07,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ATL,Atlanta,0.3621887489465847,0.7387003640355518,14.2592592593,11.5245310019,0.5638127505186905,0.6295135087868177,0.8082138624685998,0.1907184551400557,3779.583120066245,0.6525167139945791,2,7,7,2012,1
2012-09-24,SFO,San Francisco,0.5460776929914688,0.0,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.7,8.026928363160001,0.38945263684121806,0.39438735441438766,0.7501802208560749,0.14527440902218713,4219.517597667142,0.7317491207790822,2,24,9,2012,0
2011-09-26,ATL,Atlanta,0.3621887489465847,0.7387003640355518,DTW,Detroit,0.7581909654479757,0.7596208255651364,7.76470588235,5.8899216014,0.24565917344205973,0.2507271866768882,0.7585505092714995,0.15182887919157795,156.51256917638386,0.0,2,26,9,2011,0
2012-07-18,JFK,New York,0.6855685441510919,0.9460042871958705,MIA,Miami,0.0,0.8192441545511606,16.2121212121,11.634425146300002,0.6594790696262189,0.6369011368937456,0.7176374389315933,0.11979133331837477,807.8739736741641,0.11731049597734035,2,18,7,2012,0
2011-10-18,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.826086956500001,9.35002272196,0.44461710659234105,0.4833323034519863,0.7906269213436592,0.176946757529035,591.2192684676628,0.07829088144676259,2,18,10,2011,0
2012-06-21,SEA,Seattle,1.0000000000000002,0.0012766862525279699,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.666666666700001,7.346496749660001,0.43680746480257987,0.3486453748013697,0.6296997213976294,0.05093048674604672,3825.7988929494127,0.6608401964752163,2,21,6,2012,0
2012-09-09,MCO,Orlando,0.12172951756461914,0.799418501658604,EWR,Newark,0.6880043406485579,0.9384172867013378,14.2142857143,8.99529565469,0.5616095976019173,0.459485794916342,0.63283487017856,0.05338550838225986,841.0684679543131,0.12328884004383246,2,9,9,2012,0
2012-12-16,BOS,Boston,0.765205407339852,1.0,ATL,Atlanta,0.3621887489465847,0.7387003640355518,7.5,4.7609522857,0.23269182704349506,0.17483228350382715,0.6347936380933333,0.05491934870280163,1503.038669073009,0.24250998529318785,2,16,12,2012,0
2012-01-12,DTW,Detroit,0.7581909654479757,0.7596208255651364,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.63157894737,6.775860144789999,0.33711309014896357,0.3102843588983287,0.7035046051966605,0.1087244222960646,506.26018847884245,0.06298971109425822,2,12,1,2012,0
2012-08-18,ATL,Atlanta,0.3621887489465847,0.7387003640355518,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,12.695652173900001,9.35868474932,0.48721515273345256,0.4839146077880099,0.7371566754608943,0.13507614158433923,3779.583120066245,0.6525167139945791,2,18,8,2012,1
2012-04-15,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DEN,Denver,0.6496383639449108,0.34459434731456895,11.958333333299999,9.33194218411,0.45109555944233554,0.482116840241109,0.7803714718441266,0.1689160858864054,1544.881662246641,0.2500459280869736,2,15,4,2012,0
2011-12-24,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,15.038461538499998,11.1228800919,0.6019841193573228,0.6025125473790038,0.7396288552139653,0.13701201614930836,2016.491722110575,0.33498312216772885,2,24,12,2011,2
2011-12-04,MCO,Orlando,0.12172951756461914,0.799418501658604,EWR,Newark,0.6880043406485579,0.9384172867013378,13.7307692308,9.55639133693,0.537923211506915,0.49720542279482305,0.6959836828000651,0.1028350599410055,841.0684679543131,0.12328884004383246,2,4,12,2011,0
2011-12-02,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,11.2631578947,10.4341432341,0.41704047672157835,0.5562122481525017,0.9263958946193854,0.2832625307853901,584.4685506498537,0.07707507398574046,2,2,12,2011,2
