DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Norm mean,Norm std,Norm std(MAX),Norm mean(MAX),CV,CV of norm,Norm CV(MAX),Distance,Norm Distance,Norm Distance(MAX),Airports,Day,Month,Year,IsHolidays,PAX
2012-06-15,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,14.666666666700001,11.2352073883,0.146666666667,0.11235207388299999,0.6595104783736055,0.6331864904572656,0.7660368673823498,0.07660368673823498,0.4159412676096808,2377.1599998508937,0.23771599998508935,0.41639042829626693,2,15,6,2012,0,7
2012-10-03,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.95238095238,8.26121171788,0.09952380952380001,0.0826121171788,0.4849359254087668,0.42966226138069835,0.8300739046674478,0.08300739046674478,0.4507119785199137,1027.6848410103114,0.10276848410103114,0.18001233872718098,2,3,10,2012,0,3
2012-07-27,SEA,Seattle,1.0000000000000002,0.0012766862525279699,DEN,Denver,0.6496383639449108,0.34459434731456895,13.3076923077,9.05878239398,0.133076923077,0.0905878239398,0.531753594184444,0.5745171128439929,0.6807177521483926,0.06807177521483926,0.3696148537609389,1986.4462899651512,0.1986446289965151,0.347951850745428,2,27,7,2012,1,6
2012-08-08,SFO,San Francisco,0.5460776929914688,0.0,EWR,Newark,0.6880043406485579,0.9384172867013378,16.7666666667,12.433778612100001,0.167666666667,0.12433778612100001,0.729867015093733,0.7238472834088954,0.7415772532052851,0.07415772532052851,0.4026602319843106,5360.173660023075,0.5360173660023075,0.9389039888688071,2,8,8,2012,0,0
2013-02-09,JFK,New York,0.6855685441510919,0.9460042871958705,SFO,San Francisco,0.5460776929914688,0.0,11.3684210526,10.7300746933,0.113684210526,0.10730074693300001,0.6298590181194299,0.49079527011272234,0.9438491628391958,0.09438491628391958,0.5124894557166542,5403.554833417769,0.540355483341777,0.9465027644543564,2,9,2,2013,0,5
2012-03-19,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.625,9.79268804417,0.12625,0.09792688044169999,0.5748341043797378,0.5450440528639643,0.7756584589441584,0.07756584589441584,0.42116558142673866,3029.579253321205,0.3029579253321205,0.5306701286102019,2,19,3,2012,0,6
2012-02-27,ATL,Atlanta,0.3621887489465847,0.7387003640355518,BOS,Boston,0.765205407339852,1.0,11.1818181818,10.0410413216,0.111818181818,0.100410413216,0.5894125258670065,0.4827392871442564,0.8979793051851999,0.08979793051851999,0.48758312607370263,1503.038669073009,0.1503038669073009,0.26327673156220766,2,27,2,2012,0,3
2013-02-26,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,6.27272727273,5.832510764509999,0.0627272727273,0.058325107645099995,0.3423703569928693,0.2708049659595312,0.9298205566606101,0.09298205566606102,0.5048722293334682,2420.4928123669188,0.24204928123669187,0.42398073284621784,2,26,2,2013,0,0
2013-01-11,SFO,San Francisco,0.5460776929914688,0.0,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,14.407407407400001,10.8566153504,0.144074074074,0.10856615350400001,0.6372869975428127,0.6219937999676513,0.753543996043575,0.0753543996043575,0.40915791166169485,807.5231832777396,0.08075231832777396,0.14144816678947722,2,11,1,2013,0,0
2013-01-05,SFO,San Francisco,0.5460776929914688,0.0,BOS,Boston,0.765205407339852,1.0,14.12,11.336960204,0.1412,0.11336960204,0.6654834031126764,0.6095859030842912,0.8029008643059491,0.0802900864305949,0.4359576118124828,5708.968886670745,0.5708968886670744,1.0,2,5,1,2013,2,5
2012-07-13,ORD,Chicago,0.7473928633272919,0.6710189398000861,DTW,Detroit,0.7581909654479757,0.7596208255651364,8.13333333333,6.2549028388800005,0.0813333333333,0.0625490283888,0.36716491479685565,0.35113069016172355,0.7690454310101513,0.07690454310101513,0.4175748518695459,506.26018847884245,0.050626018847884244,0.08867804301068355,2,13,7,2012,1,6
2011-09-25,SFO,San Francisco,0.5460776929914688,0.0,JFK,New York,0.6855685441510919,0.9460042871958705,12.1111111111,8.01121009458,0.121111111111,0.08011210094580001,0.4702607454607349,0.522858541360771,0.6614760628558363,0.06614760628558362,0.3591670372444229,5403.554833417769,0.540355483341777,0.9465027644543564,2,25,9,2011,0,1
2013-02-11,SEA,Seattle,1.0000000000000002,0.0012766862525279699,SFO,San Francisco,0.5460776929914688,0.0,8.46666666667,7.48204199273,0.08466666666669999,0.0748204199273,0.4391983986851358,0.3655212922178256,0.8837057471724868,0.08837057471724868,0.4798328962010915,584.4685506498537,0.05844685506498537,0.10237725274952299,2,11,2,2013,0,3
2012-02-23,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.347826087,7.389234771869999,0.11347826087,0.07389234771869999,0.43375058339250105,0.489906148249814,0.6511586197408384,0.06511586197408384,0.3535648912505787,3029.579253321205,0.3029579253321205,0.5306701286102019,2,23,2,2012,0,7
2013-03-04,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ATL,Atlanta,0.3621887489465847,0.7387003640355518,12.92,8.68868996646,0.1292,0.0868868996646,0.5100290433612575,0.5577797356833599,0.6724992234102167,0.06724992234102167,0.3651523723755133,1402.5714537480035,0.14025714537480036,0.24567859478490348,2,4,3,2013,0,0
2012-11-10,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,15.0,10.989505483399999,0.15,0.10989505483399999,0.6450876933517062,0.6475770925116408,0.7326336988933332,0.07326336988933332,0.39780407756688546,3390.7244973177953,0.3390724497317795,0.5939294055769742,2,10,11,2012,0,6
2012-06-01,CLT,Charlotte,0.4350230308347669,0.8065405004832809,ATL,Atlanta,0.3621887489465847,0.7387003640355518,7.0,4.472135955,0.07,0.04472135955,0.262515894998546,0.30220264317209905,0.638876565,0.0638876565,0.34689600410522153,388.234640924886,0.038823464092488595,0.0680043364452963,2,1,6,2012,0,0
2012-10-29,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LGA,New York,0.6919176200316315,0.9441805859593362,11.142857142899999,7.818476285610001,0.11142857142899999,0.07818476285610002,0.45894720560699437,0.4810572687247833,0.7016581281930707,0.07016581281930707,0.3809850200376743,2571.4703686921193,0.2571470368692119,0.4504264114481282,1,29,10,2012,0,5
2012-07-19,LGA,New York,0.6919176200316315,0.9441805859593362,CLT,Charlotte,0.4350230308347669,0.8065405004832809,12.052631578900002,11.3503484245,0.12052631578900001,0.113503484245,0.6662692961898011,0.52033387433187,0.9417319653552294,0.09417319653552295,0.5113398637808635,797.0463706295586,0.07970463706295586,0.1396130170704724,1,19,7,2012,0,7
2012-08-05,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,15.1,9.96320818017,0.151,0.0996320818017,0.5848436941077214,0.651894273128385,0.6598151112695364,0.06598151112695363,0.3582651768540677,3029.579253321205,0.3029579253321205,0.5306701286102019,2,5,8,2012,1,0
2013-01-23,EWR,Newark,0.6880043406485579,0.9384172867013378,SFO,San Francisco,0.5460776929914688,0.0,9.1875,7.721992402660001,0.091875,0.07721992402660001,0.45328356900461514,0.39664096916338,0.8404889689970069,0.08404889689970069,0.4563671306985241,5360.173660023075,0.5360173660023075,0.9389039888688071,2,23,1,2013,0,0
2012-10-03,LGA,New York,0.6919176200316315,0.9441805859593362,BOS,Boston,0.765205407339852,1.0,6.8,6.1667310164,0.068,0.061667310164,0.36198919895885395,0.2935682819386105,0.9068722082941176,0.09068722082941176,0.4924117779954999,323.3318296838956,0.03233318296838956,0.0566357666511037,1,3,10,2012,0,1
2012-04-20,DTW,Detroit,0.7581909654479757,0.7596208255651364,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.833333333299999,10.4726534645,0.10833333333299999,0.10472653464500001,0.6147483048159794,0.4676945668125237,0.9667064736491284,0.09667064736491285,0.5249004756521822,506.26018847884245,0.050626018847884244,0.08867804301068355,2,20,4,2012,0,3
2012-12-23,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.31578947368,6.28978564887,0.0931578947368,0.0628978564887,0.36921254755595156,0.4021794574544162,0.6751747306699661,0.06751747306699661,0.36660511431066567,1027.6848410103114,0.10276848410103114,0.18001233872718098,2,23,12,2012,2,5
2013-01-14,BOS,Boston,0.765205407339852,1.0,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,7.42857142857,5.52914356582,0.0742857142857,0.0552914356582,0.3245625996977745,0.32070484581522707,0.7443077877066816,0.07443077877066816,0.40414285250836424,477.88487627158105,0.04778848762715811,0.0837077387805253,2,14,1,2013,0,6
2011-10-23,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.833333333330001,7.740269033169999,0.09833333333330002,0.07740269033169998,0.45435641340473354,0.42452276064637623,0.787146003373487,0.0787146003373487,0.42740306684697044,973.7448004122537,0.09737448004122537,0.17056404050226046,2,23,10,2011,0,5
2012-03-01,ORD,Chicago,0.7473928633272919,0.6710189398000861,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,10.777777777799999,11.0216661255,0.10777777777799999,0.110216661255,0.6469755339338268,0.46529613313895307,1.0226288157659327,0.10226288157659327,0.5552650845348457,1013.6221962809236,0.10136221962809236,0.1775490839768843,2,1,3,2012,0,7
2011-11-16,ATL,Atlanta,0.3621887489465847,0.7387003640355518,ORD,Chicago,0.7473928633272919,0.6710189398000861,8.5,7.778174593049999,0.085,0.0777817459305,0.4565814826059938,0.36696035242326314,0.9150793638882352,0.09150793638882351,0.496868084012405,390.6479276846078,0.03906479276846078,0.06842705494449085,2,16,11,2011,0,7
2011-10-13,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DEN,Denver,0.6496383639449108,0.34459434731456895,12.1304347826,9.46910933618,0.121304347826,0.09469109336180001,0.555839924644326,0.5236927791612124,0.7806075796856492,0.07806075796856492,0.4238528457640327,1544.881662246641,0.1544881662246641,0.2706060749172444,2,13,10,2011,0,3
2011-11-09,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.1666666667,8.3894191063,0.101666666667,0.083894191063,0.49246174252505404,0.43891336270377335,0.8251887645513929,0.08251887645513929,0.4480594542631293,591.2192684676628,0.05912192684676628,0.1035597285961808,2,9,11,2011,0,7
2011-12-27,BOS,Boston,0.765205407339852,1.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.8181818182,6.88432563102,0.108181818182,0.0688432563102,0.4041122458426346,0.4670404485394834,0.6363662347990986,0.06363662347990987,0.34553294970099974,1879.7523868796684,0.18797523868796684,0.3292630287876501,2,27,12,2011,2,0
2012-08-09,DTW,Detroit,0.7581909654479757,0.7596208255651364,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.0952380952,7.9177317579299995,0.10095238095199999,0.0791773175793,0.464773535443961,0.435829662260158,0.7843036175337615,0.07843036175337616,0.42585971349212326,156.51256917638386,0.015651256917638388,0.027415207944434267,2,9,8,2012,0,6
2013-01-16,JFK,New York,0.6855685441510919,0.9460042871958705,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,18.5945945946,13.200293472,0.185945945946,0.13200293472,0.7748616969417569,0.8027622336002493,0.709899503581189,0.0709899503581189,0.3854599066544175,4955.860857969598,0.49558608579695984,0.8680833538155205,2,16,1,2013,0,1
2011-09-12,EWR,Newark,0.6880043406485579,0.9384172867013378,ATL,Atlanta,0.3621887489465847,0.7387003640355518,8.823529411760001,6.2772933470300005,0.0882352941176,0.06277293347030001,0.3684792452075619,0.38092770147723265,0.7114265793304461,0.07114265793304461,0.38628907539280005,1148.3068853131601,0.11483068853131602,0.20114085539933804,2,12,9,2011,0,3
2011-12-28,SEA,Seattle,1.0000000000000002,0.0012766862525279699,SFO,San Francisco,0.5460776929914688,0.0,10.4285714286,6.9539300296399995,0.104285714286,0.0695393002964,0.4081980476123987,0.45022026431885037,0.6668152083198169,0.06668152083198169,0.3620660764771288,584.4685506498537,0.05844685506498537,0.10237725274952299,2,28,12,2011,2,0
2013-02-04,BOS,Boston,0.765205407339852,1.0,ATL,Atlanta,0.3621887489465847,0.7387003640355518,7.4,5.24812891828,0.07400000000000001,0.0524812891828,0.30806694472463225,0.31947136563907613,0.7092066105783783,0.07092066105783783,0.38508368090579026,1503.038669073009,0.1503038669073009,0.26327673156220766,2,4,2,2013,0,3
2012-08-17,BOS,Boston,0.765205407339852,1.0,EWR,Newark,0.6880043406485579,0.9384172867013378,16.0,11.208462411500001,0.16,0.11208462411500002,0.657940539178551,0.6907488986790835,0.7005289007187501,0.07005289007187501,0.3803718742125998,356.2123684197035,0.035621236841970355,0.062395219783275634,2,17,8,2012,1,0
2012-09-14,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,9.6875,8.829637591660001,0.096875,0.08829637591660001,0.5183027166908729,0.41822687224710137,0.9114464610745807,0.09114464610745807,0.49489549722741416,1275.4904022040619,0.1275490402204062,0.2234186991598547,2,14,9,2012,0,6
2012-08-24,SEA,Seattle,1.0000000000000002,0.0012766862525279699,DEN,Denver,0.6496383639449108,0.34459434731456895,10.7619047619,7.38853680985,0.107619047619,0.07388536809849999,0.43370961278556985,0.46461086637322563,0.6865454557828259,0.06865454557828259,0.37277916939661165,1986.4462899651512,0.1986446289965151,0.347951850745428,2,24,8,2012,1,6
2012-07-21,ORD,Chicago,0.7473928633272919,0.6710189398000861,DEN,Denver,0.6496383639449108,0.34459434731456895,13.9285714286,8.764104278789999,0.139285714286,0.08764104278789998,0.5144558890332624,0.6013215859048999,0.6292177430913246,0.06292177430913246,0.341651475023953,1864.999597204111,0.1864999597204111,0.326678886192303,2,21,7,2012,1,5
2012-09-03,LGA,New York,0.6919176200316315,0.9441805859593362,ORD,Chicago,0.7473928633272919,0.6710189398000861,13.346153846199998,9.62888283319,0.13346153846199998,0.0962888283319,0.5652186830243644,0.5761775669290164,0.7214724889396953,0.07214724889396953,0.3917437846308057,1560.8617188022472,0.15608617188022472,0.2734051892359292,1,3,9,2012,1,7
2012-08-17,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,SEA,Seattle,1.0000000000000002,0.0012766862525279699,13.4444444444,8.60381549231,0.134444444444,0.0860381549231,0.5050468829868379,0.5804209495825889,0.6399532184383965,0.06399532184383964,0.34748060337845654,872.1623199440232,0.08721623199440233,0.15277055055954866,2,17,8,2012,1,6
2012-04-01,ATL,Atlanta,0.3621887489465847,0.7387003640355518,DTW,Detroit,0.7581909654479757,0.7596208255651364,9.42105263158,7.61078028905,0.0942105263158,0.0761078028905,0.4467553802749392,0.4067238581038479,0.8078481871057757,0.08078481871057756,0.43864389990676983,156.51256917638386,0.015651256917638388,0.027415207944434267,2,1,4,2012,0,5
2011-10-20,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,SFO,San Francisco,0.5460776929914688,0.0,13.8888888889,9.225105099810001,0.138888888889,0.0922510509981,0.5415167933400347,0.5996084189927396,0.6642075671857887,0.06642075671857886,0.36065018436417456,807.5231832777396,0.08075231832777396,0.14144816678947722,2,20,10,2011,0,3
2011-10-18,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,8.823529411760001,6.46369954165,0.0882352941176,0.06463699541649999,0.3794213519561798,0.38092770147723265,0.7325526147207239,0.07325526147207238,0.39776005063427394,860.1757255797753,0.08601757255797753,0.15067094297677935,2,18,10,2011,0,6
2011-09-14,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DEN,Denver,0.6496383639449108,0.34459434731456895,11.8695652174,8.142505465569998,0.118695652174,0.08142505465569999,0.47796782819959255,0.5124305688574129,0.6859986289669332,0.06859986289669331,0.37248225439336563,1544.881662246641,0.1544881662246641,0.2706060749172444,2,14,9,2011,0,6
2011-12-09,JFK,New York,0.6855685441510919,0.9460042871958705,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,12.125,8.13640503887,0.12125,0.08136405038870001,0.4776097310864597,0.523458149780243,0.6710437145459794,0.06710437145459794,0.3643620628907013,4598.323701126353,0.4598323701126353,0.8054560801447845,2,9,12,2011,0,0
2013-01-15,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MIA,Miami,0.0,0.8192441545511606,14.2307692308,11.6320512114,0.142307692308,0.116320512114,0.6828053451764063,0.6143680108457055,0.8173873824209354,0.08173873824209354,0.4438234743637045,473.55355045901877,0.047355355045901874,0.0829490508460587,2,15,1,2013,0,6
2013-02-14,BOS,Boston,0.765205407339852,1.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.3125,7.058977735239999,0.093125,0.07058977735239999,0.414364383504378,0.4020374449343103,0.7580110319720804,0.07580110319720804,0.4115834144875701,1879.7523868796684,0.18797523868796684,0.3292630287876501,2,14,2,2013,0,3
2012-07-21,ATL,Atlanta,0.3621887489465847,0.7387003640355518,BOS,Boston,0.765205407339852,1.0,10.8636363636,7.04607593964,0.10863636363599999,0.0704607593964,0.41360704373360574,0.46900280336292144,0.6485927643204974,0.06485927643204974,0.3521716878664038,1503.038669073009,0.1503038669073009,0.26327673156220766,2,21,7,2012,1,0
2013-02-10,ATL,Atlanta,0.3621887489465847,0.7387003640355518,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,6.75,4.94637914708,0.0675,0.0494637914708,0.2903541309709246,0.29140969163023833,0.7327969106785185,0.07327969106785184,0.39789269799719296,1402.5714537480035,0.14025714537480036,0.24567859478490348,2,10,2,2013,0,3
2012-03-05,EWR,Newark,0.6880043406485579,0.9384172867013378,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.529411764710002,9.91285558668,0.09529411764710001,0.09912855586679999,0.5818879798185019,0.41140191759580846,1.0402379319351058,0.10402379319351059,0.5648264495458017,1527.9398870021992,0.15279398870021993,0.2676385030875928,2,5,3,2012,0,3
2012-10-28,SFO,San Francisco,0.5460776929914688,0.0,DEN,Denver,0.6496383639449108,0.34459434731456895,12.1923076923,8.64416210292,0.121923076923,0.0864416210292,0.5074152426925843,0.5263639444257965,0.7089849043408889,0.07089849043408888,0.3849632992670143,1971.1346885251635,0.19711346885251635,0.34526982501644965,2,28,10,2012,0,6
2012-09-02,SFO,San Francisco,0.5460776929914688,0.0,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,14.5862068966,9.31786778713,0.145862068966,0.0931786778713,0.5469619944987906,0.6297128968582314,0.6388136307940323,0.06388136307940323,0.3468618322076004,807.5231832777396,0.08075231832777396,0.14144816678947722,2,2,9,2012,1,5
2012-12-11,SFO,San Francisco,0.5460776929914688,0.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,14.2592592593,11.4374304289,0.142592592593,0.11437430428900001,0.6713810393374519,0.6155979768338125,0.8021055105958901,0.080210551059589,0.43552575214038836,487.13881467586566,0.04871388146758657,0.08532868620342869,2,11,12,2012,0,7
2012-06-06,MIA,Miami,0.0,0.8192441545511606,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.52380952381,7.2292395701,0.09523809523809999,0.072292395701,0.4243588108679727,0.4111600587375703,0.759070154860462,0.0759070154860462,0.4121584950554979,473.55355045901877,0.047355355045901874,0.0829490508460587,2,6,6,2012,0,0
2012-06-16,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,DEN,Denver,0.6496383639449108,0.34459434731456895,10.681818181799999,6.76395463106,0.10681818181799999,0.0676395463106,0.3970464273826568,0.46115338406053497,0.6332212846109502,0.06332212846109501,0.3438253105213115,1173.7708183524433,0.11737708183524433,0.20560119378001063,2,16,6,2012,0,5
2011-10-24,DEN,Denver,0.6496383639449108,0.34459434731456895,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,13.461538461500002,8.882480596010002,0.13461538461500003,0.08882480596010002,0.5214046189409248,0.5811589291754532,0.6598414157054853,0.06598414157054852,0.3582794595875734,1544.881662246641,0.1544881662246641,0.2706060749172444,2,24,10,2011,0,3
2012-12-06,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,13.538461538499998,10.9953836467,0.135384615385,0.10995383646700001,0.6454327435279922,0.5844798373455002,0.8121590193562156,0.08121590193562156,0.4409845875512533,377.6032638053681,0.03776032638053681,0.06614211275296897,2,6,12,2012,0,6
2012-12-06,ORD,Chicago,0.7473928633272919,0.6710189398000861,EWR,Newark,0.6880043406485579,0.9384172867013378,8.13333333333,6.67475699576,0.0813333333333,0.0667475699576,0.3918104959847408,0.35113069016172355,0.8206668437413199,0.08206668437413199,0.4456041501467629,1527.9398870021992,0.15279398870021993,0.2676385030875928,2,6,12,2012,0,7
2012-02-16,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.15,8.94000470976,0.1115,0.08940004709760001,0.5247813038979633,0.48136563876698635,0.8017941443730942,0.08017941443730942,0.43535668709023856,2016.491722110575,0.2016491722110575,0.35321469816005896,2,16,2,2012,0,0
2013-01-16,BOS,Boston,0.765205407339852,1.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,8.29411764706,5.4859446073800004,0.08294117647060001,0.05485944607380001,0.32202680620849056,0.3580720393888404,0.6614259455705446,0.06614259455705446,0.35913982465445365,1879.7523868796684,0.18797523868796684,0.3292630287876501,2,16,1,2013,0,3
2011-10-03,DEN,Denver,0.6496383639449108,0.34459434731456895,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.7619047619,7.758252135019999,0.107619047619,0.0775825213502,0.4554120275731098,0.46461086637322563,0.7208995346703189,0.07208995346703188,0.39143268299166245,1864.999597204111,0.1864999597204111,0.326678886192303,2,3,10,2011,0,3
2012-11-02,DEN,Denver,0.6496383639449108,0.34459434731456895,MSP,Minneapolis,0.881461320896298,0.5675158208024074,6.5,4.1833001326699994,0.065,0.041833001326699995,0.2455611344166752,0.28061674008837767,0.6435846357953845,0.06435846357953845,0.3494523835929609,1275.4904022040619,0.1275490402204062,0.2234186991598547,2,2,11,2012,0,0
2012-08-14,DEN,Denver,0.6496383639449108,0.34459434731456895,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.1818181818,7.7927705424500004,0.111818181818,0.0779277054245,0.4574382697785329,0.4827392871442564,0.6969144387568242,0.06969144387568242,0.3784093004068407,1173.7708183524433,0.11737708183524433,0.20560119378001063,2,14,8,2012,0,5
2011-10-25,DEN,Denver,0.6496383639449108,0.34459434731456895,SEA,Seattle,1.0000000000000002,0.0012766862525279699,9.0625,8.086769029310002,0.090625,0.08086769029310002,0.47469608051659473,0.39124449339244965,0.8923331342686899,0.089233313426869,0.4845173787341795,1986.4462899651512,0.1986446289965151,0.347951850745428,2,25,10,2011,0,0
2012-11-03,MCO,Orlando,0.12172951756461914,0.799418501658604,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,18.571428571400002,12.4529366116,0.18571428571400003,0.124529366116,0.7309915961520305,0.8017621145369885,0.6705427406256469,0.06705427406256469,0.36409004500705217,719.5833211080045,0.07195833211080045,0.12604435851596282,2,3,11,2012,0,5
2012-11-05,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.5882352941,10.2045261008,0.105882352941,0.102045261008,0.5990091377683833,0.45711324177216106,0.9637607984104952,0.09637607984104953,0.5233010384124182,1402.5714537480035,0.14025714537480036,0.24567859478490348,2,5,11,2012,0,3
2012-05-14,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,12.173913043499999,8.61105090151,0.121739130435,0.08611050901509999,0.5054716039570702,0.5255698142132846,0.7073363240513441,0.0707336324051344,0.3840681562202667,2377.1599998508937,0.23771599998508935,0.41639042829626693,2,14,5,2012,0,7
2011-09-03,JFK,New York,0.6855685441510919,0.9460042871958705,SFO,San Francisco,0.5460776929914688,0.0,12.7142857143,8.43211296773,0.127142857143,0.08432112967729999,0.4949678866488053,0.5488986784152456,0.6631998963375694,0.06631998963375693,0.3601030411289229,5403.554833417769,0.540355483341777,0.9465027644543564,2,3,9,2011,1,6
2012-12-01,ORD,Chicago,0.7473928633272919,0.6710189398000861,SEA,Seattle,1.0000000000000002,0.0012766862525279699,15.333333333299999,14.0475383371,0.15333333333299998,0.14047538337100002,0.8245952574333563,0.6619676945660159,0.91614380459547,0.09161438045954699,0.49744605203968223,3825.7988929494127,0.38257988929494124,0.6701383330152416,2,1,12,2012,2,2
2012-11-11,ATL,Atlanta,0.3621887489465847,0.7387003640355518,BOS,Boston,0.765205407339852,1.0,8.052631578949999,5.54249927791,0.0805263157895,0.0554249927791,0.3253465845202237,0.34764664966425757,0.6882842240539582,0.06882842240539581,0.3737232825451675,1503.038669073009,0.1503038669073009,0.26327673156220766,2,11,11,2012,0,6
2013-02-21,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.29411764706,7.269497110210001,0.0929411764706,0.0726949711021,0.4267219421052065,0.4012438455562831,0.7821610814781922,0.07821610814781922,0.4246963632660457,591.2192684676628,0.05912192684676628,0.1035597285961808,2,21,2,2013,0,7
2012-02-17,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,10.4761904762,7.004420373010001,0.104761904762,0.07004420373010001,0.4111618478662217,0.4522760646117158,0.6686037628776196,0.06686037628776195,0.36303722249064074,2016.491722110575,0.2016491722110575,0.35321469816005896,2,17,2,2012,0,0
2012-05-08,CLT,Charlotte,0.4350230308347669,0.8065405004832809,ATL,Atlanta,0.3621887489465847,0.7387003640355518,4.83333333333,3.83366269995,0.0483333333333,0.0383366269995,0.22503729871510952,0.20866372980916256,0.7931715930936505,0.07931715930936505,0.4306748302999032,388.234640924886,0.038823464092488595,0.0680043364452963,2,8,5,2012,0,0
2012-05-26,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,13.346153846199998,10.840451310499999,0.13346153846199998,0.10840451310499999,0.6363381629269069,0.5761775669290164,0.812252835942436,0.08122528359424361,0.4410355279060285,3029.579253321205,0.3029579253321205,0.5306701286102019,2,26,5,2012,1,0
2011-11-21,SFO,San Francisco,0.5460776929914688,0.0,DEN,Denver,0.6496383639449108,0.34459434731456895,10.714285714299999,7.4976186695700004,0.107142857143,0.0749761866957,0.44011275489051555,0.4625550660803601,0.6997777424922671,0.06997777424922672,0.3799640117216385,1971.1346885251635,0.19711346885251635,0.34526982501644965,2,21,11,2011,0,0
2011-10-21,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,16.1764705882,10.6386106072,0.161764705882,0.106386106072,0.6244900452920451,0.6983674527071085,0.6576595648101622,0.06576595648101621,0.35709476226323034,377.6032638053681,0.03776032638053681,0.06614211275296897,2,21,10,2011,0,7
2012-12-02,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,6.875,5.315072906369999,0.06875,0.05315072906369999,0.31199657949536636,0.2968061674011687,0.7731015136538181,0.0773101513653818,0.4197772160483111,1275.4904022040619,0.1275490402204062,0.2234186991598547,2,2,12,2012,2,5
