DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Distance,Airports,IsHolidays,PAX
2012-05-10,DEN,Denver,0.440057320698251,-0.6265055416448485,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,0.46135953508816435,1.1461930776540303,0.23366550094702757,2,0,0
2012-01-29,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,0.8256680701227416,0.1684512920661355,0.3175783037863424,2,0,3
2012-03-20,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,0.3020679442976731,1.1203223538588618,0.3175783037863424,2,0,3
2011-12-10,DEN,Denver,0.440057320698251,-0.6265055416448485,MSP,Minneapolis,1.5189078964923368,0.02606230133854241,-0.9000464998706412,-1.0183004121783752,-0.4048002606269297,2,0,2
2013-03-05,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,LGA,New York,0.646326183027276,1.1318908985409502,-1.5045318049690908,0.16386040114182224,-0.46653786391600904,1,0,6
2013-01-28,MSP,Minneapolis,1.5162715326285485,0.02986965958372141,DEN,Denver,0.45168977173065483,-0.6284001361306121,-0.7473344227944925,0.019926806920721424,-0.4048002606269297,2,0,6
2012-01-07,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,DEN,Denver,0.45168977173065483,-0.6284001361306121,-0.7428552900992734,-0.9083392981421539,0.23366550094702757,2,0,2
2011-11-10,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,0.7360547896686696,0.769043126111655,-0.9935561121336165,2,0,3
2011-09-29,MCO,Orlando,-2.0107051514469734,0.7126893378805942,EWR,Newark,0.6283110444931392,1.1149707570164968,1.0811053387569138,0.4708559339471896,-0.6896561683176605,2,0,0
2012-06-15,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,1.1464428808776075,1.2197668096924559,0.3175783037863424,2,0,7
2012-10-03,PHL,Philadelphia,0.44226278487615706,1.0604883599094759,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.5386068391837235,-0.1702032228493456,-0.5672894733011572,2,0,3
2012-07-27,SEA,Seattle,2.0665751470440994,-1.637378093934938,DEN,Denver,0.45168977173065483,-0.6284001361306121,0.6606981674743418,0.20256105170541266,0.061382426686059054,2,1,6
2012-08-08,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,EWR,Newark,0.6283110444931392,1.1149707570164968,1.8970559379903775,1.7799485542454598,2.273577752317151,2,0,0
2013-02-09,JFK,New York,0.6068594833642096,1.144299953824779,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-0.032464844602576974,0.9836806191540817,2.3020233314874936,2,0,5
2012-03-19,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,ORD,Chicago,0.901711524924661,0.3299312040738194,0.4166801864504994,0.5455699103340275,0.7453777862483678,2,0,6
2012-02-27,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,BOS,Boston,0.9837131958045018,1.2957679320073814,-0.0991632023726756,0.6616439236706003,-0.25559400976312663,2,0,3
2013-02-26,PHL,Philadelphia,0.44226278487615706,1.0604883599094759,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,-1.8538430761353142,-1.3053163559203356,0.3459921721223465,2,0,0
2013-01-11,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,1.0537746022071477,1.0428225079660138,-0.711652231964382,2,0,0
2013-01-05,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,BOS,Boston,0.9837131958045018,1.2957679320073814,0.9510451961569713,1.2673234910812277,2.5022871545173544,2,2,5
2012-07-13,ORD,Chicago,0.8938725204479091,0.3346266643573873,DTW,Detroit,0.9514215728326335,0.5900524262014935,-1.1887977412641169,-1.107901029732401,-0.90919415393311,2,1,6
2011-09-25,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,JFK,New York,0.6170976331704986,1.137244998968349,0.2329984198250166,-0.28704763117517507,2.3020233314874936,2,0,1
2013-02-11,SEA,Seattle,2.0665751470440994,-1.637378093934938,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-1.0696528115612947,-0.5343673603409727,-0.8579119505293998,2,0,3
2012-02-23,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.0398262017883622,-0.577743097932639,0.7453777862483678,2,0,7
2013-03-04,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,0.5221234492353886,0.029589251968125202,-0.3214716221907526,2,0,0
2012-11-10,ORD,Chicago,0.8938725204479091,0.3346266643573873,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,1.2655878105661325,1.1049319805276892,0.9821852496295715,2,0,6
2012-06-01,CLT,Charlotte,-0.5562722690400336,0.7336595178213434,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-1.5938905022444207,-1.9411209863879462,-0.9865849848938908,2,0,0
2012-10-29,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,LGA,New York,0.646326183027276,1.1318908985409502,-0.11308923309506608,-0.3771265177688812,0.44499004828211436,1,0,5
2012-07-19,LGA,New York,0.6363344145147665,1.138930205242993,CLT,Charlotte,-0.5363114873290371,0.7278012232632731,0.21209580056636648,1.273580805262668,-0.7185220093428133,1,0,7
2012-08-05,ORD,Chicago,0.8938725204479091,0.3346266643573873,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,1.301331289476264,0.6252666904411351,0.7453777862483678,2,1,0
2013-01-23,EWR,Newark,0.6181674178432467,1.1219606120897538,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-0.812001901085285,-0.4222206338288524,2.273577752317151,2,0,0
2012-10-03,LGA,New York,0.6363344145147665,1.138930205242993,BOS,Boston,0.9837131958045018,1.2957679320073814,-1.6653774600646845,-1.1491102998671112,-1.0291425717700262,1,0,1
2012-04-20,DTW,Detroit,0.9440015978998523,0.5955081294237772,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.22372381070127892,0.8633684756863154,-0.90919415393311,2,0,3
2012-12-23,PHL,Philadelphia,0.44226278487615706,1.0604883599094759,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.7661467801165548,-1.0915976904171487,-0.5672894733011572,2,2,5
2013-01-14,BOS,Boston,0.9765654222599194,1.3032861937000686,PHL,Philadelphia,0.4538768004077361,1.0536776430729469,-1.4407041640586518,-1.4471024786202733,-0.9278002018270002,2,0,6
2011-10-23,MSP,Minneapolis,1.5162715326285485,0.02986965958372141,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.581158599791874,-0.4136786009814579,-0.602658634050304,2,0,5
2012-03-01,ORD,Chicago,0.8938725204479091,0.3346266643573873,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,-0.24358129896482797,1.1199630477181772,-0.5765105257230155,2,0,7
2011-11-16,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,ORD,Chicago,0.901711524924661,0.3299312040738194,-1.057738318592442,-0.39596250514985953,-0.9850025625154125,2,0,7
2011-10-13,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,DEN,Denver,0.45168977173065483,-0.6284001361306121,0.23990537227228242,0.3943374415889822,-0.22815703464455525,2,0,3
2011-11-09,MSP,Minneapolis,1.5162715326285485,0.02986965958372141,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.4620136700783291,-0.11028234615584324,-0.8534854202371919,2,0,7
2011-12-27,BOS,Boston,0.9765654222599194,1.3032861937000686,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.22913948930561268,-0.8137248049399037,-0.0085781029565568,2,2,0
2012-08-09,DTW,Detroit,0.9440015978998523,0.5955081294237772,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.4875447264682402,-0.3307370312397711,-1.1385280519351342,2,0,6
2013-01-16,JFK,New York,0.6068594833642096,1.144299953824779,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,2.550420971391725,2.1381981291712067,2.008464780020236,2,0,1
2011-09-12,EWR,Newark,0.6181674178432467,1.1219606120897538,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.9420976515319321,-1.0974362749745408,-0.4881960868754938,2,0,3
2011-12-28,SEA,Seattle,2.0665751470440994,-1.637378093934938,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-0.36839979674397133,-0.7811934770778057,-0.8579119505293998,2,2,0
2013-02-04,BOS,Boston,0.9765654222599194,1.3032861937000686,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-1.4509165866038929,-1.5784415866999884,-0.25559400976312663,2,0,3
2012-08-17,BOS,Boston,0.9765654222599194,1.3032861937000686,EWR,Newark,0.6283110444931392,1.1149707570164968,1.6230225996674514,1.2072668868974195,-1.0075823903691392,2,1,0
2012-09-14,MSP,Minneapolis,1.5162715326285485,0.02986965958372141,DEN,Denver,0.45168977173065483,-0.6284001361306121,-0.6332845065346255,0.09546459171206881,-0.4048002606269297,2,0,6
2012-08-24,SEA,Seattle,2.0665751470440994,-1.637378093934938,DEN,Denver,0.45168977173065483,-0.6284001361306121,-0.2492548670554459,-0.5780693076515371,0.061382426686059054,2,1,6
2012-07-21,ORD,Chicago,0.8938725204479091,0.3346266643573873,DEN,Denver,0.45168977173065483,-0.6284001361306121,0.8826219651106456,0.06483598591802439,-0.018251692070465023,2,1,5
2012-09-03,LGA,New York,0.6363344145147665,1.138930205242993,ORD,Chicago,0.901711524924661,0.3299312040738194,0.674445659376601,0.46901151561241294,-0.21767871125382277,1,1,7
2012-08-17,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,SEA,Seattle,2.0646115165669774,-1.6363268727046463,0.7095781386148612,-0.010078921314582897,-0.6692675398119965,2,1,6
2012-04-01,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,DTW,Detroit,0.9514215728326335,0.5900524262014935,-0.7285220654724296,-0.4741983507808426,-1.1385280519351342,2,0,5
2011-10-20,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,0.8684380449019716,0.2802960595718899,-0.711652231964382,2,0,3
2011-10-18,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,DEN,Denver,0.45168977173065483,-0.6284001361306121,-0.9420976515319321,-1.0103147545974238,-0.6771272999865035,2,0,6
2011-09-14,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,DEN,Denver,0.45168977173065483,-0.6284001361306121,0.14666151425206755,-0.22568350986770122,-0.22815703464455525,2,0,6
2011-12-09,JFK,New York,0.6068594833642096,1.144299953824779,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,0.23796279189983988,-0.2285346943475756,1.7740231846122232,2,0,0
2013-01-15,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,MIA,Miami,-2.538979684219383,0.7650971565618796,0.9906379728068849,1.4052415321995073,-0.9306403064547109,2,0,6
2013-02-14,BOS,Boston,0.9765654222599194,1.3032861937000686,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.7673225524476202,-0.732096847844767,-0.0085781029565568,2,0,3
2012-07-21,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,BOS,Boston,0.9837131958045018,1.2957679320073814,-0.21289245345686728,-0.7381268193838468,-0.25559400976312663,2,1,0
2013-02-10,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,-1.6832491995197505,-1.7194717648761095,-0.3214716221907526,2,0,3
2012-03-05,EWR,Newark,0.6181674178432467,1.1219606120897538,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.6897907415749058,0.6017331672729672,-0.2392659690345334,2,0,3
2012-10-28,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,DEN,Denver,0.45168977173065483,-0.6284001361306121,0.26202090270198686,0.008778059621980607,0.05134241769360583,2,0,6
2012-09-02,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,1.1176837599207732,0.3236509833181758,-0.711652231964382,2,1,5
2012-12-11,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,1.000821300135273,1.3142807221097497,-0.921732278418807,2,0,7
2012-06-06,MIA,Miami,-2.5758219049268005,0.7710644540290597,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.6917931773694928,-0.6525207911292709,-0.9306403064547109,2,0,0
2012-06-16,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,DEN,Denver,0.45168977173065483,-0.6284001361306121,-0.27788059692333583,-0.8699831527228589,-0.4714990667956769,2,0,5
2011-10-24,DEN,Denver,0.440057320698251,-0.6265055416448485,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,0.7156881350118945,0.12016206965614527,-0.22815703464455525,2,0,3
2012-12-06,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,0.7431831188164129,1.1076792847402188,-0.9935561121336165,2,0,6
2012-12-06,ORD,Chicago,0.8938725204479091,0.3346266643573873,EWR,Newark,0.6283110444931392,1.1149707570164968,-1.1887977412641169,-0.9116718617125,-0.2392659690345334,2,0,7
2012-02-16,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,-0.11053612747394614,0.14704737922679847,0.0810835931580646,2,0,0
2013-01-16,BOS,Boston,0.9765654222599194,1.3032861937000686,ORD,Chicago,0.901711524924661,0.3299312040738194,-1.1313278339952342,-1.4672925744787984,-0.0085781029565568,2,0,3
2011-10-03,DEN,Denver,0.440057320698251,-0.6265055416448485,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.2492548670554459,-0.40527375597369175,-0.018251692070465023,2,0,3
2012-11-02,DEN,Denver,0.440057320698251,-0.6265055416448485,MSP,Minneapolis,1.5189078964923368,0.02606230133854241,-1.7726078967950802,-2.0761155128953,-0.4048002606269297,2,0,0
2012-08-14,DEN,Denver,0.440057320698251,-0.6265055416448485,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,-0.0991632023726756,-0.3891407291586278,-0.4714990667956769,2,0,5
2011-10-25,DEN,Denver,0.440057320698251,-0.6265055416448485,SEA,Seattle,2.0646115165669774,-1.6363268727046463,-0.8566812497229499,-0.25173330438913394,0.061382426686059054,2,0,0
2012-11-03,MCO,Orlando,-2.0107051514469734,0.7126893378805942,PHL,Philadelphia,0.4538768004077361,1.0536776430729469,2.5421406287749178,1.7889025165707275,-0.7693155018999104,2,0,5
2012-11-05,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.3113303766518772,0.7380525567176763,-0.3214716221907526,2,0,3
2012-05-14,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,0.25544601528756566,-0.006697274844412807,0.3175783037863424,2,0,7
2011-09-03,JFK,New York,0.6068594833642096,1.144299953824779,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,0.44859400691108087,-0.09032831980959423,2.3020233314874936,2,1,6
2012-12-01,ORD,Chicago,0.8938725204479091,0.3346266643573873,SEA,Seattle,2.0646115165669774,-1.6363268727046463,1.3847327402546572,2.534178857867967,1.2674689844268832,2,2,2
2012-11-11,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,BOS,Boston,0.9837131958045018,1.2957679320073814,-1.2176433558210393,-1.4408603580439059,-0.25559400976312663,2,0,6
2013-02-21,MSP,Minneapolis,1.5162715326285485,0.02986965958372141,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.773893044893915,-0.6337054394818866,-0.8534854202371919,2,0,7
2012-02-17,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,-0.35137909250785976,-0.7575955731147724,0.0810835931580646,2,0,0
2012-05-08,CLT,Charlotte,-0.5562722690400336,0.7336595178213434,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-2.3683325452984705,-2.239527167649665,-0.9865849848938908,2,0,0
2012-05-26,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,ORD,Chicago,0.901711524924661,0.3299312040738194,0.674445659376601,1.0352678463068599,0.7453777862483678,2,1,0
2011-11-21,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,DEN,Denver,0.45168977173065483,-0.6284001361306121,-0.26627557129155804,-0.5270872172561878,0.05134241769360583,2,0,0
2011-10-21,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,1.6860993271433045,0.9409326286316647,-0.9935561121336165,2,0,7
2012-12-02,MSP,Minneapolis,1.5162715326285485,0.02986965958372141,DEN,Denver,0.45168977173065483,-0.6284001361306121,-1.6385698508820856,-1.5471536671413182,-0.4048002606269297,2,2,5
2011-11-24,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,IAH,Houston,-1.6480157056139133,-0.09507977164638755,0.34646978145866697,-0.12493946987916803,0.44233119013384287,2,2,5
2011-09-24,MIA,Miami,-2.5758219049268005,0.7710644540290597,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,0.5919607080345299,-0.060355331576207635,-0.9306403064547109,2,0,0
2012-11-27,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,DEN,Denver,0.45168977173065483,-0.6284001361306121,0.47301501735856244,0.6593348701226218,-0.22815703464455525,2,2,6
2011-09-10,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,0.7422011550912372,-0.1573605989432472,0.6089592010720222,2,0,0
2012-07-01,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,ORD,Chicago,0.901711524924661,0.3299312040738194,0.9213913469738464,0.7569710582614474,0.7453777862483678,2,1,0
2011-11-21,SEA,Seattle,2.0665751470440994,-1.637378093934938,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-1.35560064284235,-1.491524762109393,-0.8579119505293998,2,0,0
2012-06-25,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,-0.7360470084012546,-0.5820985271466463,0.0810835931580646,2,0,0
2013-02-22,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,0.09580122806247282,1.0889178584982633,1.2371647228407383,2,0,6
2012-05-10,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,CLT,Charlotte,-0.5363114873290371,0.7278012232632731,-0.5930730927607268,-0.145722641099071,-0.9865849848938908,2,0,6
2012-04-29,ORD,Chicago,0.8938725204479091,0.3346266643573873,IAH,Houston,-1.6480157056139133,-0.09507977164638755,-0.8591634357567867,-1.0994747574080315,-0.7011725791642093,2,0,0
2012-08-15,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,ORD,Chicago,0.901711524924661,0.3299312040738194,1.785492958333622,0.8132784602520995,0.9821852496295715,2,0,7
2012-09-12,PHX,Phoenix,-0.9377957058236924,-1.0471303064508393,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.16415134583914415,-0.11507150218479678,0.5155083274012454,2,0,0
2012-12-19,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,ORD,Chicago,0.901711524924661,0.3299312040738194,0.6847562782764888,0.5786516704860819,0.7453777862483678,2,2,5
2013-03-05,JFK,New York,0.6068594833642096,1.144299953824779,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,0.34646978145866697,1.021058221427629,2.008464780020236,2,0,3
2012-11-03,DEN,Denver,0.440057320698251,-0.6265055416448485,SEA,Seattle,2.0646115165669774,-1.6363268727046463,-0.48396142029633804,-0.6613766190344217,0.061382426686059054,2,0,2
2011-10-03,ORD,Chicago,0.8938725204479091,0.3346266643573873,DTW,Detroit,0.9514215728326335,0.5900524262014935,0.0741385135736502,-0.11722493455485235,-0.90919415393311,2,0,3
2012-06-18,ORD,Chicago,0.8938725204479091,0.3346266643573873,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,0.3232597301951114,0.9642145068514574,-0.5765105257230155,2,0,7
2012-09-08,IAH,Houston,-1.6773475688511363,-0.0916264691172892,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.10771427389082741,0.26998240695630654,-0.7011725791642093,2,0,2
2012-05-01,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,MCO,Orlando,-1.9785867482829338,0.7068921531879545,0.4166801864504994,0.6623595215260217,-1.0090623546138933,2,0,3
2012-07-23,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,0.3307583621417987,0.3011087284899288,1.2371647228407383,2,0,3
2012-02-05,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,-0.479534983289895,0.6128136420513834,0.0810835931580646,2,0,5
2013-02-03,MIA,Miami,-2.5758219049268005,0.7710644540290597,JFK,New York,0.6170976331704986,1.137244998968349,0.8949146959557801,1.392123166950246,-0.7114222143043499,2,0,0
2012-08-09,BOS,Boston,0.9765654222599194,1.3032861937000686,LGA,New York,0.646326183027276,1.1318908985409502,-1.5938905022444207,-1.3805376126996567,-1.0291425717700262,1,0,7
2012-10-15,SEA,Seattle,2.0665751470440994,-1.637378093934938,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,1.6825950645295855,2.008007498841697,-0.6692675398119965,2,0,3
2012-09-21,BOS,Boston,0.9765654222599194,1.3032861937000686,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,-0.008744915793538614,-0.5399494472836612,2.2066762181316646,2,0,6
2012-07-16,CLT,Charlotte,-0.5562722690400336,0.7336595178213434,LGA,New York,0.646326183027276,1.1318908985409502,-1.784522389763933,-1.662139898376663,-0.7185220093428133,1,0,3
2011-10-17,DEN,Denver,0.440057320698251,-0.6265055416448485,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,0.6606981674743418,0.05126852416536478,-0.22815703464455525,2,0,3
2012-07-05,JFK,New York,0.6068594833642096,1.144299953824779,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,1.8017399942181112,0.6229475702145008,1.7740231846122232,2,1,6
2012-05-03,EWR,Newark,0.6181674178432467,1.1219606120897538,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-2.281265096671134,-2.2673801872070904,-0.4881960868754938,2,0,3
2013-02-13,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.9981658537410312,-0.6230854001633104,-0.3214716221907526,2,0,7
2012-04-01,MIA,Miami,-2.5758219049268005,0.7710644540290597,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.9730827106485211,-0.8088380054024168,-0.9306403064547109,2,0,0
2012-08-21,PHX,Phoenix,-0.9377957058236924,-1.0471303064508393,DEN,Denver,0.45168977173065483,-0.6284001361306121,-1.0800779929112745,-0.8023656214756949,-0.6867492780254909,2,0,6
2012-05-08,PHL,Philadelphia,0.44226278487615706,1.0604883599094759,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,-0.7528674690650569,0.06305238658640469,0.3459921721223465,2,0,0
2011-12-21,DTW,Detroit,0.9440015978998523,0.5955081294237772,ORD,Chicago,0.901711524924661,0.3299312040738194,0.4464664188636944,0.2732407691165118,-0.90919415393311,2,2,0
2012-03-02,LGA,New York,0.6363344145147665,1.138930205242993,MIA,Miami,-2.538979684219383,0.7650971565618796,-0.6010160880732952,-0.44111248184989116,-0.7168710240586463,1,0,6
2012-06-27,PHL,Philadelphia,0.44226278487615706,1.0604883599094759,BOS,Boston,0.9837131958045018,1.2957679320073814,-0.6028213142806973,-0.8322198522025273,-0.9278002018270002,2,0,3
2011-11-06,DEN,Denver,0.440057320698251,-0.6265055416448485,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-0.3825837169526453,0.10310979917954209,0.05134241769360583,2,0,6
2012-06-20,IAH,Houston,-1.6773475688511363,-0.0916264691172892,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,0.5209319999502992,0.26095032251353845,0.44233119013384287,2,0,0
2012-07-17,ORD,Chicago,0.8938725204479091,0.3346266643573873,EWR,Newark,0.6283110444931392,1.1149707570164968,0.8256680701227416,0.5006743873728429,-0.2392659690345334,2,0,3
2012-10-07,IAH,Houston,-1.6773475688511363,-0.0916264691172892,ORD,Chicago,0.901711524924661,0.3299312040738194,-1.1371682717252738,-0.9485049744108495,-0.7011725791642093,2,0,3
2012-05-02,ORD,Chicago,0.8938725204479091,0.3346266643573873,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,0.2257775149954086,1.118749891464836,-0.5765105257230155,2,0,7
2011-11-12,SEA,Seattle,2.0665751470440994,-1.637378093934938,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-0.7108163174073399,0.02343552297707937,-0.8579119505293998,2,0,5
2012-02-05,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-0.11308923309506608,0.6641116459873521,0.6089592010720222,2,0,0
2012-02-14,MIA,Miami,-2.5758219049268005,0.7710644540290597,JFK,New York,0.6170976331704986,1.137244998968349,-0.19819275431136718,0.143563935437655,-0.7114222143043499,2,0,5
2012-08-23,JFK,New York,0.6068594833642096,1.144299953824779,MCO,Orlando,-1.9785867482829338,0.7068921531879545,1.4653307809420761,0.6242859424884356,-0.6622968228634735,2,0,6
2011-12-28,DEN,Denver,0.440057320698251,-0.6265055416448485,PHX,Phoenix,-0.9146457652481057,-1.047799144989505,-0.9326361424069803,-1.0549014067315805,-0.6867492780254909,2,2,0
2011-09-11,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,0.48198077292368224,-0.22278183850872815,-0.711652231964382,2,0,6
2012-05-28,LGA,New York,0.6363344145147665,1.138930205242993,MIA,Miami,-2.538979684219383,0.7650971565618796,0.6332031837055657,0.149684837761512,-0.7168710240586463,1,1,6
2012-11-27,MIA,Miami,-2.5758219049268005,0.7710644540290597,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,1.2380928267973563,1.3529415482680167,-0.9306403064547109,2,2,0
2012-01-29,ORD,Chicago,0.8938725204479091,0.3346266643573873,LGA,New York,0.646326183027276,1.1318908985409502,-0.6917931773694928,-0.7409564429153733,-0.21767871125382277,1,0,7
2012-01-28,PHL,Philadelphia,0.44226278487615706,1.0604883599094759,BOS,Boston,0.9837131958045018,1.2957679320073814,-1.4014256158057985,-0.9806998291153612,-0.9278002018270002,2,0,4
2012-12-18,ORD,Chicago,0.8938725204479091,0.3346266643573873,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,-0.5968355642251397,-0.7761019597357789,0.7453777862483678,2,2,2
2013-02-01,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,DEN,Denver,0.45168977173065483,-0.6284001361306121,0.24434555600625305,0.321290648555255,0.23366550094702757,2,0,0
